AUN,School District,County,"Total Act 1, 511 and First Class SD Taxes (6130, 6140, 6150, 6160)","Act 1 Earned Income
6131","Total Act 511 Flat
6140","Total Act 511 Proportional
6150","Per Capita
6141","Occupation
Flat 6142","Local Services / Occupational Privilege
6143","Business Privilege Flat
6145","Mechanical Device Flat
6146","Other Flat Rate Assessments
6149","Act 511 Earned Income
6151","Occupation Millage
6152","Real Estate Transfer
6153","Amusement
6154","Business Privilege Proportional
6155","Mechanical Device Percentage
6156","Mercantile
6157","Other Proportional Assessments
6159","Total Non-Real Estate First Class SD Only
6160","1st Class Earned Income
6161","Liquor Sales
6162","Cigarette Tax
6163","Sales and
Use Tax
6164",General Business Taxes 6165,"Business Use & Occupancy
6166","Non-Business Income
6167","Real Estate Transfer
6168"
103026303.0,Montour SD,Allegheny,5398094.09,,,5398094.09,,,,,,,4610833.51,,787260.58,,,,,,0.0,,,,,,,,
103026343.0,Moon Area SD,Allegheny,5929533.649999999,,78089.05,5851444.6,,,78089.05,,,,4749716.29,,1097474.03,4254.28,,,,,0.0,,,,,,,,
103026402.0,Mt Lebanon SD,Allegheny,8586887.13,,43771.99,8543115.14,,,43771.99,,,,7613958.08,,929157.06,,,,,,0.0,,,,,,,,
103026852.0,North Allegheny SD,Allegheny,15614390.56,,177904.68,15436485.88,177904.68,,,,,,13046901.98,,2389583.9,,,,,,0.0,,,,,,,,
103026902.0,North Hills SD,Allegheny,8062970.119999999,,75475.27,7987494.85,,,75475.27,,,,5888680.05,,800604.2,,450596.01,,847614.59,,0.0,,,,,,,,
103026873.0,Northgate SD,Allegheny,1749792.0,,18756.0,1731036.0,6294.0,,12462.0,,,,1533883.0,,197153.0,,,,,,0.0,,,,,,,,
103027352.0,Penn Hills SD,Allegheny,5311473.94,,37957.48,5273516.46,,,37957.48,,,,4060769.07,,586180.52,,276141.06,,350425.81,,0.0,,,,,,,,
103021003.0,Pine-Richland SD,Allegheny,8394617.0,,76212.0,8318405.0,76212.0,,,,,,7037795.0,,1280610.0,,,,,,0.0,,,,,,,,
102027451.0,Pittsburgh SD,Allegheny,134589205.76,,,,,,,,,,,,,,,,,,134589205.76,121587952.38,,,,,,,13001253.38
103027503.0,Plum Borough SD,Allegheny,4313773.09,,130194.45,4183578.64,90997.64,,39196.81,,,,3817211.91,,366366.73,,,,,,0.0,,,,,,,,
103027753.0,Quaker Valley SD,Allegheny,5054472.0,,35215.0,5019257.0,35215.0,,,,,,4237396.0,,781861.0,,,,,,0.0,,,,,,,,
103028203.0,Riverview SD,Allegheny,1376937.51,,17505.77,1359431.74,,,17505.77,,,,1092679.86,,266751.88,,,,,,0.0,,,,,,,,
103028302.0,Shaler Area SD,Allegheny,5904506.02,,26495.76,5878010.26,,,26495.76,,,,5346090.69,,531919.57,,,,,,0.0,,,,,,,,
103028653.0,South Allegheny SD,Allegheny,1161201.22,,,1161201.22,,,,,,,1066115.47,,95085.75,,,,,,0.0,,,,,,,,
103028703.0,South Fayette Township SD,Allegheny,4030563.11,,59225.98,3971337.13,41880.01,,17345.97,,,,3288338.33,,682998.8,,,,,,0.0,,,,,,,,
103028753.0,South Park SD,Allegheny,2311954.16,,52955.96,2258998.2,39667.87,,13288.09,,,,2026179.15,,208910.7,23908.35,,,,,0.0,,,,,,,,
103028833.0,Steel Valley SD,Allegheny,1835108.5899999999,,36868.64,1798239.95,,,36868.64,,,,1580126.93,,190557.76,27555.26,,,,,0.0,,,,,,,,
103028853.0,Sto-Rox SD,Allegheny,1073170.41,,21423.51,1051746.9,,,21423.51,,,,888384.22,,103139.7,,,,60222.98,,0.0,,,,,,,,
103029203.0,Upper Saint Clair SD,Allegheny,6905430.13,,,6905430.13,,,,,,,5578247.32,,976335.84,,,,350846.97,,0.0,,,,,,,,
103029403.0,West Allegheny SD,Allegheny,6013250.540000001,,1258783.1,4754467.44,,,109359.77,,,1149423.33,3834852.37,,919615.07,,,,,,0.0,,,,,,,,
103029553.0,West Jefferson Hills SD,Allegheny,5673589.65,,39865.73,5633723.92,,,39865.73,,,,3283672.9,,536814.8,,1529868.7,,283367.52,,0.0,,,,,,,,
103029603.0,West Mifflin Area SD,Allegheny,4117606.44,,66657.64,4050948.8,,,66657.64,,,,2173106.13,,382770.88,371670.88,581588.48,,541812.43,,0.0,,,,,,,,
103029803.0,Wilkinsburg Borough SD,Allegheny,1651695.17,,16161.41,1635533.76,,,16161.41,,,,1519717.15,,115816.61,,,,,,0.0,,,,,,,,
103029902.0,Woodland Hills SD,Allegheny,5872676.81,,,5872676.81,,,,,,,5267555.58,,605121.23,,,,,,0.0,,,,,,,,
128030603.0,Apollo-Ridge SD,Armstrong,998146.87,,27212.16,970934.71,17662.53,,9549.63,,,,879902.45,,91032.26,,,,,,0.0,,,,,,,,
128030852.0,Armstrong SD,Armstrong,4343603.1,,,4343603.1,,,,,,,3971964.13,,371638.97,,,,,,0.0,,,,,,,,
128033053.0,Freeport Area SD,Armstrong,1937724.59,,17978.03,1919746.56,,,17978.03,,,,1709402.43,,210344.13,,,,,,0.0,,,,,,,,
128034503.0,Leechburg Area SD,Armstrong,628086.7100000001,,4606.05,623480.66,,,4606.05,,,,567151.17,,56329.49,,,,,,0.0,,,,,,,,
127040503.0,Aliquippa SD,Beaver,797669.84,,11192.22,786477.62,,,11192.22,,,,654259.26,,64923.56,,,,67294.8,,0.0,,,,,,,,
127040703.0,Ambridge Area SD,Beaver,3499558.05,,64673.53,3434884.52,36499.67,,28173.86,,,,2818158.73,,409235.91,,,,207489.88,,0.0,,,,,,,,
127041203.0,Beaver Area SD,Beaver,2476762.46,,68697.56,2408064.9,32435.8,,36261.76,,,,2049555.19,,358509.71,,,,,,0.0,,,,,,,,
127041503.0,Big Beaver Falls Area SD,Beaver,1226236.0,,47885.0,1178351.0,20327.0,,22795.0,,4763.0,,952206.0,,106456.0,,,,119689.0,,0.0,,,,,,,,
127041603.0,Blackhawk SD,Beaver,2716191.0,,85818.0,2630373.0,59648.0,,26170.0,,,,2259049.0,,316066.0,55258.0,,,,,0.0,,,,,,,,
127042003.0,Central Valley SD,Beaver,3008288.8000000003,,41611.85,2966676.95,,,41611.85,,,,2333970.99,,360195.8,,,,272510.16,,0.0,,,,,,,,
127042853.0,Freedom Area SD,Beaver,1314588.79,,14959.75,1299629.04,,,14959.75,,,,1179238.99,,120390.05,,,,,,0.0,,,,,,,,
127044103.0,Hopewell Area SD,Beaver,2732453.99,,18429.95,2714024.04,,,18429.95,,,,2311025.11,,300478.37,,,,102520.56,,0.0,,,,,,,,
127045303.0,Midland Borough SD,Beaver,238910.93,,4115.13,234795.8,,,4115.13,,,,190139.21,,44656.59,,,,,,0.0,,,,,,,,
127045653.0,New Brighton Area SD,Beaver,1191886.44,,31301.13,1160585.31,19365.5,,11935.63,,,,976451.7,,106324.75,,77808.86,,,,0.0,,,,,,,,
127045853.0,Riverside Beaver County SD,Beaver,1387780.0899999999,,31839.44,1355940.65,31839.44,,,,,,1236261.06,,119679.59,,,,,,0.0,,,,,,,,
127046903.0,Rochester Area SD,Beaver,745574.9,,38527.65,707047.25,19792.04,7247.28,11488.33,,,,540906.47,,48737.6,,2973.19,,114429.99,,0.0,,,,,,,,
127047404.0,South Side Area SD,Beaver,1001628.0,,17439.0,984189.0,,,17439.0,,,,868004.0,,92104.0,,24081.0,,,,0.0,,,,,,,,
127049303.0,Western Beaver County SD,Beaver,623030.86,,,623030.86,,,,,,,578614.82,,44416.04,,,,,,0.0,,,,,,,,
108051003.0,Bedford Area SD,Bedford,3469895.36,1600440.0,140297.38,1729157.98,42610.6,,97686.78,,,,1480383.6,,248774.38,,,,,,0.0,,,,,,,,
108051503.0,Chestnut Ridge SD,Bedford,1078726.12,,30197.7,1048528.42,30197.7,,,,,,951184.15,,97344.27,,,,,,0.0,,,,,,,,
108053003.0,Everett Area SD,Bedford,1859840.35,924078.69,56733.43,879028.23,23886.4,,32847.03,,,,770059.15,,108969.08,,,,,,0.0,,,,,,,,
108056004.0,Northern Bedford County SD,Bedford,666363.0700000001,,56888.16,609474.91,15829.55,27180.0,13878.61,,,,556178.88,,46183.05,7112.98,,,,,0.0,,,,,,,,
108058003.0,Tussey Mountain SD,Bedford,474972.29,,25972.25,449000.04,16264.6,,9707.65,,,,384842.46,,64157.58,,,,,,0.0,,,,,,,,
114060503.0,Antietam SD,Berks,1032766.48,,,1032766.48,,,,,,,905638.07,,127128.41,,,,,,0.0,,,,,,,,
114060753.0,Boyertown Area SD,Berks,8610460.48,,207428.15,8403032.33,143685.05,,63743.1,,,,7235141.25,,1167891.08,,,,,,0.0,,,,,,,,
114060853.0,Brandywine Heights Area SD,Berks,2028986.24,,53036.24,1975950.0,34126.0,,18910.24,,,,1779993.66,,195956.34,,,,,,0.0,,,,,,,,
114061103.0,Conrad Weiser Area SD,Berks,2942671.51,,59148.75,2883522.76,59148.75,,,,,,2463304.84,,420217.92,,,,,,0.0,,,,,,,,
114061503.0,Daniel Boone Area SD,Berks,3849585.34,,51780.9,3797804.44,51780.9,,,,,,3190652.43,,607152.01,,,,,,0.0,,,,,,,,
114062003.0,Exeter Township SD,Berks,5378759.07,,153417.78,5225341.29,68686.0,,84731.78,,,,3961855.73,,485960.19,,,,777525.37,,0.0,,,,,,,,
114062503.0,Fleetwood Area SD,Berks,2674638.31,,59081.17,2615557.14,,,59081.17,,,,2255786.41,,326760.74,33009.99,,,,,0.0,,,,,,,,
114063003.0,Governor Mifflin SD,Berks,5370130.48,,238367.78,5131762.7,94280.1,86138.83,57948.85,,,,4584570.48,,547192.22,,,,,,0.0,,,,,,,,
114063503.0,Hamburg Area SD,Berks,2957286.79,,52122.7,2905164.09,52122.7,,,,,,2181560.17,,723603.92,,,,,,0.0,,,,,,,,
114064003.0,Kutztown Area SD,Berks,1955169.5999999999,,67715.89,1887453.71,32608.5,,35107.39,,,,1617792.32,,232428.8,37232.59,,,,,0.0,,,,,,,,
114065503.0,Muhlenberg SD,Berks,4576971.0,,77586.0,4499385.0,,,77586.0,,,,2967541.0,,470912.0,,,,1060932.0,,0.0,,,,,,,,
114066503.0,Oley Valley SD,Berks,2206564.65,,39740.5,2166824.15,39740.5,,,,,,1899395.61,,267428.54,,,,,,0.0,,,,,,,,
114067002.0,Reading SD,Berks,17730089.81,10690626.36,1168175.13,5871288.32,,,124777.44,1043397.69,,,5345313.12,,525975.2,,,,,,0.0,,,,,,,,
114067503.0,Schuylkill Valley SD,Berks,2466050.14,,39359.4,2426690.74,39359.4,,,,,,2029554.22,,397136.52,,,,,,0.0,,,,,,,,
114068003.0,Tulpehocken Area SD,Berks,1837937.22,,34945.55,1802991.67,34945.55,,,,,,1514713.07,,288278.6,,,,,,0.0,,,,,,,,
114068103.0,Twin Valley SD,Berks,3990158.58,,,3990158.58,,,,,,,3399734.78,,590423.8,,,,,,0.0,,,,,,,,
114069103.0,Wilson  SD,Berks,10148172.809999999,,242125.53,9906047.28,120145.25,,121980.28,,,,6128474.77,,1129733.07,,2647839.44,,,,0.0,,,,,,,,
114069353.0,Wyomissing Area SD,Berks,3371161.48,,92220.1,3278941.38,27572.1,,64648.0,,,,2491295.86,,322442.79,,465202.73,,,,0.0,,,,,,,,
108070502.0,Altoona Area SD,Blair,9243515.139999999,,351343.27,8892171.87,118681.08,94929.01,137733.18,,,,5186468.19,,784701.07,13199.62,1920887.33,,986915.66,,0.0,,,,,,,,
108071003.0,Bellwood-Antis SD,Blair,973253.44,,49435.56,923817.88,13570.2,16376.22,19489.14,,,,800760.3,,123057.58,,,,,,0.0,,,,,,,,
108071504.0,Claysburg-Kimmel SD,Blair,541137.72,,35101.37,506036.35,17767.5,,17333.87,,,,466602.7,,39433.65,,,,,,0.0,,,,,,,,
108073503.0,Hollidaysburg Area SD,Blair,4200468.57,,186321.46,4014147.11,90564.5,95756.96,,,,,3409099.42,,605047.69,,,,,,0.0,,,,,,,,
108077503.0,Spring Cove SD,Blair,1385840.1800000002,,123401.85,1262438.33,25747.3,48937.0,48717.55,,,,1262438.33,,,,,,,,0.0,,,,,,,,
108078003.0,Tyrone Area SD,Blair,1493439.71,,,1493439.71,,,,,,,1493439.71,,,,,,,,0.0,,,,,,,,
108079004.0,Williamsburg Community SD,Blair,325517.22,,13130.42,312386.8,7859.1,,5271.32,,,,290859.18,,21527.62,,,,,,0.0,,,,,,,,
117080503.0,Athens Area SD,Bradford,3121568.88,,,3121568.88,,,,,,,2873039.47,,248529.41,,,,,,0.0,,,,,,,,
117081003.0,Canton Area SD,Bradford,611539.86,,11936.6,599603.26,11936.6,,,,,,488579.88,24955.8,86067.58,,,,,,0.0,,,,,,,,
117083004.0,Northeast Bradford SD,Bradford,697093.47,,12073.65,685019.82,12073.65,,,,,,411974.56,216883.2,56162.06,,,,,,0.0,,,,,,,,
117086003.0,Sayre Area SD,Bradford,1549529.58,,,1549529.58,,,,,,,1458957.84,,90571.74,,,,,,0.0,,,,,,,,
117086503.0,Towanda Area SD,Bradford,1607110.38,,,1607110.38,,,,,,,1465051.95,,142058.43,,,,,,0.0,,,,,,,,
117086653.0,Troy Area SD,Bradford,1333283.0,,25580.0,1307703.0,25580.0,,,,,,829973.0,371199.0,106531.0,,,,,,0.0,,,,,,,,
117089003.0,Wyalusing Area SD,Bradford,1697312.79,,25011.0,1672301.79,25011.0,,,,,,1537900.32,,134401.47,,,,,,0.0,,,,,,,,
122091002.0,Bensalem Township SD,Bucks,6065759.66,,219561.91,5846197.75,,,198643.93,,16406.48,4511.5,,,1599766.57,,4246431.18,,,,0.0,,,,,,,,
122091303.0,Bristol Borough SD,Bucks,388927.37,,33631.74,355295.63,,,33631.74,,,,,,355295.63,,,,,,0.0,,,,,,,,
122091352.0,Bristol Township SD,Bucks,2052617.54,,190409.72,1862207.82,97886.26,,92523.46,,,,,,1286711.18,,,,575496.64,,0.0,,,,,,,,
122092002.0,Centennial SD,Bucks,8671300.92,,105873.04,8565427.88,,,105873.04,,,,5397343.53,,1362584.85,,984789.13,,820710.37,,0.0,,,,,,,,
122092102.0,Central Bucks SD,Bucks,29844174.57,,,29844174.57,,,,,,,24580718.35,,5263456.22,,,,,,0.0,,,,,,,,
122092353.0,Council Rock SD,Bucks,25421657.26,,136820.19,25284837.07,,,136820.19,,,,17845728.64,4285391.0,3153717.43,,,,,,0.0,,,,,,,,
122097203.0,Morrisville Borough SD,Bucks,170720.0,,,170720.0,,,,,,,,,170720.0,,,,,,0.0,,,,,,,,
122097502.0,Neshaminy SD,Bucks,5594769.0200000005,,368789.66,5225979.36,195135.3,,173654.36,,,,,,1798067.65,622802.16,1514629.56,,1290479.99,,0.0,,,,,,,,
122097604.0,New Hope-Solebury SD,Bucks,5117252.09,,,5117252.09,,,,,,,4178757.94,,938494.15,,,,,,0.0,,,,,,,,
122098003.0,Palisades SD,Bucks,2858400.71,,,2858400.71,,,,,,,2337675.52,,494934.35,25790.84,,,,,0.0,,,,,,,,
122098103.0,Pennridge SD,Bucks,17522828.0,,113338.0,17409490.0,,,113338.0,,,,15851468.0,,1558022.0,,,,,,0.0,,,,,,,,
122098202.0,Pennsbury SD,Bucks,2494495.67,,,2494495.67,,,,,,,,,2494495.67,,,,,,0.0,,,,,,,,
122098403.0,Quakertown Community SD,Bucks,11635474.74,,,11635474.74,,,,,,,10109564.92,,1525909.82,,,,,,0.0,,,,,,,,
104101252.0,Butler Area SD,Butler,6910463.0,,266151.0,6644312.0,142902.0,,123249.0,,,,5823999.0,,820313.0,,,,,,0.0,,,,,,,,
104103603.0,Karns City Area SD,Butler,1118510.19,,38646.63,1079863.56,25110.7,,13535.93,,,,987352.8,,92510.76,,,,,,0.0,,,,,,,,
104105003.0,Mars Area SD,Butler,6731180.17,,67023.75,6664156.42,,,67023.75,,,,5150238.98,,1513917.44,,,,,,0.0,,,,,,,,
104105353.0,Moniteau SD,Butler,1084569.31,,53158.94,1031410.37,26635.8,,26523.14,,,,949424.68,,81985.69,,,,,,0.0,,,,,,,,
104107903.0,Seneca Valley SD,Butler,12429970.44,,134324.7,12295645.74,,,,,,134324.7,10022597.18,,2273048.56,,,,,,0.0,,,,,,,,
104107503.0,Slippery Rock Area SD,Butler,2314556.0,,42764.0,2271792.0,42764.0,,,,,,1904062.0,,367730.0,,,,,,0.0,,,,,,,,
104107803.0,South Butler County SD,Butler,2774363.86,,90080.35,2684283.51,55185.4,,34894.95,,,,2367343.46,,316940.05,,,,,,0.0,,,,,,,,
108110603.0,Blacklick Valley SD,Cambria,451506.70999999996,,22694.3,428812.41,10333.0,,12361.3,,,,404672.8,,24139.61,,,,,,0.0,,,,,,,,
108111203.0,Cambria Heights SD,Cambria,1037163.3,,25505.05,1011658.25,25505.05,,,,,,948715.03,,62943.22,,,,,,0.0,,,,,,,,
108111303.0,Central Cambria SD,Cambria,1573204.42,,71298.13,1501906.29,33093.9,,38204.23,,,,1357316.35,,144589.94,,,,,,0.0,,,,,,,,
108111403.0,Conemaugh Valley SD,Cambria,582125.28,,4135.93,577989.35,,,4135.93,,,,553778.25,,24211.1,,,,,,0.0,,,,,,,,
108112003.0,Ferndale Area SD,Cambria,392904.5,,17460.2,375444.3,17460.2,,,,,,362927.78,,12516.52,,,,,,0.0,,,,,,,,
108112203.0,Forest Hills SD,Cambria,1400789.74,,41788.22,1359001.52,21533.1,20255.12,,,,,1272089.5,,86912.02,,,,,,0.0,,,,,,,,
108112502.0,Greater Johnstown SD,Cambria,3059747.04,,820567.31,2239179.73,34006.52,24443.36,54322.64,707794.79,,,1396064.16,,135320.72,,,,707794.85,,0.0,,,,,,,,
108114503.0,Northern Cambria SD,Cambria,749991.08,,27133.73,722857.35,18528.0,,8605.73,,,,678206.31,,44651.04,,,,,,0.0,,,,,,,,
108116003.0,Penn Cambria SD,Cambria,1424440.07,,74102.97,1350337.1,33802.15,20493.8,19807.02,,,,1271027.09,,79310.01,,,,,,0.0,,,,,,,,
108116303.0,Portage Area SD,Cambria,568170.41,,16426.03,551744.38,5066.9,4575.6,6783.53,,,,527647.85,,24096.53,,,,,,0.0,,,,,,,,
108116503.0,Richland SD,Cambria,2474089.4000000004,,94435.2,2379654.2,23698.5,,70736.7,,,,1597794.5,,166508.4,,,,615351.3,,0.0,,,,,,,,
108118503.0,Westmont Hilltop SD,Cambria,1678118.58,,28224.8,1649893.78,28224.8,,,,,,1539250.88,,110642.9,,,,,,0.0,,,,,,,,
109122703.0,Cameron County SD,Cameron,539793.31,,10265.0,529528.31,10265.0,,,,,,331154.52,,198373.79,,,,,,0.0,,,,,,,,
121135003.0,Jim Thorpe Area SD,Carbon,2169228.17,,68948.63,2100279.54,30422.33,,38028.3,,498.0,,1453009.48,,543802.61,103467.45,,,,,0.0,,,,,,,,
121135503.0,Lehighton Area SD,Carbon,2850713.63,,48272.1,2802441.53,48272.1,,,,,,1756209.26,807107.5,239124.77,,,,,,0.0,,,,,,,,
121136503.0,Palmerton Area SD,Carbon,1807438.71,,51656.19,1755782.52,34617.1,,17039.09,,,,1553661.71,,202120.81,,,,,,0.0,,,,,,,,
121136603.0,Panther Valley SD,Carbon,1395319.49,,37072.26,1358247.23,23858.3,,13213.96,,,,910846.04,375909.72,71491.47,,,,,,0.0,,,,,,,,
121139004.0,Weatherly Area SD,Carbon,597955.89,,11286.4,586669.49,10861.4,,,,425.0,,487582.55,,83054.73,16032.21,,,,,0.0,,,,,,,,
110141003.0,Bald Eagle Area SD,Centre,5349516.04,2505003.97,60318.92,2784193.15,36831.7,,23487.22,,,,2630305.57,,153887.58,,,,,,0.0,,,,,,,,
110141103.0,Bellefonte Area SD,Centre,6531455.43,,65462.77,6465992.66,,,65462.77,,,,5995681.16,,470311.5,,,,,,0.0,,,,,,,,
110147003.0,Penns Valley Area SD,Centre,3421355.65,,,3421355.65,,,,,,,3216501.43,,204854.22,,,,,,0.0,,,,,,,,
110148002.0,State College Area SD,Centre,20722180.22,,385739.59,20336440.63,,,385739.59,,,,17870617.54,,2465823.09,,,,,,0.0,,,,,,,,
124150503.0,Avon Grove SD,Chester,1035542.67,,,1035542.67,,,,,,,,,1035542.67,,,,,,0.0,,,,,,,,
124151902.0,Coatesville Area SD,Chester,10252996.299999999,,81141.51,10171854.79,,,81141.51,,,,8353642.08,,1818212.71,,,,,,0.0,,,,,,,,
124152003.0,Downingtown Area SD,Chester,19695377.82,,220294.43,19475083.39,,,220294.43,,,,16475316.34,,2999767.05,,,,,,0.0,,,,,,,,
124153503.0,Great Valley SD,Chester,3345656.0,,,3345656.0,,,,,,,,,3345656.0,,,,,,0.0,,,,,,,,
124154003.0,Kennett Consolidated SD,Chester,5485185.1,,,5485185.1,,,,,,,4568265.62,,916919.48,,,,,,0.0,,,,,,,,
124156503.0,Octorara Area SD,Chester,2605086.06,,,2605086.06,,,,,,,2223743.17,,381342.89,,,,,,0.0,,,,,,,,
124156603.0,Owen J Roberts SD,Chester,8907885.44,,,8907885.44,,,,,,,6926700.31,,1749347.18,,,,231837.95,,0.0,,,,,,,,
124156703.0,Oxford Area SD,Chester,3101692.1,,,3101692.1,,,,,,,2671141.46,,430550.64,,,,,,0.0,,,,,,,,
124157203.0,Phoenixville Area SD,Chester,9655779.180000002,,61972.96,9593806.22,61972.96,,,,,,6661593.1,1403653.66,1528559.46,,,,,,0.0,,,,,,,,
124157802.0,Tredyffrin-Easttown SD,Chester,3040158.0,,,3040158.0,,,,,,,,,3015583.0,24575.0,,,,,0.0,,,,,,,,
124158503.0,Unionville-Chadds Ford SD,Chester,1223301.9,,,1223301.9,,,,,,,,,1223301.9,,,,,,0.0,,,,,,,,
124159002.0,West Chester Area SD,Chester,26105251.76,,,26105251.76,,,,,,,21121789.67,,4983462.09,,,,,,0.0,,,,,,,,
106160303.0,Allegheny-Clarion Valley SD,Clarion,546405.29,,14115.4,532289.89,14115.4,,,,,,490028.58,,42261.31,,,,,,0.0,,,,,,,,
106161203.0,Clarion Area SD,Clarion,911651.2999999999,,51535.73,860115.57,13592.95,,37942.78,,,,632574.21,97575.85,129965.51,,,,,,0.0,,,,,,,,
106161703.0,Clarion-Limestone Area SD,Clarion,725287.5700000001,,34585.8,690701.77,15728.35,,18857.45,,,,602705.64,,87996.13,,,,,,0.0,,,,,,,,
106166503.0,Keystone  SD,Clarion,874367.17,,17364.25,857002.92,17364.25,,,,,,643608.25,169947.55,43447.12,,,,,,0.0,,,,,,,,
106167504.0,North Clarion County SD,Clarion,538529.62,,10975.7,527553.92,10975.7,,,,,,422790.41,64680.48,40083.03,,,,,,0.0,,,,,,,,
106168003.0,Redbank Valley SD,Clarion,790043.64,,57251.74,732791.9,27329.83,29921.91,,,,,680182.97,,52608.93,,,,,,0.0,,,,,,,,
106169003.0,Union SD,Clarion,444164.46,,15149.06,429015.4,8756.6,,6392.46,,,,318243.8,82328.35,28443.25,,,,,,0.0,,,,,,,,
110171003.0,Clearfield Area SD,Clearfield,1738283.3299999998,,47848.9,1690434.43,,,47848.9,,,,1577473.92,,112960.51,,,,,,0.0,,,,,,,,
