AUN,School District,County,"Total Act 1, 511 and First Class SD Taxes (6130, 6140, 6150, 6160)","Act 1 Earned Income
6131","Total Act 511 Flat
6140","Total Act 511 Proportional
6150","Per Capita
6141","Occupation
Flat 6142","Local Services / Occupational Privilege
6143","Business Privilege Flat
6145","Mechanical Device Flat
6146","Other Flat Rate Assessments
6149","Act 511 Earned Income
6151","Occupation Millage
6152","Real Estate Transfer
6153","Amusement
6154","Business Privilege Proportional
6155","Mechanical Device Percentage
6156","Mercantile
6157","Other Proportional Assessments
6159","Total Non-Real Estate First Class SD Only
6160","1st Class Earned Income
6161","Liquor Sales
6162","Cigarette Tax
6163","Sales and
Use Tax
6164","Business Use & Occupancy
6166","Non-Business Income
6167","Real Estate Transfer
6168","Current Mercantile
6169"
119584603.0,Mountain View SD,Susquehanna,1021331.1499999999,,14554.2,1006776.95,14554.2,,,,,,752437.65,74645.0,179694.3,,,,,,0.0,,,,,,,,
119586503.0,Susquehanna Community SD,Susquehanna,62171.41,,0.0,62171.41,,,,,,,,,62171.41,,,,,,0.0,,,,,,,,
117596003.0,Northern Tioga SD,Tioga,2326557.1599999997,,21649.28,2304907.88,,,21649.28,,,,2137299.89,,167607.99,,,,,,0.0,,,,,,,,
117597003.0,Southern Tioga SD,Tioga,2789336.7,,0.0,2789336.7,,,,,,,2542044.33,,247292.37,,,,,,0.0,,,,,,,,
117598503.0,Wellsboro Area SD,Tioga,2293454.79,,33103.36,2260351.43,,,33103.36,,,,2070959.37,,189392.06,,,,,,0.0,,,,,,,,
116604003.0,Lewisburg Area SD,Union,6634147.1899999995,,54711.45,6579435.739999999,54711.45,,,,,,6241347.27,,338088.47,,,,,,0.0,,,,,,,,
116605003.0,Mifflinburg Area SD,Union,4660076.149999999,,64647.6,4595428.55,64647.6,,,,,,4437230.39,,158198.16,,,,,,0.0,,,,,,,,
106611303.0,Cranberry Area SD,Venango,970651.93,,110839.14,859812.79,29147.2,39858.6,41833.34,,,,780085.51,,79727.28,,,,,,0.0,,,,,,,,
106612203.0,Franklin Area SD,Venango,1532440.29,,75792.51999999999,1456647.77,34475.99,,41316.53,,,,1309790.39,,146857.38,,,,,,0.0,,,,,,,,
106616203.0,Oil City Area SD,Venango,1201888.4500000002,,53495.32,1148393.1300000001,31650.6,,21844.72,,,,1088042.36,,60350.77,,,,,,0.0,,,,,,,,
106617203.0,Titusville Area SD,Venango,1096467.8800000001,,63357.95,1033109.93,29524.5,,33833.45,,,,944844.9,,88265.03,,,,,,0.0,,,,,,,,
106618603.0,Valley Grove SD,Venango,605806.7,,44928.33,560878.37,16440.7,,28487.63,,,,492733.22,,68145.15,,,,,,0.0,,,,,,,,
105628302.0,Warren County SD,Warren,3730016.42,,89356.65,3640659.77,,,89356.65,,,,3266958.25,,373701.52,,,,,,0.0,,,,,,,,
101630504.0,Avella Area SD,Washington,449773.08,,11784.5,437988.58,11784.5,,,,,,437988.58,,,,,,,,0.0,,,,,,,,
101630903.0,Bentworth SD,Washington,947672.0299999999,,63661.45,884010.58,49718.65,,13942.8,,,,769935.2,,114075.38,,,,,,0.0,,,,,,,,
101631003.0,Bethlehem-Center SD,Washington,899878.99,,32034.88,867844.11,24147.95,,7886.93,,,,793554.51,,74289.6,,,,,,0.0,,,,,,,,
101631203.0,Burgettstown Area SD,Washington,1107917.6400000001,,11454.1,1096463.54,11454.1,,,,,,954411.77,,142051.77,,,,,,0.0,,,,,,,,
101631503.0,California Area SD,Washington,788154.19,,55218.21000000001,732935.98,19027.75,15483.4,20707.06,,,,652535.82,,80400.16,,,,,,0.0,,,,,,,,
101631703.0,Canon-McMillan SD,Washington,7227167.56,,120385.51,7106782.05,,,120385.51,,,,5604787.08,,1501994.97,,,,,,0.0,,,,,,,,
101631803.0,Charleroi SD,Washington,1155101.21,,20397.89,1134703.32,,,20397.89,,,,991567.54,,89637.55,,,,53498.23,,0.0,,,,,,,,
101631903.0,Chartiers-Houston SD,Washington,1360658.04,,21188.0,1339470.04,,,21188.0,,,,1095535.93,,243934.11,,,,,,0.0,,,,,,,,
101632403.0,Fort Cherry SD,Washington,1076098.26,,24245.85,1051852.41,24245.85,,,,,,911799.74,,140052.67,,,,,,0.0,,,,,,,,
101633903.0,McGuffey SD,Washington,1921754.6199999999,,85032.51000000001,1836722.1099999999,35540.1,49492.41,,,,,1311010.19,,525711.92,,,,,,0.0,,,,,,,,
101636503.0,Peters Township SD,Washington,6388512.81,,43306.96,6345205.85,,,43306.96,,,,5489737.68,,855468.17,,,,,,0.0,,,,,,,,
101637002.0,Ringgold SD,Washington,2999464.8400000003,,110190.95000000001,2889273.89,72527.46,,37663.49,,,,2525146.82,,262264.58,,,,101862.49,,0.0,,,,,,,,
101638003.0,Trinity Area SD,Washington,4829320.2299999995,,147527.58000000002,4681792.649999999,78193.28,,69334.3,,,,3140933.05,,552631.67,,,,988227.93,,0.0,,,,,,,,
101638803.0,Washington SD,Washington,1847880.61,,79888.5,1767992.11,25559.29,,54329.21,,,,1140392.59,,114017.34,,283574.73,,230007.45,,0.0,,,,,,,,
119648703.0,Wayne Highlands SD,Wayne,776051.7100000001,,55472.1,720579.6100000001,55472.1,,,,,,,384677.65,335901.96,,,,,,0.0,,,,,,,,
119648903.0,Western Wayne SD,Wayne,339611.31,,0.0,339611.31,,,,,,,,,339611.31,,,,,,0.0,,,,,,,,
107650603.0,Belle Vernon Area SD,Westmoreland,3127605.36,,72283.33,3055322.03,41532.05,,30751.28,,,,2083059.89,,202505.06,,208330.12,,561426.96,,0.0,,,,,,,,
107650703.0,Burrell SD,Westmoreland,1821459.15,,67970.01,1753489.14,43575.2,,24394.81,,,,1577052.96,,176436.18,,,,,,0.0,,,,,,,,
107651603.0,Derry Area SD,Westmoreland,1672226.4100000001,,55443.82,1616782.59,26701.3,,28742.52,,,,1465072.33,,151710.26,,,,,,0.0,,,,,,,,
107652603.0,Franklin Regional SD,Westmoreland,5098521.0600000005,,108165.11,4990355.95,68144.5,,39535.61,,485.0,,4369812.88,,601594.5,18948.57,,,,,0.0,,,,,,,,
107653102.0,Greater Latrobe SD,Westmoreland,4341022.18,,145831.18,4195191.0,78701.6,,67129.58,,,,3716776.98,,478414.02,,,,,,0.0,,,,,,,,
107653203.0,Greensburg Salem SD,Westmoreland,2952455.9800000004,,74158.18,2878297.8000000003,46382.74,27775.44,,,,,2453165.93,,425131.87,,,,,,0.0,,,,,,,,
107653802.0,Hempfield Area SD,Westmoreland,6954233.0,,235403.0,6718830.0,103031.0,,132372.0,,,,5953427.0,,765403.0,,,,,,0.0,,,,,,,,
107654103.0,Jeannette City SD,Westmoreland,803551.85,,56476.600000000006,747075.25,36039.8,20436.8,,,,,692811.31,,54263.94,,,,,,0.0,,,,,,,,
107654403.0,Kiski Area SD,Westmoreland,3198087.83,,62714.94,3135372.89,62714.94,,,,,,2875375.29,,259997.6,,,,,,0.0,,,,,,,,
107654903.0,Ligonier Valley SD,Westmoreland,2103042.35,,51587.46,2051454.8900000001,29224.98,,22362.48,,,,1698412.79,,230772.12,122269.98,,,,,0.0,,,,,,,,
107655803.0,Monessen City SD,Westmoreland,600720.53,,8246.09,592474.4400000001,,,8246.09,,,,538766.67,,35061.15,,,,18646.62,,0.0,,,,,,,,
107655903.0,Mount Pleasant Area SD,Westmoreland,1881251.4,,52065.869999999995,1829185.53,30031.95,,22033.92,,,,1694673.87,,134511.66,,,,,,0.0,,,,,,,,
107656303.0,New Kensington-Arnold SD,Westmoreland,1715514.85,,51740.46000000001,1663774.3900000001,31488.47,,20251.99,,,,1407145.77,,256628.62,,,,,,0.0,,,,,,,,
107656502.0,Norwin SD,Westmoreland,5933797.39,,206768.09,5727029.3,82686.33,65141.6,58940.16,,,,5015028.09,,712001.21,,,,,,0.0,,,,,,,,
107657103.0,Penn-Trafford SD,Westmoreland,4499195.550000001,,181651.47999999998,4317544.07,104210.75,,77440.73,,,,3910400.89,,407143.18,,,,,,0.0,,,,,,,,
107657503.0,Southmoreland SD,Westmoreland,1582963.2999999998,,42804.97,1540158.3299999998,,,42804.97,,,,1444247.69,,95910.64,,,,,,0.0,,,,,,,,
107658903.0,Yough SD,Westmoreland,1842395.51,,80254.72,1762140.79,30509.54,26093.34,23651.84,,,,1639052.73,,123088.06,,,,,,0.0,,,,,,,,
119665003.0,Lackawanna Trail SD,Wyoming,1217278.69,,18737.2,1198541.49,18737.2,,,,,,924598.55,,273942.94,,,,,,0.0,,,,,,,,
118667503.0,Tunkhannock Area SD,Wyoming,2167074.83,,95860.2,2071214.6300000001,47317.2,,48543.0,,,,1844549.35,,226665.28,,,,,,0.0,,,,,,,,
112671303.0,Central York SD,York,6101396.600000001,,0.0,6101396.600000001,,,,,,,5233086.61,,868309.99,,,,,,0.0,,,,,,,,
112671603.0,Dallastown Area SD,York,6705339.22,,0.0,6705339.22,,,,,,,5612367.46,,1069744.98,,,,,23226.78,0.0,,,,,,,,
112671803.0,Dover Area SD,York,5515524.74,,65654.5,5449870.24,65654.5,,,,,,5004676.99,,445193.25,,,,,,0.0,,,,,,,,
112672203.0,Eastern York SD,York,2482894.4899999998,,144979.75,2337914.7399999998,37185.1,65195.1,42599.55,,,,2035373.41,,302541.33,,,,,,0.0,,,,,,,,
112672803.0,Hanover Public SD,York,1803667.0,,106630.0,1697037.0,35543.0,71087.0,,,,,1483688.0,,213349.0,,,,,,0.0,,,,,,,,
112674403.0,Northeastern York SD,York,3689479.48,,166185.0,3523294.48,61210.2,104974.8,,,,,2801556.04,,721738.44,,,,,,0.0,,,,,,,,
115674603.0,Northern York County SD,York,4872820.489999999,,67325.35,4805495.14,67325.35,,,,,,4389594.66,,404264.47,11636.01,,,,,0.0,,,,,,,,
112675503.0,Red Lion Area SD,York,5062111.0,,220448.0,4841663.0,94744.0,125704.0,,,,,4256472.0,,585191.0,,,,,,0.0,,,,,,,,
112676203.0,South Eastern SD,York,2672679.68,,42247.86,2630431.8200000003,,,42247.86,,,,2241380.91,,389050.91,,,,,,0.0,,,,,,,,
112676403.0,South Western SD,York,4098245.45,,0.0,4098245.45,,,,,,,3338226.47,,760018.98,,,,,,0.0,,,,,,,,
112676503.0,Southern York County SD,York,5237016.45,,0.0,5237016.45,,,,,,,4749361.79,,487654.66,,,,,,0.0,,,,,,,,
112676703.0,Spring Grove Area SD,York,3500758.78,,0.0,3500758.78,,,,,,,3026643.28,,474115.5,,,,,,0.0,,,,,,,,
115219002.0,West Shore SD,York,17659854.13,,343327.9,17316526.23,343327.9,,,,,,15976060.96,,1340465.27,,,,,,0.0,,,,,,,,
112678503.0,West York Area SD,York,3585176.0,,0.0,3585176.0,,,,,,,2737425.0,,847751.0,,,,,,0.0,,,,,,,,
112679002.0,York City SD,York,3153425.32,,0.0,3153425.32,,,,,,,2574569.86,,578855.46,,,,,,0.0,,,,,,,,
112679403.0,York Suburban SD,York,3738733.25,,0.0,3738733.25,,,,,,,3000060.52,,738672.73,,,,,,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2283357103.31,75424658.33,34298115.23000002,1649330421.5800002,11088882.849999996,5417607.939999999,15158731.750000007,1446811.95,59979.3,1126101.44,1323804024.6699994,26830944.29999999,237136981.87000018,4672691.57,30240191.440000005,436830.19,24690243.13,1518514.4100000001,524303908.17,110250649.72,58763590.99,58766316.26,120000000.0,130575146.84,33905946.64,12042257.72,0.0
