AUN,School District,County,"Total Act 1, 511 and First Class SD Taxes (6130, 6140, 6150, 6160)","Act 1 Earned Income
6131","Total Act 511 Flat
6140","Total Act 511 Proportional
6150","Per Capita
6141","Occupation
Flat 6142","Local Services / Occupational Privilege
6143","Business Privilege Flat
6145","Mechanical Device Flat
6146","Other Flat Rate Assessments
6149","Act 511 Earned Income
6151","Occupation Millage
6152","Real Estate Transfer
6153","Amusement
6154","Business Privilege Proportional
6155","Mechanical Device Percentage
6156","Mercantile
6157","Other Proportional Assessments
6159","Total Non-Real Estate First Class SD Only
6160","1st Class Earned Income
6161","Liquor Sales
6162","Cigarette Tax
6163","Sales and
Use Tax
6164",General Business Taxes 6165,"Business Use & Occupancy
6166","Non-Business Income
6167","Real Estate Transfer
6168"
103022103.0,Cornell SD,Allegheny,765181.0,,19984.0,745197.0,,,19984.0,,,,672451.0,,72746.0,,,,,,0.0,,,,,,,,
103022253.0,Deer Lakes SD,Allegheny,2085925.71,,63193.14,2022732.57,34586.21,,28606.93,,,,1787594.0,,235138.57,,,,,,0.0,,,,,,,,
103022503.0,Duquesne City SD,Allegheny,290228.39,,7225.81,283002.58,,,7225.81,,,,274225.39,,8777.19,,,,,,0.0,,,,,,,,
103022803.0,East Allegheny SD,Allegheny,1766006.73,,23304.14,1742702.59,,,23304.14,,,,1315646.95,,100263.93,,105455.62,4728.6,216607.49,,0.0,,,,,,,,
103023153.0,Elizabeth Forward SD,Allegheny,2269323.2600000002,,22885.93,2246437.33,,,22885.93,,,,2026409.27,,220028.06,,,,,,0.0,,,,,,,,
103023912.0,Fox Chapel Area SD,Allegheny,8773437.809999999,,117475.2,8655962.61,,,117475.2,,,,7671095.26,,984867.35,,,,,,0.0,,,,,,,,
103024102.0,Gateway SD,Allegheny,5934999.8,,125730.47,5809269.33,,,125730.47,,,,3809011.34,,505422.64,,,,1494835.35,,0.0,,,,,,,,
103024603.0,Hampton Township SD,Allegheny,4307897.5,,,4307897.5,,,,,,,3903380.78,,404516.72,,,,,,0.0,,,,,,,,
103024753.0,Highlands SD,Allegheny,2195200.35,,88499.27,2106701.08,53458.11,,35041.16,,,,1911679.06,,195022.02,,,,,,0.0,,,,,,,,
103025002.0,Keystone Oaks SD,Allegheny,3393255.1799999997,,64139.57,3329115.61,,,64139.57,,,,3003484.56,,325631.05,,,,,,0.0,,,,,,,,
103026002.0,McKeesport Area SD,Allegheny,2761642.0,,50917.0,2710725.0,,,50917.0,,,,2138904.0,,181176.0,,239608.0,,151037.0,,0.0,,,,,,,,
103026303.0,Montour SD,Allegheny,5178079.83,,,5178079.83,,,,,,,4531259.88,,646819.95,,,,,,0.0,,,,,,,,
103026343.0,Moon Area SD,Allegheny,5742954.0,,97789.0,5645165.0,,,97789.0,,,,4799753.0,,840961.0,4451.0,,,,,0.0,,,,,,,,
103026402.0,Mt Lebanon SD,Allegheny,8350301.95,,41946.82,8308355.13,,,41946.82,,,,7470605.4,,837749.73,,,,,,0.0,,,,,,,,
103026852.0,North Allegheny SD,Allegheny,14785963.93,,174324.91,14611639.02,174324.91,,,,,,12585264.18,,2026374.84,,,,,,0.0,,,,,,,,
103026902.0,North Hills SD,Allegheny,7923934.0,,78761.0,7845173.0,,,78761.0,,,,5720063.0,,838530.0,168.0,435591.0,,850821.0,,0.0,,,,,,,,
103026873.0,Northgate SD,Allegheny,1679512.0,,32727.0,1646785.0,20845.0,,11882.0,,,,1471601.0,,175184.0,,,,,,0.0,,,,,,,,
103027352.0,Penn Hills SD,Allegheny,5100310.3,,38135.27,5062175.03,,,38135.27,,,,4052944.83,,333480.49,,301470.58,,374279.13,,0.0,,,,,,,,
103021003.0,Pine-Richland SD,Allegheny,8032326.0,,75205.0,7957121.0,75205.0,,,,,,6748770.0,,1208351.0,,,,,,0.0,,,,,,,,
102027451.0,Pittsburgh SD,Allegheny,132174492.46,,,,,,,,,,,,,,,,,,132174492.46,116902271.86,,,,,,,15272220.6
103027503.0,Plum Borough SD,Allegheny,4192974.37,,131887.15,4061087.22,98426.41,,33460.74,,,,3710516.48,,350570.74,,,,,,0.0,,,,,,,,
103027753.0,Quaker Valley SD,Allegheny,4862912.0,,35658.0,4827254.0,35658.0,,,,,,4054237.0,,773017.0,,,,,,0.0,,,,,,,,
103028203.0,Riverview SD,Allegheny,1395494.01,,23776.81,1371717.2,,,23776.81,,,,1146772.14,,224945.06,,,,,,0.0,,,,,,,,
103028302.0,Shaler Area SD,Allegheny,5712892.0,,27248.05,5685643.95,,,27248.05,,,,5140219.61,,545424.34,,,,,,0.0,,,,,,,,
103028653.0,South Allegheny SD,Allegheny,1108684.55,,,1108684.55,,,,,,,1035142.01,,73542.54,,,,,,0.0,,,,,,,,
103028703.0,South Fayette Township SD,Allegheny,3818382.16,,70923.91,3747458.25,43182.13,,27741.78,,,,3134779.11,,612679.14,,,,,,0.0,,,,,,,,
103028753.0,South Park SD,Allegheny,2278922.3200000003,,53042.18,2225880.14,39005.95,,14036.23,,,,1949401.05,,252879.09,23600.0,,,,,0.0,,,,,,,,
103028833.0,Steel Valley SD,Allegheny,1795933.52,,36370.75,1759562.77,,,36370.75,,,,1545946.87,,172555.99,41059.91,,,,,0.0,,,,,,,,
103028853.0,Sto-Rox SD,Allegheny,1028308.53,,18302.16,1010006.37,,,18302.16,,,,873602.01,,79250.06,,,,57154.3,,0.0,,,,,,,,
103029203.0,Upper Saint Clair SD,Allegheny,6275452.27,,,6275452.27,,,,,,,5462683.5,,476990.37,,,,335778.4,,0.0,,,,,,,,
103029403.0,West Allegheny SD,Allegheny,6028525.05,,1364030.55,4664494.5,,,119211.2,,,1244819.35,3634387.59,,1030106.91,,,,,,0.0,,,,,,,,
103029553.0,West Jefferson Hills SD,Allegheny,5540173.48,,42716.28,5497457.2,,,42716.28,,,,3130446.57,,426866.05,,1586450.04,,353694.54,,0.0,,,,,,,,
103029603.0,West Mifflin Area SD,Allegheny,4318966.56,,66113.56,4252853.0,,,66113.56,,,,2143071.77,,634288.45,371532.21,586109.92,,517850.65,,0.0,,,,,,,,
103029803.0,Wilkinsburg Borough SD,Allegheny,1641128.6900000002,,19293.12,1621835.57,,,19293.12,,,,1474361.94,,147473.63,,,,,,0.0,,,,,,,,
103029902.0,Woodland Hills SD,Allegheny,5692837.26,,,5692837.26,,,,,,,5180855.85,,511981.41,,,,,,0.0,,,,,,,,
128030603.0,Apollo-Ridge SD,Armstrong,955717.0499999999,,27504.48,928212.57,19132.99,,8371.49,,,,856144.55,,72068.02,,,,,,0.0,,,,,,,,
128030852.0,Armstrong SD,Armstrong,4299464.0,,,4299464.0,,,,,,,3810659.0,,488805.0,,,,,,0.0,,,,,,,,
128033053.0,Freeport Area SD,Armstrong,1836996.39,,17642.98,1819353.41,,,17642.98,,,,1632164.77,,187188.64,,,,,,0.0,,,,,,,,
128034503.0,Leechburg Area SD,Armstrong,601175.86,,4986.23,596189.63,,,4986.23,,,,550750.03,,45439.6,,,,,,0.0,,,,,,,,
127040503.0,Aliquippa SD,Beaver,790650.45,,10768.38,779882.07,,,10768.38,,,,640597.9,,77001.75,,,,62282.42,,0.0,,,,,,,,
127040703.0,Ambridge Area SD,Beaver,3362495.67,,69837.04,3292658.63,47163.46,,22673.58,,,,2796066.71,,299737.61,,,,196854.31,,0.0,,,,,,,,
127041203.0,Beaver Area SD,Beaver,2330462.35,,69473.99,2260988.36,33539.6,,35934.39,,,,1985728.26,,275260.1,,,,,,0.0,,,,,,,,
127041503.0,Big Beaver Falls Area SD,Beaver,1226974.0,,49831.0,1177143.0,20861.0,,22785.0,,6185.0,,941569.0,,134673.0,,,,100901.0,,0.0,,,,,,,,
127041603.0,Blackhawk SD,Beaver,2442668.0,,66783.0,2375885.0,28388.0,,38395.0,,,,2058716.0,,303327.0,13842.0,,,,,0.0,,,,,,,,
127042003.0,Central Valley SD,Beaver,3085623.94,,33696.18,3051927.76,,,33696.18,,,,2265756.42,,483057.26,,,,303114.08,,0.0,,,,,,,,
127042853.0,Freedom Area SD,Beaver,1303900.68,,10522.0,1293378.68,,,10522.0,,,,1166547.66,,126831.02,,,,,,0.0,,,,,,,,
127044103.0,Hopewell Area SD,Beaver,2657416.59,,19459.76,2637956.83,,,19459.76,,,,2273107.43,,268468.86,,,,96380.54,,0.0,,,,,,,,
127045303.0,Midland Borough SD,Beaver,195643.67,,6137.17,189506.5,,,6137.17,,,,182386.07,,7120.43,,,,,,0.0,,,,,,,,
127045653.0,New Brighton Area SD,Beaver,1149898.0,,31918.0,1117980.0,20313.0,,11605.0,,,,948621.0,,80361.0,,88998.0,,,,0.0,,,,,,,,
127045853.0,Riverside Beaver County SD,Beaver,1338522.6800000002,,34678.61,1303844.07,34678.61,,,,,,1209778.79,,94065.28,,,,,,0.0,,,,,,,,
127046903.0,Rochester Area SD,Beaver,773634.61,,43700.58,729934.03,22058.12,10462.93,11179.53,,,,567633.42,,59377.72,,5476.08,,97446.81,,0.0,,,,,,,,
127047404.0,South Side Area SD,Beaver,909230.0,,19447.0,889783.0,,,19447.0,,,,819592.0,,48647.0,,21544.0,,,,0.0,,,,,,,,
127049303.0,Western Beaver County SD,Beaver,632753.33,,,632753.33,,,,,,,568592.84,,64160.49,,,,,,0.0,,,,,,,,
108051003.0,Bedford Area SD,Bedford,3310956.31,1383085.0,137353.52,1790517.79,43311.3,,94042.22,,,,1477657.18,,312860.61,,,,,,0.0,,,,,,,,
108051503.0,Chestnut Ridge SD,Bedford,1179999.34,,30103.5,1149895.84,30103.5,,,,,,1059660.42,,90235.42,,,,,,0.0,,,,,,,,
108053003.0,Everett Area SD,Bedford,1817938.93,892246.96,59391.21,866300.76,24178.6,,35212.61,,,,731211.26,,135089.5,,,,,,0.0,,,,,,,,
108056004.0,Northern Bedford County SD,Bedford,760127.03,,54826.39,705300.64,9920.03,28480.97,16425.39,,,,599875.71,,97455.74,7969.19,,,,,0.0,,,,,,,,
108058003.0,Tussey Mountain SD,Bedford,660461.23,,26595.64,633865.59,15830.1,,10765.54,,,,565124.5,,68741.09,,,,,,0.0,,,,,,,,
114060503.0,Antietam SD,Berks,982766.09,,,982766.09,,,,,,,878306.89,,104459.2,,,,,,0.0,,,,,,,,
114060753.0,Boyertown Area SD,Berks,8482462.97,,207500.78,8274962.19,142997.7,,64503.08,,,,7153698.8,,1121263.39,,,,,,0.0,,,,,,,,
114060853.0,Brandywine Heights Area SD,Berks,1966108.56,,51853.32,1914255.24,33909.3,,17944.02,,,,1731746.47,,182508.77,,,,,,0.0,,,,,,,,
114061103.0,Conrad Weiser Area SD,Berks,2784866.46,,58890.4,2725976.06,58890.4,,,,,,2396927.67,,329048.39,,,,,,0.0,,,,,,,,
114061503.0,Daniel Boone Area SD,Berks,3893994.06,,53139.5,3840854.56,53139.5,,,,,,3110597.63,,730256.93,,,,,,0.0,,,,,,,,
114062003.0,Exeter Township SD,Berks,5170777.66,,157411.21,5013366.45,69321.9,,88089.31,,,,3867623.66,,554298.13,,,,591444.66,,0.0,,,,,,,,
114062503.0,Fleetwood Area SD,Berks,2702893.0,,60241.27,2642651.73,,,60241.27,,,,2213448.27,,389143.1,40060.36,,,,,0.0,,,,,,,,
114063003.0,Governor Mifflin SD,Berks,5458204.37,,253372.95,5204831.42,95271.7,104673.68,53427.57,,,,4580074.07,,624757.35,,,,,,0.0,,,,,,,,
114063503.0,Hamburg Area SD,Berks,2411453.8499999996,,52519.8,2358934.05,52519.8,,,,,,2109903.2,,249030.85,,,,,,0.0,,,,,,,,
114064003.0,Kutztown Area SD,Berks,1974818.56,,69000.3,1905818.26,33207.0,,35793.3,,,,1610991.65,,255695.64,39130.97,,,,,0.0,,,,,,,,
114065503.0,Muhlenberg SD,Berks,4557143.0,,79539.0,4477604.0,,,79539.0,,,,2883942.0,,619816.0,,0.0,,973846.0,,0.0,,,,,,,,
114066503.0,Oley Valley SD,Berks,2125259.0,,40136.5,2085122.5,40136.5,,,,,,1834753.07,,250369.43,,,,,,0.0,,,,,,,,
114067002.0,Reading SD,Berks,16902020.97,5087648.92,1071694.91,10742677.14,,,94762.27,976932.64,,,10175297.88,,567379.26,,,,,,0.0,,,,,,,,
114067503.0,Schuylkill Valley SD,Berks,2360353.89,,39613.5,2320740.39,39613.5,,,,,,1973483.49,,347256.9,,,,,,0.0,,,,,,,,
114068003.0,Tulpehocken Area SD,Berks,1999516.67,,35695.4,1963821.27,35695.4,,,,,,1520620.11,,443201.16,,,,,,0.0,,,,,,,,
114068103.0,Twin Valley SD,Berks,3879582.0,,,3879582.0,,,,,,,3347261.0,,532321.0,,,,,,0.0,,,,,,,,
114069103.0,Wilson  SD,Berks,9726701.18,,242350.35,9484350.83,121000.81,,121349.54,,,,5996233.65,,1214144.35,,2273972.83,,,,0.0,,,,,,,,
114069353.0,Wyomissing Area SD,Berks,3293408.42,,92267.69,3201140.73,27705.1,,64562.59,,,,2417590.28,,329539.9,,454010.55,,,,0.0,,,,,,,,
108070502.0,Altoona Area SD,Blair,9118191.93,,369124.45,8749067.48,123607.49,99171.9,146345.06,,,,5156560.21,,615708.19,10482.6,2027521.8,,938794.68,,0.0,,,,,,,,
108071003.0,Bellwood-Antis SD,Blair,958955.46,,54135.83,904819.63,14868.25,17712.01,20765.57,,790.0,,810433.74,,94385.89,,,,,,0.0,,,,,,,,
108071504.0,Claysburg-Kimmel SD,Blair,515219.47000000003,,36057.77,479161.7,18011.1,,18046.67,,,,452445.25,,26716.45,,,,,,0.0,,,,,,,,
108073503.0,Hollidaysburg Area SD,Blair,3952283.4699999997,,204605.86,3747677.61,91009.8,113596.06,,,,,3296542.29,,451135.32,,,,,,0.0,,,,,,,,
108077503.0,Spring Cove SD,Blair,1340808.05,,131037.0,1209771.05,19655.5,53030.0,58351.5,,,,1209771.05,,,,,,,,0.0,,,,,,,,
108078003.0,Tyrone Area SD,Blair,1423956.95,,,1423956.95,,,,,,,1423956.95,,,,,,,,0.0,,,,,,,,
108079004.0,Williamsburg Community SD,Blair,347506.29,,15405.57,332100.72,8054.75,,7350.82,,,,305312.77,,26787.95,,,,,,0.0,,,,,,,,
117080503.0,Athens Area SD,Bradford,2986332.17,,,2986332.17,,,,,,,2732235.04,,254097.13,,,,,,0.0,,,,,,,,
117081003.0,Canton Area SD,Bradford,617253.91,,12326.9,604927.01,12326.9,,,,,,470618.1,25835.4,108473.51,,,,,,0.0,,,,,,,,
117083004.0,Northeast Bradford SD,Bradford,700127.4500000001,,12339.65,687787.8,12339.65,,,,,,406437.33,236073.06,45277.41,,,,,,0.0,,,,,,,,
117086003.0,Sayre Area SD,Bradford,1508795.5,,,1508795.5,,,,,,,1440379.41,,68416.09,,,,,,0.0,,,,,,,,
117086503.0,Towanda Area SD,Bradford,1418160.49,,,1418160.49,,,,,,,1317448.63,,100711.86,,,,,,0.0,,,,,,,,
117086653.0,Troy Area SD,Bradford,1285621.38,,26606.7,1259014.68,26606.7,,,,,,758351.62,393813.6,106849.46,,,,,,0.0,,,,,,,,
117089003.0,Wyalusing Area SD,Bradford,1565443.35,,24180.8,1541262.55,24180.8,,,,,,1450023.91,,91238.64,,,,,,0.0,,,,,,,,
122091002.0,Bensalem Township SD,Bucks,6461414.890000001,,227349.48,6234065.41,,,218850.08,,4424.8,4074.6,,,2473910.86,,3760154.55,,,,0.0,,,,,,,,
122091303.0,Bristol Borough SD,Bucks,288659.33,,40328.63,248330.7,,,40328.63,,,,,,248330.7,,,,,,0.0,,,,,,,,
122091352.0,Bristol Township SD,Bucks,1799997.9700000002,,173322.89,1626675.08,83794.02,,89528.87,,,,,,1085733.11,,,,540941.97,,0.0,,,,,,,,
122092002.0,Centennial SD,Bucks,9115922.530000001,,103438.22,9012484.31,,,103438.22,,,,5268168.89,,1571615.25,,1376291.16,,796409.01,,0.0,,,,,,,,
122092102.0,Central Bucks SD,Bucks,29472237.97,,,29472237.97,,,,,,,24790985.83,,4681252.14,,,,,,0.0,,,,,,,,
122092353.0,Council Rock SD,Bucks,25787605.92,,140434.48,25647171.44,,,140434.48,,,,18398181.8,4244864.8,3004124.84,,,,,,0.0,,,,,,,,
122097203.0,Morrisville Borough SD,Bucks,168057.0,,,168057.0,,,,,,,,,168057.0,,,,,,0.0,,,,,,,,
122097502.0,Neshaminy SD,Bucks,5735241.77,,379904.02,5355337.75,198482.5,,181421.52,,,,,,1932109.97,555040.22,1589553.74,,1278633.82,,0.0,,,,,,,,
122097604.0,New Hope-Solebury SD,Bucks,5120192.85,,,5120192.85,,,,,,,4203126.55,,917066.3,,,,,,0.0,,,,,,,,
122098003.0,Palisades SD,Bucks,2945272.79,,,2945272.79,,,,,,,2421498.36,,494360.76,29413.67,,,,,0.0,,,,,,,,
122098103.0,Pennridge SD,Bucks,17293450.0,,93010.0,17200440.0,,,93010.0,,,,15607674.0,,1592766.0,,,,,,0.0,,,,,,,,
122098202.0,Pennsbury SD,Bucks,3078386.32,,,3078386.32,,,,,,,,,3078386.32,,,,,,0.0,,,,,,,,
122098403.0,Quakertown Community SD,Bucks,11130607.06,,,11130607.06,,,,,,,10048141.84,,1082465.22,,,,,,0.0,,,,,,,,
104101252.0,Butler Area SD,Butler,6790213.59,,275007.96,6515205.63,145316.64,,129691.32,,,,5699882.9,,815322.73,,,,,,0.0,,,,,,,,
104103603.0,Karns City Area SD,Butler,1071887.8499999999,,24749.4,1047138.45,14664.1,,10085.3,,,,944507.15,,102631.3,,,,,,0.0,,,,,,,,
104105003.0,Mars Area SD,Butler,6242033.470000001,,71377.73,6170655.74,,,71377.73,,,,4929484.64,,1241171.1,,,,,,0.0,,,,,,,,
104105353.0,Moniteau SD,Butler,1015313.6599999999,,57935.7,957377.96,26697.9,,31237.8,,,,897318.37,,60059.59,,,,,,0.0,,,,,,,,
104107903.0,Seneca Valley SD,Butler,12274716.629999999,,143717.52,12130999.11,,,,,,143717.52,9938335.86,,2192663.25,,,,,,0.0,,,,,,,,
104107503.0,Slippery Rock Area SD,Butler,2244916.0,,42402.0,2202514.0,42402.0,,,,,,1865970.0,,336544.0,,,,,,0.0,,,,,,,,
104107803.0,South Butler County SD,Butler,2891776.8,,90923.79,2800853.01,55317.2,,35606.59,,,,2320407.05,,480445.96,,,,,,0.0,,,,,,,,
108110603.0,Blacklick Valley SD,Cambria,424775.67000000004,,22662.27,402113.4,10318.42,,12343.85,,,,389015.37,,13098.03,,,,,,0.0,,,,,,,,
108111203.0,Cambria Heights SD,Cambria,989452.63,,26459.15,962993.48,26459.15,,,,,,906991.13,,56002.35,,,,,,0.0,,,,,,,,
108111303.0,Central Cambria SD,Cambria,1529150.28,,70780.09,1458370.19,32791.16,,37988.93,,,,1316436.87,,141933.32,,,,,,0.0,,,,,,,,
108111403.0,Conemaugh Valley SD,Cambria,569278.93,,3089.05,566189.88,,,3089.05,,,,535689.14,,30500.74,,,,,,0.0,,,,,,,,
108112003.0,Ferndale Area SD,Cambria,401675.77999999997,,11225.22,390450.56,11225.22,,,,,,372125.93,,18324.63,,,,,,0.0,,,,,,,,
108112203.0,Forest Hills SD,Cambria,1330955.91,,41929.96,1289025.95,21611.85,20318.11,,,,,1230951.34,,58074.61,,,,,,0.0,,,,,,,,
108112502.0,Greater Johnstown SD,Cambria,4809561.82,,1781274.09,3028287.73,36050.98,26160.67,22255.7,1696806.74,,,1226377.26,,113440.61,,,,1688469.86,,0.0,,,,,,,,
108114503.0,Northern Cambria SD,Cambria,721263.61,,27513.27,693750.34,19143.7,,8369.57,,,,664891.76,,28858.58,,,,,,0.0,,,,,,,,
108116003.0,Penn Cambria SD,Cambria,1373264.03,,72635.06,1300628.97,34315.6,20556.9,17762.56,,,,1232305.1,,68323.87,,,,,,0.0,,,,,,,,
108116303.0,Portage Area SD,Cambria,569684.57,,16026.62,553657.95,5214.6,4629.0,6183.02,,,,516113.67,,37544.28,,,,,,0.0,,,,,,,,
108116503.0,Richland SD,Cambria,2396631.03,,96798.67,2299832.36,28091.4,,68707.27,,,,1577977.5,,233542.62,,,,488312.24,,0.0,,,,,,,,
108118503.0,Westmont Hilltop SD,Cambria,1748131.6,,30160.6,1717971.0,30160.6,,,,,,1619383.93,,98587.07,,,,,,0.0,,,,,,,,
109122703.0,Cameron County SD,Cameron,354614.1,,10875.8,343738.3,10875.8,,,,,,306171.11,,37567.19,,,,,,0.0,,,,,,,,
121135003.0,Jim Thorpe Area SD,Carbon,2007214.71,,59262.22,1947952.49,28805.6,,30080.89,,375.73,,1429367.47,,410209.83,108375.19,,,,,0.0,,,,,,,,
121135503.0,Lehighton Area SD,Carbon,2743192.44,,46212.15,2696980.29,46212.15,,,,,,1716126.97,768481.5,212371.82,,,,,,0.0,,,,,,,,
121136503.0,Palmerton Area SD,Carbon,1760574.01,,54305.07,1706268.94,34769.1,,19535.97,,,,1505379.93,,200889.01,,,,,,0.0,,,,,,,,
121136603.0,Panther Valley SD,Carbon,1405546.3499999999,,38698.95,1366847.4,24226.6,,14472.35,,,,945567.93,367707.5,53571.97,,,,,,0.0,,,,,,,,
121139004.0,Weatherly Area SD,Carbon,553712.09,,16058.47,537653.62,10692.7,,,,5365.77,,470401.65,,58511.01,8740.96,,,,,0.0,,,,,,,,
110141003.0,Bald Eagle Area SD,Centre,5353199.92,2518319.44,62383.3,2772497.18,37041.5,,25341.8,,,,2644287.03,,128210.15,,,,,,0.0,,,,,,,,
110141103.0,Bellefonte Area SD,Centre,6474825.19,,58915.03,6415910.16,,,58915.03,,,,5852005.34,,563904.82,,,,,,0.0,,,,,,,,
110147003.0,Penns Valley Area SD,Centre,3379846.96,,,3379846.96,,,,,,,3203742.45,,176104.51,,,,,,0.0,,,,,,,,
110148002.0,State College Area SD,Centre,20146542.7,,393702.99,19752839.71,,,393702.99,,,,17139904.78,,2612934.93,,,,,,0.0,,,,,,,,
124150503.0,Avon Grove SD,Chester,840094.12,,,840094.12,,,,,,,,,840094.12,,,,,,0.0,,,,,,,,
124151902.0,Coatesville Area SD,Chester,9901808.420000002,,79388.21,9822420.21,,,79388.21,,,,8312997.25,,1509422.96,,,,,,0.0,,,,,,,,
124152003.0,Downingtown Area SD,Chester,19610574.11,,232778.77,19377795.34,,,232778.77,,,,16440767.86,,2937027.48,,,,,,0.0,,,,,,,,
124153503.0,Great Valley SD,Chester,3204549.4,,,3204549.4,,,,,,,,,3204549.4,,,,,,0.0,,,,,,,,
124154003.0,Kennett Consolidated SD,Chester,5722477.77,,,5722477.77,,,,,,,4619000.32,,1103477.45,,,,,,0.0,,,,,,,,
124156503.0,Octorara Area SD,Chester,2680389.38,,,2680389.38,,,,,,,2206082.7,,474306.68,,,,,,0.0,,,,,,,,
124156603.0,Owen J Roberts SD,Chester,8390021.69,,,8390021.69,,,,,,,6807255.79,,1356354.26,,,,226411.64,,0.0,,,,,,,,
124156703.0,Oxford Area SD,Chester,3069138.45,,,3069138.45,,,,,,,2634865.06,,434273.39,,,,,,0.0,,,,,,,,
124157203.0,Phoenixville Area SD,Chester,8945517.85,,62553.37,8882964.48,62553.37,,,,,,6470111.08,1317000.06,1095853.34,,,,,,0.0,,,,,,,,
124157802.0,Tredyffrin-Easttown SD,Chester,3482307.0,,,3482307.0,,,,,,,,,3458333.0,23974.0,,,,,0.0,,,,,,,,
124158503.0,Unionville-Chadds Ford SD,Chester,1147390.47,,,1147390.47,,,,,,,,,1147390.47,,,,,,0.0,,,,,,,,
124159002.0,West Chester Area SD,Chester,27451544.2,,,27451544.2,,,,,,,21336520.26,,6115023.94,,,,,,0.0,,,,,,,,
106160303.0,Allegheny-Clarion Valley SD,Clarion,566610.5700000001,,13831.3,552779.27,13831.3,,,,,,500389.49,,52389.78,,,,,,0.0,,,,,,,,
106161203.0,Clarion Area SD,Clarion,890212.74,,50658.88,839553.86,11303.7,,39355.18,,,,650244.72,102821.32,86487.82,,,,,,0.0,,,,,,,,
106161703.0,Clarion-Limestone Area SD,Clarion,742112.2899999999,,35219.96,706892.33,16264.85,,18955.11,,,,623356.23,,83536.1,,,,,,0.0,,,,,,,,
106166503.0,Keystone  SD,Clarion,883211.18,,17659.25,865551.93,17659.25,,,,,,634332.56,175759.27,55460.1,,,,,,0.0,,,,,,,,
106167504.0,North Clarion County SD,Clarion,547713.3300000001,,11058.55,536654.78,11058.55,,,,,,413596.95,65505.06,57552.77,,,,,,0.0,,,,,,,,
106168003.0,Redbank Valley SD,Clarion,795967.78,,51260.0,744707.78,29040.0,22220.0,,,,,693892.74,,50815.04,,,,,,0.0,,,,,,,,
106169003.0,Union SD,Clarion,448875.96,,14946.53,433929.43,9216.35,,5730.18,,,,312360.6,86118.71,35450.12,,,,,,0.0,,,,,,,,
110171003.0,Clearfield Area SD,Clearfield,1732937.95,,48459.99,1684477.96,,,48459.99,,,,1547483.16,,136994.8,,,,,,0.0,,,,,,,,
