Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,All Fund Types,Unnamed: 5,Governmental Fund Types -- Debt Outstanding at Beginning of Fiscal Year,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Governmental Fund Types -- Additional Debt During Year,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Governmental Fund Types -- Retirements and Repayments,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Governmental Fund Types -- Debt Outstanding at End of Fiscal Year,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Proprietary Fund Types -- Debt Outstanding at Beginning of Fiscal Year,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Proprietary Fund Types -- Additional Debt During Year,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Proprietary Fund Types -- Retirements and Repayments,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Proprietary Fund Types -- Debt Outstanding at End of Fiscal Year,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69
1.0,103021252,Bethel Park SD,Allegheny,240652953.56,263120339.81,,68420000,,364302.56,30120986,4161165,137586500,240652953.56,,39185000,,970136.1,4939992,1118832,11920000,58133960.1,,3765000,,415223.85,1072952,894898,29518500,35666573.85,,103840000,,919214.81,33988026,4385099,119988000,263120339.81,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103021453,Brentwood Borough SD,Allegheny,56069108,49287102.980000004,,16930000,,260049,3805549,606510,34353259,55955367,,0,,213782.26,170000,76695,0,460477.26,,1715000,,274972.28,0,17510,5208955,7216437.28,,15215000,,198858.98,3975549,665695,29144304,49199406.980000004,,,,,,,113741,113741,,,,,,,0,0,,,,,,,26045,26045,,,,,,,87696,87696
1.0,103021603,Carlynton SD,Allegheny,54640526,47158980,,4295000,,235914,8320898,177763,41610951,54640526,,0,,0,204702,0,0,204702,,195000,,85053,0,22536,7383659,7686248,,4100000,,150861,8525600,155227,34227292,47158980,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103021752,Chartiers Valley SD,Allegheny,213991862,210722193,,82010000,,2247463,15489662,3407737,110837000,213991862,,16830000,,0,494250,0,0,17324250,,2150000,,473485,0,209434,17761000,20593919,,96690000,,1773978,15983912,3198303,93076000,210722193,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103021903,Clairton City SD,Allegheny,24960467.19,20678454.69,,,,2176643.19,165412,165412,22453000,24960467.19,,,,0,0,4962,0,4962,,,,156674.5,70300,0,4060000,4286974.5,,,,2019968.69,95112,170374,18393000,20678454.69,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103022103,Cornell SD,Allegheny,31467040,28082576,0,4551065,,816357,5039032,380586,20680000,31467040,1500000,0,,52500,460086,13232,0,2025818,1500000,609437,,439845,0,0,2861000,5410282,0,3941628,,429012,5499118,393818,17819000,28082576,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103022253,Deer Lakes SD,Allegheny,121260857,111617025,,49595000,,1346530,12401428,782177,55529115,119654250,,0,,159306,3005779,16016,0,3181101,,2365000,,367139,0,0,9843066,12575205,,47230000,,1138697,15407207,798193,45686049,110260146,,,,,67722,,1538885,1606607,,,,,6206,,0,6206,,,,,0,,255934,255934,,,,,73928,,1282951,1356879
1.0,103022503,Duquesne City SD,Allegheny,30825005,25499449,,11661670,,804251,1650521,213563,16495000,30825005,,0,,0,0,0,0,0,,680833,,86386,167349,7988,4383000,5325556,,10980837,,717865,1483172,205575,12112000,25499449,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103022803,East Allegheny SD,Allegheny,74086254,67116089,,26354787,,2809773,4314887,396625,39772593,73648665,,0,,0,554164,0,0,554164,,778082,,631968,0,18472,6343944,7772466,,25576705,,2177805,4869051,378153,33428649,66430363,,,,,37375,,400214,437589,,,,,0,,248137,248137,,,,,0,,0,0,,,,,37375,,648351,685726
1.0,103023153,Elizabeth Forward SD,Allegheny,93227897.1,83882953.85,,22925183.1,,367047,5983846,925821,63026000,93227897.1,,12055000,,0,395344,16677,0,12467021,,12325917.25,,367047,0,0,9119000,21811964.25,,22654265.85,,0,6379190,942498,53907000,83882953.85,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103023912,Fox Chapel Area SD,Allegheny,261209265,225315865,,64205000,,3885518,21835045,4530735,164872202,259328500,,0,,0,404768,23700,0,428468,,1875000,,908087,784871,55142,32400448,36023548,,62330000,,2977431,21454942,4499293,132471754,223733420,,,,,78967,,1801798,1880765,,,,,7232,,0,7232,,,,,0,,305552,305552,,,,,86199,,1496246,1582445
1.0,103024102,Gateway SD,Allegheny,210659097.47,188402676.46,,80720000,,,12458266.03,2121667.47,113062141.64,208362075.14,,0,,,557734.03,690073.49,0,1247807.52,,3005000,,,0,0,20180262.78,23185262.78,,77715000,,,13016000.06,2811740.96,92881878.86,186424619.88,,,,,40433.97,49730,2206858.36,2297022.33,,,,,22363.97,0,0,22363.97,,,,,0,11592.5,329737.22,341329.72,,,,,62797.94,38137.5,1877121.14,1978056.5799999998
1.0,103024603,Hampton Township SD,Allegheny,144424813,141404343,,50462165,,915141,4858045,911589,86663296,143810236,,46905000,,280960,571392,53033,0,47810385,,39465000,,189028,1435,0,11008235,50663698,,57902165,,1007073,5428002,964622,75655061,140956923,,,,,25873,,588704,614577,,,,,0,,0,0,,,,,1392,,165765,167157,,,,,24481,,422939,447420
1.0,103024753,Highlands SD,Allegheny,94312808,81046138,,18540000,,59198,10198909,804082,63293329,92895518,,0,,261911,820292,0,0,1082203,,2265000,,95611,0,263672,11482691,14106974,,16275000,,225498,11019201,540410,51810638,79870747,,,,,59619,,1357671,1417290,,,,,4410,,0,4410,,,,,0,,246309,246309,,,,,64029,,1111362,1175391
1.0,103025002,Keystone Oaks SD,Allegheny,73580508.75,57024358,,7565000,,141831,4937009,618668.75,60318000,73580508.75,,0,,0,341372,101892.25,0,443264.25,,3925000,,119958,197892,146565,12610000,16999415,,3640000,,21873,5080489,573996,47708000,57024358,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103026002,McKeesport Area SD,Allegheny,206267470,186761339,,107232626,,601645,10697160,1462677,83772852,203766960,,58770000,,0,333773,229566,0,59333339,,63770529,,122168,0,0,14161447,78054144,,102232097,,479477,11030933,1692243,69611405,185046155,,,,,105362,,2395148,2500510,,,,,0,,0,0,,,,,11773,,773553,785326,,,,,93589,,1621595,1715184
1.0,103026303,Montour SD,Allegheny,264651043.4,250405149.25,,134747116.4,,2349900,27496277,1382750,98675000,264651043.4,,0,,480000,2310136,0,5915000,8705136,,1285847.15,,165454,750319,38410,20711000,22951030.15,,133461269.25,,2664446,29056094,1344340,83879000,250405149.25,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103026343,Moon Area SD,Allegheny,287553027,268354133,,139810000,,,31006467,1814938,112714535,285345940,,0,,,1523602,53004,0,1576606,,4535000,,,0,0,16020040,20555040,,135275000,,,32530069,1867942,96694495,266367506,,,,,472182,18440,1716465,2207087,,,,,23200,300,0,23500,,,,,0,0,243960,243960,,,,,495382,18740,1472505,1986627
1.0,103026402,Mt Lebanon SD,Allegheny,328720147,299868453,,128480000,,,25189626,2248519,170188011,326106156,,0,,,4982651,39276,0,5021927,,6895000,,,511699,208202,25854514,33469415,,121585000,,,29660578,2079593,144333497,297658668,,,,,,22295,2591696,2613991,,,,,,0,0,0,,,,,,10482,393724,404206,,,,,,11813,2197972,2209785
1.0,103026852,North Allegheny SD,Allegheny,475332696.08,428581496.26,,101500000,,58273669.08,44155847,3297180,268106000,475332696.08,,0,,3303760.66,2081198,504754,0,5889712.66,,425000,,12261912.48,0,0,39954000,52640912.480000004,,101075000,,49315517.26,46237045,3801934,228152000,428581496.26,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103026902,North Hills SD,Allegheny,182965505,157939931,,39134709,,2308312,11139705,2093455,125425131,180101312,,0,,0,799376,150393,0,949769,,3694709,,393885,0,0,20978829,25067423,,35440000,,1914427,11939081,2243848,104446302,155983658,,,,,120324,,2743869,2864193,,,,,0,,0,0,,,,,13749,,894171,907920,,,,,106575,,1849698,1956273
1.0,103026873,Northgate SD,Allegheny,48374503.5,43462684.5,,2738716,,,9380860,14927.5,36240000,48374503.5,,0,,,1174834,5237.5,0,1180071.5,,116196,,,194982,4712.5,5776000,6091890.5,,2622520,,,10360712,15452.5,30464000,43462684.5,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103027352,Penn Hills SD,Allegheny,270199967.7,269850758.35,,159190000,,1283398.7,15640780,2627549,88597860,267339587.7,,24995000,,0,0,0,0,24995000,,24980000,,147699.35,0,0,0,25127699.35,,159205000,,1135699.35,15640780,2627549,88597860,267206888.35,,,,,120240,,2740140,2860380,,,,,0,,0,0,,,,,13560,,202950,216510,,,,,106680,,2537190,2643870
1.0,103021003,Pine-Richland SD,Allegheny,235687100,214633835,,106550000,,877113,5365831,1274156,121620000,235687100,,5885000,,0,762000,62498,0,6709498,,11600000,,275932,28831,0,15858000,27762763,,100835000,,601181,6099000,1336654,105762000,214633835,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,102027451,Pittsburgh SD,Allegheny,1590376486,1384052226,,287585065,10818823,3808824,220572903,18799871,1048791000,1590376486,,48114000,0,4701267,2128000,14204097,0,69147364,,39782394,1352353,2457859,1646156,14810862,215422000,275471624,,295916671,9466470,6052232,221054747,18193106,833369000,1384052226,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103027503,Plum Borough SD,Allegheny,227550312,205322317,,108015000,,344651,19873378,1127605,96022000,225382634,,0,,0,1006403,266965,0,1273368,,4500000,,215807,0,274752,18127000,23117559,,103515000,,128844,20879781,1119818,77895000,203538443,,,,,91000,14678,2062000,2167678,,,,,6096,0,0,6096,,,,,0,900,389000,389900,,,,,97096,13778,1673000,1783874
1.0,103027753,Quaker Valley SD,Allegheny,141886897.67000002,128528652.2,,54693450,,696577.67,12973647,1289223,72234000,141886897.67000002,,0,,0,984490,30303,0,1014793,,3295324,,100714.47,0,0,10977000,14373038.47,,51398126,,595863.2,13958137,1319526,61257000,128528652.2,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103028203,Riverview SD,Allegheny,60708269,55350047,,23545000,,242737,4582152,37380,32301000,60708269,,0,,0,284161,10520,0,294681,,880000,,58183,0,3720,4711000,5652903,,22665000,,184554,4866313,44180,27590000,55350047,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103028302,Shaler Area SD,Allegheny,229292248,209992685,,84515471,,221288,13259092,960397,130336000,229292248,,22783342,,0,923788,42623,0,23749753,,20575848,,157468,0,0,22316000,43049316,,86722965,,63820,14182880,1003020,108020000,209992685,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103028653,South Allegheny SD,Allegheny,62836935,54913570,,26220579,,0,1394431,409925,34812000,62836935,,0,,151101,84554,0,0,235655,,663439,,27581,0,0,7468000,8159020,,25557140,,123520,1478985,409925,27344000,54913570,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103028703,South Fayette Township SD,Allegheny,187381849,166695216,80000,80292936,,2453520,8020733,813660,93333309,184994158,0,15148000,,926968,2746529,0,0,18821497,0,19233133,,959787,0,42210,18487594,38722724,80000,76207803,,2420701,10767262,771450,74845715,165092931,,,,,,,2387691,2387691,,,,,,,0,0,,,,,,,785406,785406,,,,,,,1602285,1602285
1.0,103028753,South Park SD,Allegheny,107699397,107582809,32081,59255000,,198000,2302954,82019,44942022,106812076,0,19750000,,49500,63404,11924,0,19874828,15811,11720000,,115500,0,0,7778289,19629600,16270,67285000,,132000,2366358,93943,37163733,107057304,,,,,37343,,849978,887321,,,,,2895,,0,2895,,,,,0,,364711,364711,,,,,40238,,485267,525505
1.0,103028833,Steel Valley SD,Allegheny,70715029.55,64222807,,18317534.55,,,3223760,968735,48205000,70715029.55,,0,,,419123,0,0,419123,,503909.55,,,0,39436,6368000,6911345.55,,17813625,,,3642883,929299,41837000,64222807,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103028853,Sto-Rox SD,Allegheny,44380425.14,44961002.17,,10550000,,119505.33,4505018,172201.81,28276950,43623675.14,,0,,0,480000,12420,1600000,2092420,,1495000,,62399.16,0,22021.81,0,1579420.97,,9055000,,57106.17,4985018,162600,29876950,44136674.17,,,,,31700,,725050,756750,,,,,1000,,66578,67578,,,,,0,,0,0,,,,,32700,,791628,824328
1.0,103029203,Upper St. Clair SD,Allegheny,289534231.55999994,273030650.47,,131440000,,2885713.66,19185564,1941940,134029000,289482217.65999997,,33065000,,2862108.68,3155831,5329,0,39088268.68,,36490000,,1493138,0,0,17592000,55575138,,128015000,,4254684.34,22341395,1947269,116437000,272995348.34000003,,,,52013.9,,,,52013.9,,,,0,,,,0,,,,16711.77,,,,16711.77,,,,35302.13,,,,35302.13
1.0,103029403,West Allegheny SD,Allegheny,176679052.93,156823488.41000003,,70045000,,689977.93,12135049,968621,91838340,175676987.93,,0,,39000,645383,0,0,684383,,6005000,,145852.47,0,455.05,14245110,20396417.52,,64040000,,583125.46,12780432,968165.95,77593230,155964953.41000003,,,,,40790,33615,927660,1002065,,,,,4560,0,0,4560,,,,,0,4200,143890,148090,,,,,45350,29415,783770,858535
1.0,103029553,West Jefferson Hills SD,Allegheny,192659145,184693351.06,,109005000,,229948,4866667,1052831,75873289,191027735,,0,,358463.68,3753709,6828,0,4119000.68,,2885000,,211667.62,0,46532,8132269,11275468.620000001,,106120000,,376744.06,8620376,1013127,67741020,183871267.06,,,,,67568,33131,1530711,1631410,,,,,0,4010,0,4010,,,,,24605,0,788731,813336,,,,,42963,37141,741980,822084
1.0,103029603,West Mifflin Area SD,Allegheny,169454223,154820665,,85970000,,4691361,3529990,1502872,73760000,169454223,,0,,0,428560,0,0,428560,,3700000,,70505,0,19613,11272000,15062118,,82270000,,4620856,3958550,1483259,62488000,154820665,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103029803,Wilkinsburg Borough SD,Allegheny,47103365,43455504,,20960000,,,2069750,94615,23979000,47103365,,0,,,226808,1028,0,227836,,655000,,,0,16697,3204000,3875697,,20305000,,,2296558,78946,20775000,43455504,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,103029902,Woodland Hills SD,Allegheny,227197137.9,207378842.9,,110840000,,,17500995,82676.9,98773466,227197137.9,,0,,,325171,0,0,325171,,4715000,,,0,0,15428466,20143466,,106125000,,,17826166,82676.9,83345000,207378842.9,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,128030603,Apollo-Ridge SD,Armstrong,46895452.74,44852128.5,,10925000,,,5177250,379157.74,29182450,45663857.74,,0,,,0,0,0,0,,1435000,,,168400,50324.24,388970,2042694.24,,9490000,,,5008850,328833.5,28793480,43621163.5,,,,289295,39750,,902550,1231595,,,,0,11400,,0,11400,,,,0,0,,12030,12030,,,,289295,51150,,890520,1230965
1.0,128030852,Armstrong SD,Armstrong,290137231,265207931,,123140000,,862322,24901550,879909,136296997,286080778,,0,,0,723671,112922,0,836593,,3625000,,118222,1240000,0,19988946,24972168,,119515000,,744100,24385221,992831,116308051,261945203,,,,,170450,,3886003,4056453,,,,,7329,,0,7329,,,,,0,,801054,801054,,,,,177779,,3084949,3262728
1.0,128033053,Freeport Area SD,Armstrong,88709126.63,80927525.74000001,,33340000,,0,5582162,1687784.63,47095860,87705806.63,,0,,139073.53,2586231,283674.58,0,3008979.11,,2275000,,0,0,0,8348620,10623620,,31065000,,139073.53,8168393,1971459.21,38747240,80091165.74000001,,,,,42180,,961140,1003320,,,,,3420,,0,3420,,,,,0,,170380,170380,,,,,45600,,790760,836360
1.0,128034503,Leechburg Area SD,Armstrong,34950136.03,29973839.43,,7975000,,130496.03,4332900,324640,21493260,34256296.03,,0,,0,62080,0,0,62080,,340000,,28996.6,274000,222300,4049750,4915046.6,,7635000,,101499.43,4120980,102340,17443510,29403329.43,,,,,29100,,664740,693840,,,,,1920,,0,1920,,,,,0,,125250,125250,,,,,31020,,539490,570510
1.0,127040503,Aliquippa SD,Beaver,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,127040703,Ambridge Area SD,Beaver,124344029,107655012,,61365000,,459641,3716676,571785,56415139,122528241,,0,,417268,61486,0,0,478754,,3945000,,219526,69690,152069,12395134,16781419,,57420000,,657383,3708472,419716,44020005,106225576,,,,76237,,3690,1735861,1815788,,,,1514,,0,0,1514,,,,0,,0,387866,387866,,,,77751,,3690,1347995,1429436
1.0,127041203,Beaver Area SD,Beaver,91322692,90437874,,41047000,,132650,4291000,306042,45546000,91322692,,9175000,,0,192000,13319,0,9380319,,2377000,,123137,238000,0,7527000,10265137,,47845000,,9513,4245000,319361,38019000,90437874,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,127041503,Big Beaver Falls Area SD,Beaver,59569695.84,52130898,,12661000,,30768.34,3697000,180317.5,41711067.17,58280153.010000005,,0,,155026.02,110000,7495,0,272521.02,,1264200,,40248.83,0,0,6108772,7413220.83,,11396800,,145545.53,3807000,187812.5,35602295.17,51139453.2,,,,,,14610,1274932.83,1289542.83,,,,,,0,0,0,,,,,,2870,295228.03,298098.03,,,,,,11740,979704.8,991444.8
1.0,127041603,Blackhawk SD,Beaver,100491089,89300987,144000,39295000,,,5263777,756010,53577225,99036012,4800,0,,,585999,0,3697200,4287999,3400,2055000,,,1247365,197619,11760450,15263834,145400,37240000,,,4602411,558391,45513975,88060177,14400,,,,60175,6727,1373775,1455077,7200,,,,3600,6448,94800,112048,14400,,,,9975,390,301550,326315,7200,,,,53800,12785,1167025,1240810
1.0,127042003,Central Valley SD,Beaver,100203990,105212133,,44045000,,,1693633,445457,54019900,100203990,,24525000,,,167923,372000,2501495,27566418,,11110000,,,72600,188880,11186795,22558275,,57460000,,,1788956,628577,45334600,105212133,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,127042853,Freedom Area SD,Beaver,48208855,40925356,,10135000,,100678,5494360,133521,31291358,47154917,,0,,0,92016,6293,0,98309,,435000,,20118,0,0,6708173,7163291,,9700000,,80560,5586376,139814,24583185,40089935,,,,,44295,,1009643,1053938,,,,,1310,,0,1310,,,,,0,,219827,219827,,,,,45605,,789816,835421
1.0,127044103,Hopewell Area SD,Beaver,82496308,70125488,,10961636,,816455,3308197,150020,65944089,81180397,,0,,0,161043,0,0,161043,,1049905,,207048,0,15910,11087903,12360766,,9911731,,609407,3469240,134110,54856186,68980674,,,,,,,1315911,1315911,,,,,,,0,0,,,,,,,171097,171097,,,,,,,1144814,1144814
1.0,127045303,Midland Borough SD,Beaver,9975582.1,9840582.1,,2835000.1,,,1047332,37250,6056000,9975582.1,,0,,,0,0,0,0,,135000,,,0,0,0,135000,,2700000.1,,,1047332,37250,6056000,9840582.1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,127045653,New Brighton Area SD,Beaver,41686522.03,35004008.63,,2235000,,1744730.03,1598742,164050,35944000,41686522.03,,0,,0,57524,21062.5,0,78586.5,,130000,,166099.9,0,0,6465000,6761099.9,,2105000,,1578630.13,1656266,185112.5,29479000,35004008.63,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0
1.0,127045853,Riverside Beaver County SD,Beaver,51415711.71,43476112.28,,11360000,,14376.34,3277784,228551,35731723,50612434.34,,0,,136134.13,104964,0,0,241098.13,,1400000,,50706.91,0,1990,6607676,8060372.91,,9960000,,99803.56,3382748,226561,29124047,42793159.56,,,,,,,803277.37,803277.37,,,,,,,0,0,,,,,,,120324.65,120324.65,,,,,,,682952.72,682952.72
1.0,127046903,Rochester Area SD,Beaver,37504940.9,33631573.49,,12305000,,88400.87,1008171,384029,23026381,36811981.87,,0,,0,157211,0,0,157211,,1030000,,43678.47,0,47718,2783330,3904726.4699999997,,11275000,,44722.4,1165382,336311,20243051,33064466.4,,,,,28828.6,6510.96,657619.47,692959.03,,,,,1789,0,0,1789,,,,,0,1970.19,125670.75,127640.94,,,,,30617.6,4540.77,531948.72,567107.09
1.0,127047404,South Side Area SD,Beaver,50179854.8,44042124.57,,8435000,,,5559000,370135,35134868,49499003,,0,,,28000,0,0,28000,,1160000,,,0,73245,4810921,6044166,,7275000,,,5587000,296890,30323947,43482837,,,,,,18720,662131.8,680851.8,,,,,,0,0,0,,,,,,10485,111079.23,121564.23,,,,,,8235,551052.57,559287.57
1.0,127049303,Western Beaver County SD,Beaver,25754342,22152640,,4010000,,64138,1197132,119863,19725920,25117053,,0,,0,449081,5902,0,454983,,390000,,19952,0,311,3636530,4046793,,3620000,,44186,1646213,125454,16089390,21525243,,,,,26850,359,610080,637289,,,,,1890,0,0,1890,,,,,0,312,11470,11782,,,,,28740,47,598610,627397
