AUN,School District,County,"Total Act 1, 511 and First Class SD Taxes (6130, 6140, 6150, 6160)","Act 1 Earned Income
6131","Total Act 511 Flat
6140","Total Act 511 Proportional
6150","Per Capita
6141","Occupation
Flat 6142","Local Services / Occupational Privilege
6143","Business Privilege Flat
6145","Mechanical Device Flat
6146","Other Flat Rate Assessments
6149","Act 511 Earned Income
6151","Occupation Millage
6152","Real Estate Transfer
6153","Amusement
6154","Business Privilege Proportional
6155","Mechanical Device Percentage
6156","Mercantile
6157","Other Proportional Assessments
6159","Total Non-Real Estate First Class SD Only
6160","1st Class Earned Income
6161","Liquor Sales
6162","Cigarette Tax
6163","Sales and
Use Tax
6164",General Business Taxes 6165,"Business Use & Occupancy
6166","Non-Business Income
6167","Real Estate Transfer
6168"
108566303.0,Rockwood Area SD,Somerset,921345.81,,,921345.81,,,,,,,587997.17,,333348.64,,,,,,0.0,,,,,,,,
108567004.0,Salisbury-Elk Lick SD,Somerset,258183.84999999998,,6561.52,251622.33,6561.52,,,,,,220737.83,,30884.5,,,,,,0.0,,,,,,,,
108567204.0,Shade-Central City SD,Somerset,333797.92000000004,,1935.28,331862.64,,,1935.28,,,,306006.4,,25856.24,,,,,,0.0,,,,,,,,
108567404.0,Shanksville-Stonycreek SD,Somerset,490217.36,,6375.43,483841.93,6375.43,,,,,,302942.47,,180899.46,,,,,,0.0,,,,,,,,
108567703.0,Somerset Area SD,Somerset,2763863.23,,163285.7,2600577.53,34200.44,65554.42,63530.84,,,,1712727.14,,462110.04,,145067.45,,280672.9,,0.0,,,,,,,,
108568404.0,Turkeyfoot Valley Area SD,Somerset,266136.14,,,266136.14,,,,,,,198000.0,,68136.14,,,,,,0.0,,,,,,,,
108569103.0,Windber Area SD,Somerset,937250.22,,11832.32,925417.9,,,11832.32,,,,846323.92,,79093.98,,,,,,0.0,,,,,,,,
117576303.0,Sullivan County SD,Sullivan,743736.0,,,743736.0,,,,,,,505313.12,,238422.88,,,,,,0.0,,,,,,,,
119581003.0,Blue Ridge SD,Susquehanna,122432.29,,,122432.29,,,,,,,,,122432.29,,,,,,0.0,,,,,,,,
119582503.0,Elk Lake SD,Susquehanna,806155.5700000001,,13265.9,792889.67,13265.9,,,,,,677732.13,,115157.54,,,,,,0.0,,,,,,,,
119583003.0,Forest City Regional SD,Susquehanna,744991.0,,9061.0,735930.0,9061.0,,,,,,544084.0,,191846.0,,,,,,0.0,,,,,,,,
119584503.0,Montrose Area SD,Susquehanna,246134.72,,,246134.72,,,,,,,,,246134.72,,,,,,0.0,,,,,,,,
119584603.0,Mountain View SD,Susquehanna,1037805.01,,11906.0,1025899.01,11906.0,,,,,,803725.27,72010.6,150163.14,,,,,,0.0,,,,,,,,
119586503.0,Susquehanna Community SD,Susquehanna,96108.04,,,96108.04,,,,,,,,,96108.04,,,,,,0.0,,,,,,,,
117596003.0,Northern Tioga SD,Tioga,2849122.16,,15346.41,2833775.75,,,15346.41,,,,2584132.82,,249642.93,,,,,,0.0,,,,,,,,
117597003.0,Southern Tioga SD,Tioga,3227775.83,,,3227775.83,,,,,,,2955655.15,,272120.68,,,,,,0.0,,,,,,,,
117598503.0,Wellsboro Area SD,Tioga,2574946.97,,26514.39,2548432.58,,,26514.39,,,,2155983.78,,392448.8,,,,,,0.0,,,,,,,,
116604003.0,Lewisburg Area SD,Union,7333253.9,,,7333253.9,,,,,,,6741205.42,,592048.48,,,,,,0.0,,,,,,,,
116605003.0,Mifflinburg Area SD,Union,5590782.05,,61373.24,5529408.81,61373.24,,,,,,5174048.17,,355360.64,,,,,,0.0,,,,,,,,
106611303.0,Cranberry Area SD,Venango,1093697.46,,111786.81,981910.65,29449.6,39802.3,42534.91,,,,807833.46,,174077.19,,,,,,0.0,,,,,,,,
106612203.0,Franklin Area SD,Venango,1600052.45,,70204.01,1529848.44,30717.19,,39486.82,,,,1331847.93,,198000.51,,,,,,0.0,,,,,,,,
106616203.0,Oil City Area SD,Venango,1243765.76,,47565.34,1196200.42,29624.5,,17940.84,,,,1089339.22,,106861.2,,,,,,0.0,,,,,,,,
106617203.0,Titusville Area SD,Venango,1230880.05,,62189.98,1168690.07,27388.2,,34801.78,,,,994739.56,,173950.51,,,,,,0.0,,,,,,,,
106618603.0,Valley Grove SD,Venango,634999.94,,39483.11,595516.83,14098.3,,25384.81,,,,526431.91,,69084.92,,,,,,0.0,,,,,,,,
105628302.0,Warren County SD,Warren,3596109.4200000004,,74115.49,3521993.93,,,74115.49,,,,2997533.31,,524460.62,,,,,,0.0,,,,,,,,
101630504.0,Avella Area SD,Washington,456805.20999999996,,11052.1,445753.11,11052.1,,,,,,445753.11,,,,,,,,0.0,,,,,,,,
101630903.0,Bentworth SD,Washington,1020287.38,,56133.47,964153.91,43367.47,,12766.0,,,,849953.16,,114200.75,,,,,,0.0,,,,,,,,
101631003.0,Bethlehem-Center SD,Washington,1164647.65,,28723.51,1135924.14,23450.47,,5273.04,,,,,822911.86,,313012.28,,,,,,,,,,,,,
101631203.0,Burgettstown Area SD,Washington,1291823.44,,9281.3,1282542.14,9281.3,,,,,,1052861.18,,229680.96,,,,,,0.0,,,,,,,,
101631503.0,California Area SD,Washington,928101.73,,47855.77,880245.96,18850.6,14649.48,14355.69,,,,789875.06,,90370.9,,,,,,0.0,,,,,,,,
101631703.0,Canon-McMillan SD,Washington,9586387.450000001,,132488.65,9453898.8,,,132488.65,,,,7221881.6,,2232017.2,,,,,,0.0,,,,,,,,
101631803.0,Charleroi SD,Washington,1408985.97,,24012.55,1384973.42,8008.2,,16004.35,,,,1200742.2,,129264.29,,,,54966.93,,0.0,,,,,,,,
101631903.0,Chartiers-Houston SD,Washington,1934953.19,,52217.03,1882736.16,,,52217.03,,,,1351405.18,,531330.98,,,,,,0.0,,,,,,,,
101632403.0,Fort Cherry SD,Washington,1209299.27,,22664.93,1186634.34,22664.93,,,,,,996821.41,,189812.93,,,,,,0.0,,,,,,,,
101633903.0,McGuffey SD,Washington,1668438.48,,86588.4,1581850.08,35889.8,50698.6,,,,,1343976.48,,237873.6,,,,,,0.0,,,,,,,,
101636503.0,Peters Township SD,Washington,7903595.0,,44243.0,7859352.0,,,44243.0,,,,6467440.0,,1391912.0,,,,,,0.0,,,,,,,,
101637002.0,Ringgold SD,Washington,3436263.8899999997,,105083.59,3331180.3,70889.94,,34193.65,,,,2643897.54,,523249.97,,,,164032.79,,0.0,,,,,,,,
101638003.0,Trinity Area SD,Washington,5135061.359999999,,137916.34,4997145.02,79078.81,,58837.53,,,,3418044.5,,668763.71,,,,910336.81,,0.0,,,,,,,,
101638803.0,Washington SD,Washington,2119880.6,,69179.83,2050700.77,29377.07,,39802.76,,,,1160249.21,,247243.76,,409294.52,,233913.28,,0.0,,,,,,,,
119648703.0,Wayne Highlands SD,Wayne,1179145.95,,55563.3,1123582.65,55563.3,,,,,,,394706.27,728876.38,,,,,,0.0,,,,,,,,
119648903.0,Western Wayne SD,Wayne,977944.94,,,977944.94,,,,,,,,,977944.94,,,,,,0.0,,,,,,,,
107650603.0,Belle Vernon Area SD,Westmoreland,3234415.0,,67343.0,3167072.0,39550.0,,27793.0,,,,2161226.0,,315429.0,,136164.0,,554253.0,,0.0,,,,,,,,
107650703.0,Burrell SD,Westmoreland,2053490.6,,64561.07,1988929.53,42139.9,,22421.17,,,,1728942.88,,259986.65,,,,,,0.0,,,,,,,,
107651603.0,Derry Area SD,Westmoreland,1867760.21,,48086.47,1819673.74,22416.6,,25669.87,,,,1593500.75,,226172.99,,,,,,0.0,,,,,,,,
107652603.0,Franklin Regional SD,Westmoreland,5774434.89,,123102.37,5651332.52,81650.54,,40656.83,,795.0,,4813594.97,,803165.87,34571.68,,,,,0.0,,,,,,,,
107653102.0,Greater Latrobe SD,Westmoreland,4806210.63,,139036.17,4667174.46,76716.75,,62319.42,,,,3980508.84,,686665.62,,,,,,0.0,,,,,,,,
107653203.0,Greensburg Salem SD,Westmoreland,3219668.1,,79670.71,3139997.39,46778.91,32891.8,,,,,2619872.65,,520124.74,,,,,,0.0,,,,,,,,
107653802.0,Hempfield Area SD,Westmoreland,7777163.0,,239202.0,7537961.0,,114680.0,124522.0,,,,6433284.0,,1104677.0,,,,,,0.0,,,,,,,,
107654103.0,Jeannette City SD,Westmoreland,913750.09,,43934.87,869815.22,26777.07,17157.8,,,,,748958.56,,120856.66,,,,,,0.0,,,,,,,,
107654403.0,Kiski Area SD,Westmoreland,3580514.04,,71449.1,3509064.94,71449.1,,,,,,3070027.7,,439037.24,,,,,,0.0,,,,,,,,
107654903.0,Ligonier Valley SD,Westmoreland,2265851.47,,44461.81,2221389.66,25743.34,,18718.47,,,,1735477.46,,473049.46,12862.74,,,,,0.0,,,,,,,,
107655803.0,Monessen City SD,Westmoreland,680262.77,,7358.39,672904.38,,,7358.39,,,,562394.31,,81651.46,,,,28858.61,,0.0,,,,,,,,
107655903.0,Mount Pleasant Area SD,Westmoreland,2234406.79,,50794.93,2183611.86,27949.9,,22845.03,,,,1824507.19,,359104.67,,,,,,0.0,,,,,,,,
107656303.0,New Kensington-Arnold SD,Westmoreland,1849152.05,,43548.96,1805603.09,24761.27,,18787.69,,,,1415111.49,,390491.6,,,,,,0.0,,,,,,,,
107656502.0,Norwin SD,Westmoreland,6852675.81,,236240.93,6616434.88,97057.81,80392.59,58790.53,,,,5732096.84,,884338.04,,,,,,0.0,,,,,,,,
107657103.0,Penn-Trafford SD,Westmoreland,5353833.029999999,,199426.6,5154406.43,115112.3,,84314.3,,,,4346805.51,,807600.92,,,,,,0.0,,,,,,,,
107657503.0,Southmoreland SD,Westmoreland,1897456.49,,48966.15,1848490.34,,,48966.15,,,,1521326.33,,327164.01,,,,,,0.0,,,,,,,,
107658903.0,Yough SD,Westmoreland,1885139.2999999998,,76072.37,1809066.93,24618.32,29285.07,22168.98,,,,1657109.8,,151957.13,,,,,,0.0,,,,,,,,
119665003.0,Lackawanna Trail SD,Wyoming,1147261.0,,,1147261.0,,,,,,,1003237.0,,144024.0,,,,,,0.0,,,,,,,,
118667503.0,Tunkhannock Area SD,Wyoming,2443660.97,,43662.77,2399998.2,,,43662.77,,,,1974991.79,,425006.41,,,,,,0.0,,,,,,,,
112671303.0,Central York SD,York,7284100.9,,,7284100.9,,,,,,,6077226.63,,1206874.27,,,,,,0.0,,,,,,,,
112671603.0,Dallastown Area SD,York,8115493.1,,,8115493.1,,,,,,,6713459.46,,1376676.11,,,,,25357.53,0.0,,,,,,,,
112671803.0,Dover Area SD,York,6471781.84,,,6471781.84,,,,,,,5774923.77,,696858.07,,,,,,0.0,,,,,,,,
112672203.0,Eastern York SD,York,3042591.07,,159840.34,2882750.73,42195.6,73497.7,44147.04,,,,2439215.84,,443534.89,,,,,,0.0,,,,,,,,
112672803.0,Hanover Public SD,York,2272457.0,,101136.0,2171321.0,38810.0,62326.0,,,,,1685528.0,,485793.0,,,,,,0.0,,,,,,,,
112674403.0,Northeastern York SD,York,4754376.86,,193441.2,4560935.66,69891.0,123550.2,,,,,3537100.72,,1023834.94,,,,,,0.0,,,,,,,,
115674603.0,Northern York County SD,York,6007715.21,,68053.3,5939661.91,68053.3,,,,,,5225294.37,,702731.54,11636.0,,,,,0.0,,,,,,,,
112675503.0,Red Lion Area SD,York,5716332.0,,,5716332.0,,,,,,,4839628.0,,876704.0,,,,,,0.0,,,,,,,,
112676203.0,South Eastern SD,York,3391820.05,,43363.27,3348456.78,,,43363.27,,,,2761604.35,,586852.43,,,,,,0.0,,,,,,,,
112676403.0,South Western SD,York,5320342.29,,,5320342.29,,,,,,,4133471.12,,1186871.17,,,,,,0.0,,,,,,,,
112676503.0,Southern York County SD,York,5985133.54,,,5985133.54,,,,,,,5257716.76,,727416.78,,,,,,0.0,,,,,,,,
112676703.0,Spring Grove Area SD,York,4647831.45,,,4647831.45,,,,,,,3631424.26,,1016407.19,,,,,,0.0,,,,,,,,
115219002.0,West Shore SD,York,20184202.94,,,20184202.94,,,,,,,18176293.45,,2007909.49,,,,,,0.0,,,,,,,,
112678503.0,West York Area SD,York,3666884.0,,,3666884.0,,,,,,,3064444.0,,602440.0,,,,,,0.0,,,,,,,,
112679002.0,York City SD,York,4025909.86,,,4025909.86,,,,,,,3242715.04,,783194.82,,,,,,0.0,,,,,,,,
112679403.0,York Suburban SD,York,4813221.63,,,4813221.63,,,,,,,3632305.83,,1180915.8,,,,,,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2656122083.7700014,77535875.85,32333387.330000013,1959312667.4500015,9320725.999999998,6398327.140000001,14130487.229999993,1732607.1199999999,45589.25,705650.5900000001,1507984408.7000003,47117872.45000001,338617793.5400004,5846198.870000001,29662305.119999997,267879.0,28923315.629999995,892894.1400000001,586940153.14,132076279.76,33864408.47,58146459.13,120000000.0,3149609.03,168360906.89,53015413.65,18327076.21
