AUN,School District,County,"Total Act 1, 511 and First Class SD Taxes (6130, 6140, 6150, 6160)","Act 1 Earned Income
6131","Total Act 511 Flat
6140","Total Act 511 Proportional
6150","Per Capita
6141","Occupation
Flat 6142","Local Services / Occupational Privilege
6143","Business Privilege Flat
6145","Mechanical Device Flat
6146","Other Flat Rate Assessments
6149","Act 511 Earned Income
6151","Occupation Millage
6152","Real Estate Transfer
6153","Amusement
6154","Business Privilege Proportional
6155","Mechanical Device Percentage
6156","Mercantile
6157","Other Proportional Assessments
6159","Total Non-Real Estate First Class SD Only
6160","1st Class Earned Income
6161","Liquor Sales
6162","Cigarette Tax
6163","Sales and
Use Tax
6164",General Business Taxes 6165,"Business Use & Occupancy
6166","Non-Business Income
6167","Real Estate Transfer
6168"
103026873.0,Northgate SD,Allegheny,1824368.86,,30583.12,1793785.74,19060.75,,11522.37,,,,1611550.86,,182234.88,,,,,,0.0,,,,,,,,
103027352.0,Penn Hills SD,Allegheny,5357955.899999999,,37719.14,5320236.76,,,37719.14,,,,4196681.83,,485946.14,,275316.35,,362292.44,,0.0,,,,,,,,
103021003.0,Pine-Richland SD,Allegheny,8831810.4,,76686.34,8755124.06,76686.34,,,,,,7244603.62,,1510520.44,,,,,,0.0,,,,,,,,
102027451.0,Pittsburgh SD,Allegheny,141906009.93,,,,,,,,,,,,,,,,,,141906009.93,127008800.48,,,,,,,14897209.45
103027503.0,Plum Borough SD,Allegheny,4453864.0,,107775.46,4346088.54,76150.3,,31625.16,,,,3930132.13,,415956.41,,,,,,0.0,,,,,,,,
103027753.0,Quaker Valley SD,Allegheny,5378766.0,,36479.0,5342287.0,36479.0,,,,,,4485870.0,,856417.0,,,,,,0.0,,,,,,,,
103028203.0,Riverview SD,Allegheny,1429480.6400000001,,27212.78,1402267.86,,,27212.78,,,,1165442.16,,236825.7,,,,,,0.0,,,,,,,,
103028302.0,Shaler Area SD,Allegheny,6125550.41,,23032.34,6102518.07,,,23032.34,,,,5532041.79,,570476.28,,,,,,0.0,,,,,,,,
103028653.0,South Allegheny SD,Allegheny,1131823.8,,,1131823.8,,,,,,,1072204.01,,59619.79,,,,,,0.0,,,,,,,,
103028703.0,South Fayette Township SD,Allegheny,4304420.03,,74941.94,4229478.09,43428.63,,31513.31,,,,3519263.74,,710214.35,,,,,,0.0,,,,,,,,
103028753.0,South Park SD,Allegheny,2397823.94,,49816.17,2348007.77,36672.14,,13144.03,,,,2130397.9,,195482.3,22127.57,,,,,0.0,,,,,,,,
103028833.0,Steel Valley SD,Allegheny,2021378.83,,36962.99,1984415.84,,,36962.99,,,,1660520.22,,283403.54,40492.08,,,,,0.0,,,,,,,,
103028853.0,Sto-Rox SD,Allegheny,1126118.32,,19588.24,1106530.08,,,19588.24,,,,935969.4,,105868.38,,,,64692.3,,0.0,,,,,,,,
103029203.0,Upper Saint Clair SD,Allegheny,6835168.01,,,6835168.01,,,,,,,5641500.0,,800587.36,,,,393080.65,,0.0,,,,,,,,
103029403.0,West Allegheny SD,Allegheny,6687127.49,,1391715.81,5295411.68,,,107464.31,,,1284251.5,4007113.64,,1288298.04,,,,,,0.0,,,,,,,,
103029553.0,West Jefferson Hills SD,Allegheny,5547437.9799999995,,45892.43,5501545.55,,,45892.43,,,,3114427.31,,515791.68,,1496314.39,,375012.17,,0.0,,,,,,,,
103029603.0,West Mifflin Area SD,Allegheny,3988231.6199999996,,65516.09,3922715.53,,,65516.09,,,,2273089.9,,319815.3,367749.9,471902.88,,490157.55,,0.0,,,,,,,,
103029803.0,Wilkinsburg Borough SD,Allegheny,1948440.12,,15774.37,1932665.75,,,15774.37,,,,1810459.99,,122205.76,,,,,,0.0,,,,,,,,
103029902.0,Woodland Hills SD,Allegheny,6189786.79,,,6189786.79,,,,,,,5604551.0,,585235.79,,,,,,0.0,,,,,,,,
128030603.0,Apollo-Ridge SD,Armstrong,1014343.5599999999,,26957.69,987385.87,17607.66,,9350.03,,,,909689.65,,77696.22,,,,,,0.0,,,,,,,,
128030852.0,Armstrong SD,Armstrong,4481930.64,,,4481930.64,,,,,,,4153392.73,,328537.91,,,,,,0.0,,,,,,,,
128033053.0,Freeport Area SD,Armstrong,2164034.1700000004,,18012.68,2146021.49,,,18012.68,,,,1804367.37,,341654.12,,,,,,0.0,,,,,,,,
128034503.0,Leechburg Area SD,Armstrong,613126.74,,3429.54,609697.2,,,3429.54,,,,561521.07,,48176.13,,,,,,0.0,,,,,,,,
127040503.0,Aliquippa SD,Beaver,857819.0499999999,,11244.94,846574.11,,,11244.94,,,,708617.19,,87784.4,,,,50172.52,,0.0,,,,,,,,
127040703.0,Ambridge Area SD,Beaver,3572560.58,,54730.58,3517830.0,16860.66,,37869.92,,,,2958553.82,,336115.49,,,,223160.69,,0.0,,,,,,,,
127041203.0,Beaver Area SD,Beaver,2695862.75,,73360.55,2622502.2,37726.4,,35634.15,,,,2237252.95,,385249.25,,,,,,0.0,,,,,,,,
127041503.0,Big Beaver Falls Area SD,Beaver,1281409.4100000001,,49558.85,1231850.56,19967.4,,24193.64,,5397.81,,1007984.33,,104438.97,,,,119427.26,,0.0,,,,,,,,
127041603.0,Blackhawk SD,Beaver,2888681.07,,74322.23,2814358.84,35971.68,,38350.55,,,,2380049.32,,398165.42,36144.1,,,,,0.0,,,,,,,,
127042003.0,Central Valley SD,Beaver,3037934.06,,47535.61,2990398.45,,,47535.61,,,,2440168.42,,280994.92,,,,269235.11,,0.0,,,,,,,,
127042853.0,Freedom Area SD,Beaver,1389766.7,,15489.16,1374277.54,,,15489.16,,,,1225919.2,,148358.34,,,,,,0.0,,,,,,,,
127044103.0,Hopewell Area SD,Beaver,2857332.0100000002,,18572.1,2838759.91,,,18572.1,,,,2456594.37,,286436.88,,,,95728.66,,0.0,,,,,,,,
127045303.0,Midland Borough SD,Beaver,237843.35,,4409.56,233433.79,,,4409.56,,,,202767.53,,30666.26,,,,,,0.0,,,,,,,,
127045653.0,New Brighton Area SD,Beaver,1238645.7699999998,,35703.38,1202942.39,23924.1,,11779.28,,,,1026903.77,,81946.34,,94092.28,,,,0.0,,,,,,,,
127045853.0,Riverside Beaver County SD,Beaver,1452414.6300000001,,33763.81,1418650.82,33763.81,,,,,,1288983.14,,129667.68,,,,,,0.0,,,,,,,,
127046903.0,Rochester Area SD,Beaver,842423.51,,43038.55,799384.96,21262.07,8937.84,12838.64,,,,627737.5,,57497.32,,2890.81,,111259.33,,0.0,,,,,,,,
127047404.0,South Side Area SD,Beaver,975260.67,,17041.49,958219.18,,,17041.49,,,,882418.86,,48630.1,,27170.22,,,,0.0,,,,,,,,
127049303.0,Western Beaver County SD,Beaver,702775.11,,,702775.11,,,,,,,625782.12,,76992.99,,,,,,0.0,,,,,,,,
108051003.0,Bedford Area SD,Bedford,3519121.9400000004,1591135.0,141784.08,1786202.86,42170.8,,99613.28,,,,1543357.89,,242844.97,,,,,,0.0,,,,,,,,
108051503.0,Chestnut Ridge SD,Bedford,1052595.01,,28297.1,1024297.91,28297.1,,,,,,942268.71,,82029.2,,,,,,0.0,,,,,,,,
108053003.0,Everett Area SD,Bedford,1918418.28,957176.38,57753.65,903488.25,24548.6,,33205.05,,,,797641.7,,105846.55,,,,,,0.0,,,,,,,,
108056004.0,Northern Bedford County SD,Bedford,781759.22,,65674.97,716084.25,15423.5,27045.42,23206.05,,,,628918.8,,80467.96,6697.49,,,,,0.0,,,,,,,,
108058003.0,Tussey Mountain SD,Bedford,344606.81,,24485.45,320121.36,15179.5,,9305.95,,,,194095.33,,126026.03,,,,,,0.0,,,,,,,,
114060503.0,Antietam SD,Berks,1045881.69,,,1045881.69,,,,,,,926846.11,,119035.58,,,,,,0.0,,,,,,,,
114060753.0,Boyertown Area SD,Berks,8998918.81,,207598.17,8791320.64,142482.32,,65115.85,,,,7572713.0,,1218607.64,,,,,,0.0,,,,,,,,
114060853.0,Brandywine Heights Area SD,Berks,2069691.8299999998,,52762.63,2016929.2,33480.0,,19282.63,,,,1781640.92,,235288.28,,,,,,0.0,,,,,,,,
114061103.0,Conrad Weiser Area SD,Berks,2992880.85,,59049.0,2933831.85,59049.0,,,,,,2581419.91,,352411.94,,,,,,0.0,,,,,,,,
114061503.0,Daniel Boone Area SD,Berks,4123696.76,,52973.9,4070722.86,52973.9,,,,,,3334092.63,,736630.23,,,,,,0.0,,,,,,,,
114062003.0,Exeter Township SD,Berks,5286220.390000001,,155377.11,5130843.28,68008.8,,87368.31,,,,4010038.3,,484501.15,,,,636303.83,,0.0,,,,,,,,
114062503.0,Fleetwood Area SD,Berks,2878947.86,,60279.57,2818668.29,,,60279.57,,,,2287759.67,,490525.72,40382.9,,,,,0.0,,,,,,,,
114063003.0,Governor Mifflin SD,Berks,5468897.119999999,,228108.31,5240788.81,91128.3,81355.43,55624.58,,,,4583443.56,,657345.25,,,,,,0.0,,,,,,,,
114063503.0,Hamburg Area SD,Berks,2804185.73,,48915.1,2755270.63,48915.1,,,,,,2181936.55,,573334.08,,,,,,0.0,,,,,,,,
114064003.0,Kutztown Area SD,Berks,2061888.17,,69082.9,1992805.27,32333.4,,36749.5,,,,1681964.79,,286339.07,24501.41,,,,,0.0,,,,,,,,
114065503.0,Muhlenberg SD,Berks,4729018.0,,71865.0,4657153.0,,,71865.0,,,,3024576.0,,642717.0,,,,989860.0,,0.0,,,,,,,,
114066503.0,Oley Valley SD,Berks,2247859.08,,41155.5,2206703.58,41155.5,,,,,,1932877.26,,273826.32,,,,,,0.0,,,,,,,,
114067002.0,Reading SD,Berks,18933254.18,11314720.47,1263633.88,6354899.83,,,125266.8,1138367.08,,,5657360.21,,697539.62,,,,,,0.0,,,,,,,,
114067503.0,Schuylkill Valley SD,Berks,2535931.9,,40067.8,2495864.1,40067.8,,,,,,2080307.95,,415556.15,,,,,,0.0,,,,,,,,
114068003.0,Tulpehocken Area SD,Berks,2360616.03,,35586.8,2325029.23,35586.8,,,,,,1569212.92,,755816.31,,,,,,0.0,,,,,,,,
114068103.0,Twin Valley SD,Berks,4148265.64,,,4148265.64,,,,,,,3497879.77,,650385.87,,,,,,0.0,,,,,,,,
114069103.0,Wilson SD,Berks,10419774.63,,245281.65,10174492.98,119461.34,,125820.31,,,,6371298.07,,1007679.66,,2795515.25,,,,0.0,,,,,,,,
114069353.0,Wyomissing Area SD,Berks,3722852.07,,91519.28,3631332.79,27900.2,,63619.08,,,,2458469.02,,363107.33,,809756.44,,,,0.0,,,,,,,,
108070502.0,Altoona Area SD,Blair,9344640.16,,348504.06,8996136.1,119255.48,90255.06,138993.52,,,,5454358.77,,471676.98,21061.33,2070967.5,,978071.52,,0.0,,,,,,,,
108071003.0,Bellwood-Antis SD,Blair,1158986.71,,44847.82,1114138.89,13353.2,14649.17,16345.45,,500.0,,1009218.85,,104920.04,,,,,,0.0,,,,,,,,
108071504.0,Claysburg-Kimmel SD,Blair,548190.89,,34746.51,513444.38,17816.0,,16930.51,,,,483206.61,,30237.77,,,,,,0.0,,,,,,,,
108073503.0,Hollidaysburg Area SD,Blair,4380581.42,,209871.35,4170710.07,88816.8,121054.55,,,,,3500038.09,,670671.98,,,,,,0.0,,,,,,,,
108077503.0,Spring Cove SD,Blair,1396359.3099999998,,107323.17,1289036.14,26318.4,34945.23,46059.54,,,,1289036.14,,,,,,,,0.0,,,,,,,,
108078003.0,Tyrone Area SD,Blair,1620516.23,,,1620516.23,,,,,,,1620516.23,,,,,,,,0.0,,,,,,,,
108079004.0,Williamsburg Community SD,Blair,362904.71,,14880.64,348024.07,7765.53,,7115.11,,,,317765.49,,30258.58,,,,,,0.0,,,,,,,,
117080503.0,Athens Area SD,Bradford,3047567.27,,,3047567.27,,,,,,,2910665.71,,136901.56,,,,,,0.0,,,,,,,,
117081003.0,Canton Area SD,Bradford,644759.75,,11634.2,633125.55,11634.2,,,,,,518358.37,24410.6,90356.58,,,,,,0.0,,,,,,,,
117083004.0,Northeast Bradford SD,Bradford,699448.5700000001,,11677.81,687770.76,11677.81,,,,,,430827.46,210374.8,46568.5,,,,,,0.0,,,,,,,,
117086003.0,Sayre Area SD,Bradford,1629363.66,,,1629363.66,,,,,,,1517920.98,,111442.68,,,,,,0.0,,,,,,,,
117086503.0,Towanda Area SD,Bradford,1619847.84,,,1619847.84,,,,,,,1407685.04,4363.45,207799.35,,,,,,0.0,,,,,,,,
117086653.0,Troy Area SD,Bradford,1332178.0,,25055.0,1307123.0,25055.0,,,,,,832692.0,365099.0,109332.0,,,,,,0.0,,,,,,,,
117089003.0,Wyalusing Area SD,Bradford,1716137.6800000002,,23380.87,1692756.81,23380.87,,,,,,1578492.0,,114264.81,,,,,,0.0,,,,,,,,
122091002.0,Bensalem Township SD,Bucks,7534151.79,,204601.3,7329550.49,,,183842.05,,15855.0,4904.25,,,2449012.27,,4880538.22,,,,0.0,,,,,,,,
122091303.0,Bristol Borough SD,Bucks,202659.24,,32385.36,170273.88,,,32385.36,,,,,,170273.88,,,,,,0.0,,,,,,,,
122091352.0,Bristol Township SD,Bucks,2310732.75,,175333.67,2135399.08,84014.43,,91319.24,,,,,,1597748.36,,,,537650.72,,0.0,,,,,,,,
122092002.0,Centennial SD,Bucks,9430362.59,,106697.93,9323664.66,,,106697.93,,,,5762572.55,,1765342.18,,873744.3,,922005.63,,0.0,,,,,,,,
122092102.0,Central Bucks SD,Bucks,30890581.78,,,30890581.78,,,,,,,25762361.8,,5128219.98,,,,,,0.0,,,,,,,,
122092353.0,Council Rock SD,Bucks,25475906.32,,134272.73,25341633.59,,,134272.73,,,,17830341.21,4287313.62,3223978.76,,,,,,0.0,,,,,,,,
122097203.0,Morrisville Borough SD,Bucks,166494.0,,,166494.0,,,,,,,,,166494.0,,,,,,0.0,,,,,,,,
122097502.0,Neshaminy SD,Bucks,5843665.38,,365004.32,5478661.06,196256.6,,168747.72,,,,,,2456985.59,719779.86,1578007.71,,723887.9,,0.0,,,,,,,,
122097604.0,New Hope-Solebury SD,Bucks,5095776.42,,,5095776.42,,,,,,,3998555.14,,1097221.28,,,,,,0.0,,,,,,,,
122098003.0,Palisades SD,Bucks,2902540.0,,,2902540.0,,,,,,,2447374.0,,436076.0,19090.0,,,,,0.0,,,,,,,,
122098103.0,Pennridge SD,Bucks,18600284.169999998,,90582.65,18509701.52,,,90582.65,,,,16846351.88,,1663349.64,,,,,,0.0,,,,,,,,
122098202.0,Pennsbury SD,Bucks,3162968.8,,,3162968.8,,,,,,,,,3162968.8,,,,,,0.0,,,,,,,,
122098403.0,Quakertown Community SD,Bucks,11602219.66,,,11602219.66,,,,,,,10552987.54,,1049232.12,,,,,,0.0,,,,,,,,
104101252.0,Butler Area SD,Butler,7064634.0,,277258.0,6787376.0,149329.0,,127929.0,,,,6059222.0,,728154.0,,,,,,0.0,,,,,,,,
104103603.0,Karns City Area SD,Butler,1113945.24,,37762.88,1076182.36,25631.5,,12131.38,,,,985444.55,,90737.81,,,,,,0.0,,,,,,,,
104105003.0,Mars Area SD,Butler,6805263.62,,72212.64,6733050.98,,,72212.64,,,,5454331.65,,1278719.33,,,,,,0.0,,,,,,,,
104105353.0,Moniteau SD,Butler,1073781.97,,52216.59,1021565.38,26303.2,,25913.39,,,,954669.77,,66895.61,,,,,,0.0,,,,,,,,
104107903.0,Seneca Valley SD,Butler,13837672.659999998,,201566.29,13636106.37,,,,,,201566.29,10845943.39,,2790162.98,,,,,,0.0,,,,,,,,
104107503.0,Slippery Rock Area SD,Butler,2157500.0,,42509.0,2114991.0,42509.0,,,,,,1916997.0,,197994.0,,,,,,0.0,,,,,,,,
104107803.0,South Butler County SD,Butler,2802148.41,,90376.79,2711771.62,54973.03,,35403.76,,,,2466427.78,,245343.84,,,,,,0.0,,,,,,,,
108110603.0,Blacklick Valley SD,Cambria,458534.52,,23189.0,435345.52,10558.0,,12631.0,,,,418994.09,,16351.43,,,,,,0.0,,,,,,,,
108111203.0,Cambria Heights SD,Cambria,1062104.1300000001,,26134.1,1035970.03,26134.1,,,,,,973700.61,,62269.42,,,,,,0.0,,,,,,,,
108111303.0,Central Cambria SD,Cambria,1655075.11,,70502.74,1584572.37,33197.44,,37305.3,,,,1413320.39,,171251.98,,,,,,0.0,,,,,,,,
108111403.0,Conemaugh Valley SD,Cambria,616734.2400000001,,2999.81,613734.43,,,2999.81,,,,589940.85,,23793.58,,,,,,0.0,,,,,,,,
108112003.0,Ferndale Area SD,Cambria,406310.79,,10520.8,395789.99,10520.8,,,,,,380004.49,,15785.5,,,,,,0.0,,,,,,,,
108112203.0,Forest Hills SD,Cambria,1459938.1500000001,,40405.3,1419532.85,21025.5,19379.8,,,,,1340140.63,,79392.22,,,,,,0.0,,,,,,,,
108112502.0,Greater Johnstown SD,Cambria,3073082.9,,782091.57,2290991.33,34935.18,31115.53,51158.77,664882.09,,,1463687.77,,162421.52,,,,664882.04,,0.0,,,,,,,,
108114503.0,Northern Cambria SD,Cambria,779680.72,,25478.19,754202.53,17272.2,,8205.99,,,,722164.77,,32037.76,,,,,,0.0,,,,,,,,
108116003.0,Penn Cambria SD,Cambria,1467389.3499999999,,72940.45,1394448.9,33061.95,20157.05,19721.45,,,,1307773.98,,86674.92,,,,,,0.0,,,,,,,,
108116303.0,Portage Area SD,Cambria,596177.85,,15845.95,580331.9,4960.3,4478.85,6406.8,,,,556353.18,,23978.72,,,,,,0.0,,,,,,,,
108116503.0,Richland SD,Cambria,2594718.68,,80902.43,2513816.25,13097.4,,67805.03,,,,1639735.08,,197427.58,,,,676653.59,,0.0,,,,,,,,
108118503.0,Westmont Hilltop SD,Cambria,1725101.73,,28214.5,1696887.23,28214.5,,,,,,1546763.62,,150123.61,,,,,,0.0,,,,,,,,
109122703.0,Cameron County SD,Cameron,427854.22,,10395.0,417459.22,10395.0,,,,,,348840.73,,68618.49,,,,,,0.0,,,,,,,,
121135003.0,Jim Thorpe Area SD,Carbon,2243941.7600000002,,66788.18,2177153.58,30239.66,,36098.52,,450.0,,1505537.0,,553665.72,117950.86,,,,,0.0,,,,,,,,
121135503.0,Lehighton Area SD,Carbon,2952581.34,,49551.65,2903029.69,49551.65,,,,,,1829515.28,826860.0,246654.41,,,,,,0.0,,,,,,,,
121136503.0,Palmerton Area SD,Carbon,1883854.57,,51976.09,1831878.48,34356.1,,17619.99,,,,1643676.4,,188202.08,,,,,,0.0,,,,,,,,
121136603.0,Panther Valley SD,Carbon,1450253.09,,35193.53,1415059.56,22907.6,,12285.93,,,,998424.9,350880.0,65754.66,,,,,,0.0,,,,,,,,
121139004.0,Weatherly Area SD,Carbon,602478.39,,11692.3,590786.09,11517.3,,,,175.0,,501700.72,,85817.21,3268.16,,,,,0.0,,,,,,,,
110141003.0,Bald Eagle Area SD,Centre,5500190.48,2592472.23,61331.23,2846387.02,36483.9,,24847.33,,,,2722148.95,,124238.07,,,,,,0.0,,,,,,,,
110141103.0,Bellefonte Area SD,Centre,6929390.29,,66019.75,6863370.54,,,66019.75,,,,6226102.18,,637268.36,,,,,,0.0,,,,,,,,
110147003.0,Penns Valley Area SD,Centre,3526997.63,,,3526997.63,,,,,,,3318321.96,,208675.67,,,,,,0.0,,,,,,,,
110148002.0,State College Area SD,Centre,21845772.1,,386863.91,21458908.19,,,386863.91,,,,18388631.44,,3070276.75,,,,,,0.0,,,,,,,,
124150503.0,Avon Grove SD,Chester,867284.64,,,867284.64,,,,,,,,,867284.64,,,,,,0.0,,,,,,,,
124151902.0,Coatesville Area SD,Chester,10261516.06,,80340.31,10181175.75,,,80340.31,,,,8563133.83,,1618041.92,,,,,,0.0,,,,,,,,
124152003.0,Downingtown Area SD,Chester,20984492.38,,211683.16,20772809.22,,,211683.16,,,,16976573.59,,3796235.63,,,,,,0.0,,,,,,,,
124153503.0,Great Valley SD,Chester,4072744.52,,,4072744.52,,,,,,,,,4072744.52,,,,,,0.0,,,,,,,,
124154003.0,Kennett Consolidated SD,Chester,5701709.22,,,5701709.22,,,,,,,4534771.53,,1166937.69,,,,,,0.0,,,,,,,,
124156503.0,Octorara Area SD,Chester,2774269.77,,,2774269.77,,,,,,,2349653.26,,424616.51,,,,,,0.0,,,,,,,,
124156603.0,Owen J Roberts SD,Chester,8614305.02,,,8614305.02,,,,,,,7068774.43,,1324003.1,,,,221527.49,,0.0,,,,,,,,
124156703.0,Oxford Area SD,Chester,3226462.15,,,3226462.15,,,,,,,2773232.96,,453229.19,,,,,,0.0,,,,,,,,
124157203.0,Phoenixville Area SD,Chester,9658943.65,,63784.72,9595158.93,63784.72,,,,,,6874277.48,1425382.55,1295498.9,,,,,,0.0,,,,,,,,
124157802.0,Tredyffrin-Easttown SD,Chester,3327792.14,,,3327792.14,,,,,,,,,3291878.71,35913.43,,,,,0.0,,,,,,,,
124158503.0,Unionville-Chadds Ford SD,Chester,1178902.22,,,1178902.22,,,,,,,,,1178902.22,,,,,,0.0,,,,,,,,
124159002.0,West Chester Area SD,Chester,25931136.15,,,25931136.15,,,,,,,21510397.14,,4420739.01,,,,,,0.0,,,,,,,,
106160303.0,Allegheny-Clarion Valley SD,Clarion,577679.03,,13696.8,563982.23,13696.8,,,,,,502660.49,,61321.74,,,,,,0.0,,,,,,,,
106161203.0,Clarion Area SD,Clarion,919570.31,,51381.19,868189.12,10793.95,,40587.24,,,,684093.86,103278.3,80816.96,,,,,,0.0,,,,,,,,
106161703.0,Clarion-Limestone Area SD,Clarion,878872.59,,49146.52,829726.07,15708.85,,33437.67,,,,637535.39,,192190.68,,,,,,0.0,,,,,,,,
106166503.0,Keystone SD,Clarion,933997.9299999999,,17537.99,916459.94,17537.99,,,,,,675600.23,169677.12,71182.59,,,,,,0.0,,,,,,,,
106167504.0,North Clarion County SD,Clarion,554976.05,,11394.5,543581.55,11394.5,,,,,,436261.05,65052.9,42267.6,,,,,,0.0,,,,,,,,
106168003.0,Redbank Valley SD,Clarion,832664.1,,49741.75,782922.35,28187.35,21554.4,,,,,711545.34,,71377.01,,,,,,0.0,,,,,,,,
106169003.0,Union SD,Clarion,457067.11,,16328.99,440738.12,8851.35,,7477.64,,,,336365.29,84937.32,19435.51,,,,,,0.0,,,,,,,,
