AUN,School District,County,"Total Act 1, 511 and First Class SD Taxes (6130, 6140, 6150, 6160)","Act 1 Earned Income
6131","Total Act 511 Flat
6140","Total Act 511 Proportional
6150","Per Capita
6141","Occupation
Flat 6142","Local Services / Occupational Privilege
6143","Business Privilege Flat
6145","Mechanical Device Flat
6146","Other Flat Rate Assessments
6149","Act 511 Earned Income
6151","Occupation Millage
6152","Real Estate Transfer
6153","Amusement
6154","Business Privilege Proportional
6155","Mechanical Device Percentage
6156","Mercantile
6157","Other Proportional Assessments
6159","Total Non-Real Estate First Class SD Only
6160","1st Class Earned Income
6161","Liquor Sales
6162","Cigarette Tax
6163","Sales and
Use Tax
6164","Business Use & Occupancy
6166","Non-Business Income
6167","Real Estate Transfer
6168","Current Mercantile
6169"
103021453.0,Brentwood Borough SD,Allegheny,1114507.47,,9107.22,1105400.25,0.0,0.0,9107.22,0.0,0.0,0.0,1020075.77,0.0,85324.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103021603.0,Carlynton SD,Allegheny,2030800.22,,,2030800.22,0.0,0.0,0.0,0.0,0.0,0.0,1818864.63,0.0,211935.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103021752.0,Chartiers Valley SD,Allegheny,6661660.54,,75512.5,6586148.04,0.0,0.0,75512.5,0.0,0.0,0.0,5405802.48,0.0,667486.09,0.0,0.0,0.0,512859.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103021903.0,Clairton City SD,Allegheny,536534.77,,14368.76,522166.01,0.0,0.0,14368.76,0.0,0.0,0.0,369197.97,0.0,14504.88,0.0,124435.52,0.0,14027.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103022103.0,Cornell SD,Allegheny,711496.0,,17854.0,693642.0,0.0,0.0,17854.0,0.0,0.0,0.0,627244.0,0.0,66398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103022253.0,Deer Lakes SD,Allegheny,2153979.92,,64707.41,2089272.51,35823.89,0.0,28883.52,0.0,0.0,0.0,1719308.7,0.0,369963.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103022503.0,Duquesne City SD,Allegheny,274891.44,,7205.99,267685.45,0.0,0.0,7205.99,0.0,0.0,0.0,256052.77,0.0,11632.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103022803.0,East Allegheny SD,Allegheny,1676152.83,,24943.98,1651208.85,0.0,0.0,24943.98,0.0,0.0,0.0,1250527.63,0.0,70691.43,0.0,104700.24,3001.47,222288.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103023153.0,Elizabeth Forward SD,Allegheny,2170144.0500000003,,22614.64,2147529.41,0.0,0.0,22614.64,0.0,0.0,0.0,1983057.41,0.0,164472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103023912.0,Fox Chapel Area SD,Allegheny,8147723.590000001,,99725.48,8047998.11,0.0,0.0,99725.48,0.0,0.0,0.0,7178923.32,0.0,869074.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103024102.0,Gateway SD,Allegheny,5727184.45,,121462.07,5605722.38,0.0,0.0,121462.07,0.0,0.0,0.0,3695946.03,0.0,548036.68,0.0,0.0,0.0,1361739.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103024603.0,Hampton Township SD,Allegheny,4169071.45,,,4169071.45,0.0,0.0,0.0,0.0,0.0,0.0,3774071.03,0.0,395000.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103024753.0,Highlands SD,Allegheny,2149471.41,,75821.91,2073649.5,49021.2,0.0,26800.71,0.0,0.0,0.0,1880527.66,0.0,193121.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103025002.0,Keystone Oaks SD,Allegheny,3128960.21,,63189.16,3065771.05,0.0,0.0,63189.16,0.0,0.0,0.0,2763146.69,0.0,302624.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103026002.0,McKeesport Area SD,Allegheny,2745358.0,,49880.0,2695478.0,0.0,0.0,49880.0,0.0,0.0,0.0,2095701.0,0.0,169857.0,0.0,270171.0,0.0,159749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103026303.0,Montour SD,Allegheny,4940197.81,,,4940197.81,0.0,0.0,0.0,0.0,0.0,0.0,4180297.82,0.0,759899.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103026343.0,Moon Area SD,Allegheny,5518798.0,,85654.0,5433144.0,0.0,0.0,85654.0,0.0,0.0,0.0,4627940.0,0.0,791599.0,13605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103026402.0,Mt Lebanon SD,Allegheny,8224981.78,,43671.29,8181310.49,0.0,0.0,43671.29,0.0,0.0,0.0,7392188.41,0.0,789122.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103026852.0,North Allegheny SD,Allegheny,13853902.6,,172337.94,13681564.66,172337.94,0.0,0.0,0.0,0.0,0.0,11765047.82,0.0,1916516.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103026902.0,North Hills SD,Allegheny,7476085.16,,77946.08,7398139.08,0.0,0.0,77946.08,0.0,0.0,0.0,5310373.48,0.0,798220.83,9409.23,417763.12,0.0,862372.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103026873.0,Northgate SD,Allegheny,1482064.0,,35377.0,1446687.0,24347.0,0.0,11030.0,0.0,0.0,0.0,1322202.0,0.0,124485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103027352.0,Penn Hills SD,Allegheny,4710556.24,,34529.09,4676027.15,0.0,0.0,34529.09,0.0,0.0,0.0,3702941.42,0.0,357790.69,0.0,232339.59,0.0,382955.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103021003.0,Pine-Richland SD,Allegheny,7789011.0,,72333.0,7716678.0,72333.0,0.0,0.0,0.0,0.0,0.0,6665120.0,0.0,1051558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102027451.0,Pittsburgh SD,Allegheny,117859515.94,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117859515.94,106255661.65,0.0,0.0,0.0,0.0,0.0,11603825.13,29.16
103027503.0,Plum Borough SD,Allegheny,3970810.53,,113052.11,3857758.42,82051.87,0.0,31000.24,0.0,0.0,0.0,3579440.16,0.0,278318.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103027753.0,Quaker Valley SD,Allegheny,4977293.0,,35878.0,4941415.0,35878.0,0.0,0.0,0.0,0.0,0.0,4347003.0,0.0,594412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103028203.0,Riverview SD,Allegheny,1431680.1900000002,,21988.84,1409691.35,0.0,0.0,21988.84,0.0,0.0,0.0,1232812.63,0.0,176878.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103028302.0,Shaler Area SD,Allegheny,5299150.36,,31133.11,5268017.25,0.0,0.0,31133.11,0.0,0.0,0.0,4852178.46,0.0,415838.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103028653.0,South Allegheny SD,Allegheny,1035711.63,,,1035711.63,0.0,0.0,0.0,0.0,0.0,0.0,998339.32,0.0,37372.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103028703.0,South Fayette Township SD,Allegheny,3572369.4499999997,,63851.8,3508517.65,42725.9,0.0,21125.9,0.0,0.0,0.0,2900736.35,0.0,607781.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103028753.0,South Park SD,Allegheny,2137380.69,,50227.04,2087153.65,38686.0,0.0,11541.04,0.0,0.0,0.0,1894709.65,0.0,158057.0,34387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103028833.0,Steel Valley SD,Allegheny,1812707.3800000001,,34901.8,1777805.58,0.0,0.0,34901.8,0.0,0.0,0.0,1483670.57,0.0,256776.81,37358.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103028853.0,Sto-Rox SD,Allegheny,979693.47,,18016.23,961677.24,0.0,0.0,18016.23,0.0,0.0,0.0,807879.37,0.0,82375.72,0.0,0.0,0.0,71422.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103029203.0,Upper Saint Clair SD,Allegheny,5906066.03,,,5906066.03,0.0,0.0,0.0,0.0,0.0,0.0,5029537.39,0.0,578493.95,0.0,0.0,0.0,298034.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103029403.0,West Allegheny SD,Allegheny,5166818.41,,1077253.13,4089565.28,0.0,0.0,121544.37,0.0,0.0,955708.76,3516929.15,0.0,572636.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103029553.0,West Jefferson Hills SD,Allegheny,5027409.6,,44958.75,4982450.85,0.0,0.0,44958.75,0.0,0.0,0.0,2930631.89,0.0,346455.21,0.0,1422416.27,0.0,282947.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103029603.0,West Mifflin Area SD,Allegheny,4052037.0,,68048.18,3983988.82,0.0,0.0,68048.18,0.0,0.0,0.0,2071250.74,0.0,247929.36,411799.38,634353.3,0.0,618656.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103029803.0,Wilkinsburg Borough SD,Allegheny,1383018.79,,11950.74,1371068.05,0.0,0.0,11950.74,0.0,0.0,0.0,1293840.58,0.0,77227.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103029902.0,Woodland Hills SD,Allegheny,5294207.67,,,5294207.67,0.0,0.0,0.0,0.0,0.0,0.0,4911819.97,0.0,382387.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128030603.0,Apollo-Ridge SD,Armstrong,707088.04,,30263.87,676824.17,20379.31,0.0,9884.56,0.0,0.0,0.0,620111.61,0.0,56712.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128030852.0,Armstrong SD,Armstrong,4223078.41,,,4223078.41,0.0,0.0,0.0,0.0,0.0,0.0,3867639.2,0.0,355439.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128033053.0,Freeport Area SD,Armstrong,1846225.3599999999,,14789.44,1831435.92,0.0,0.0,14789.44,0.0,0.0,0.0,1632436.47,0.0,198999.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128034503.0,Leechburg Area SD,Armstrong,422089.52999999997,,4065.12,418024.41,0.0,0.0,4065.12,0.0,0.0,0.0,378629.72,0.0,39394.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127040503.0,Aliquippa SD,Beaver,750435.1900000001,,8158.05,742277.14,0.0,0.0,8158.05,0.0,0.0,0.0,622717.24,0.0,64029.19,0.0,0.0,0.0,55530.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127040703.0,Ambridge Area SD,Beaver,3064473.27,,73931.58,2990541.69,46871.95,0.0,27059.63,0.0,0.0,0.0,2581655.73,0.0,252505.45,0.0,0.0,0.0,156380.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127041203.0,Beaver Area SD,Beaver,2360256.7399999998,,61672.36,2298584.38,25498.1,0.0,36174.26,0.0,0.0,0.0,1989757.87,0.0,308826.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127041503.0,Big Beaver Falls Area SD,Beaver,1178764.0,,50426.0,1128338.0,21932.0,0.0,21340.0,0.0,7154.0,0.0,911098.0,0.0,89711.0,0.0,0.0,0.0,127529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127041603.0,Blackhawk SD,Beaver,2731065.0,,80229.0,2650836.0,40079.0,0.0,40150.0,0.0,0.0,0.0,2406061.0,0.0,210490.0,34285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127042003.0,Central Valley SD,Beaver,3071415.73,,38027.61,3033388.12,0.0,0.0,38027.61,0.0,0.0,0.0,2181656.93,0.0,532894.31,0.0,0.0,0.0,318836.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127042853.0,Freedom Area SD,Beaver,1396070.35,,12213.75,1383856.6,0.0,0.0,12213.75,0.0,0.0,0.0,1277195.18,0.0,106661.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127044103.0,Hopewell Area SD,Beaver,2557133.12,,22406.5,2534726.62,0.0,0.0,22406.5,0.0,0.0,0.0,2210138.57,0.0,236476.17,0.0,0.0,0.0,88111.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127045303.0,Midland Borough SD,Beaver,204350.33000000002,,3776.66,200573.67,0.0,0.0,3776.66,0.0,0.0,0.0,173044.19,0.0,27529.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127045653.0,New Brighton Area SD,Beaver,1142740.36,,33526.54,1109213.82,22317.45,0.0,11209.09,0.0,0.0,0.0,927479.59,0.0,63989.97,0.0,117744.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127045853.0,Riverside Beaver County SD,Beaver,1261450.6800000002,,35070.07,1226380.61,35070.07,0.0,0.0,0.0,0.0,0.0,1136846.42,0.0,89534.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127046903.0,Rochester Area SD,Beaver,757828.0,,43906.0,713922.0,21925.0,8564.0,13417.0,0.0,0.0,0.0,556764.0,0.0,37052.0,0.0,22371.0,0.0,97735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127047404.0,South Side Area SD,Beaver,890558.0,,23117.0,867441.0,0.0,0.0,23117.0,0.0,0.0,0.0,807972.0,0.0,48722.0,0.0,10747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127049303.0,Western Beaver County SD,Beaver,652154.0,,,652154.0,0.0,0.0,0.0,0.0,0.0,0.0,586936.0,0.0,65218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108051003.0,Bedford Area SD,Bedford,2860418.05,1235840.0,138995.75,1485582.3,43261.9,0.0,95733.85,0.0,0.0,0.0,1312618.3,0.0,172964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108051503.0,Chestnut Ridge SD,Bedford,951976.47,,29399.1,922577.37,29399.1,0.0,0.0,0.0,0.0,0.0,848254.8,0.0,74322.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108053003.0,Everett Area SD,Bedford,1680183.69,832552.76,61557.68,786073.25,24047.6,0.0,37510.08,0.0,0.0,0.0,693790.33,0.0,92282.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108056004.0,Northern Bedford County SD,Bedford,777128.74,,61542.63,715586.11,18860.6,26196.68,16485.35,0.0,0.0,0.0,641680.38,0.0,65461.5,8444.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108058003.0,Tussey Mountain SD,Bedford,532550.66,,26101.46,506449.2,16542.9,0.0,9558.56,0.0,0.0,0.0,455523.8,0.0,50925.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114060503.0,Antietam SD,Berks,903764.46,,18281.2,885483.26,18281.2,0.0,0.0,0.0,0.0,0.0,813489.4,0.0,71993.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114060753.0,Boyertown Area SD,Berks,7805966.67,,208434.45,7597532.22,141589.1,0.0,66845.35,0.0,0.0,0.0,6658255.47,0.0,939276.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114060853.0,Brandywine Heights Area SD,Berks,1903752.5899999999,,53650.41,1850102.18,34871.0,0.0,18779.41,0.0,0.0,0.0,1685078.35,0.0,165023.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114061103.0,Conrad Weiser Area SD,Berks,2721131.25,,58356.2,2662775.05,58356.2,0.0,0.0,0.0,0.0,0.0,2309915.73,0.0,352859.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114061503.0,Daniel Boone Area SD,Berks,3455640.43,,55620.0,3400020.43,55620.0,0.0,0.0,0.0,0.0,0.0,3045805.75,0.0,354214.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114062003.0,Exeter Township SD,Berks,4798863.12,,163791.7,4635071.42,71087.68,0.0,92704.02,0.0,0.0,0.0,3720307.69,0.0,411937.8,0.0,0.0,0.0,502825.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114062503.0,Fleetwood Area SD,Berks,2416664.13,,55643.27,2361020.86,0.0,0.0,55643.27,0.0,0.0,0.0,2117049.18,0.0,205411.9,38559.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114063003.0,Governor Mifflin SD,Berks,5211493.970000001,,238136.61,4973357.36,93355.8,83664.52,61116.29,0.0,0.0,0.0,4464111.01,0.0,509246.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114063503.0,Hamburg Area SD,Berks,2281372.58,,54639.1,2226733.48,54639.1,0.0,0.0,0.0,0.0,0.0,1997095.66,0.0,229637.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114064003.0,Kutztown Area SD,Berks,1834361.98,,69124.43,1765237.55,34926.5,0.0,34197.93,0.0,0.0,0.0,1539739.03,0.0,201422.11,24076.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114065503.0,Muhlenberg SD,Berks,4191595.12,,80572.98,4111022.14,0.0,0.0,80572.98,0.0,0.0,0.0,2605790.23,0.0,503388.28,0.0,1001843.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114066503.0,Oley Valley SD,Berks,2054425.85,,39946.1,2014479.75,39946.1,0.0,0.0,0.0,0.0,0.0,1831216.71,0.0,183263.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114067002.0,Reading SD,Berks,14981725.690000001,8731031.57,1466042.34,4784651.78,0.0,0.0,138710.45,1327331.89,0.0,0.0,4365515.8,0.0,419135.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114067503.0,Schuylkill Valley SD,Berks,2253658.44,,39477.0,2214181.44,39477.0,0.0,0.0,0.0,0.0,0.0,1830451.65,0.0,383729.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114068003.0,Tulpehocken Area SD,Berks,1680193.07,,34870.05,1645323.02,34870.05,0.0,0.0,0.0,0.0,0.0,1454440.05,0.0,190882.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114068103.0,Twin Valley SD,Berks,3642952.51,,,3642952.51,0.0,0.0,0.0,0.0,0.0,0.0,3147418.7,0.0,495533.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114069103.0,Wilson  SD,Berks,9209898.81,,247444.91,8962453.9,122947.29,0.0,124497.62,0.0,0.0,0.0,5731638.47,0.0,859333.92,0.0,2371481.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114069353.0,Wyomissing Area SD,Berks,3033353.9,,97465.08,2935888.82,28962.5,0.0,68502.58,0.0,0.0,0.0,2279399.16,0.0,213208.96,0.0,443280.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108070502.0,Altoona Area SD,Blair,9177495.29,,374730.34,8802764.95,129351.31,97564.24,147814.79,0.0,0.0,0.0,5012205.79,0.0,895241.04,10507.17,1944275.32,0.0,940535.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108071003.0,Bellwood-Antis SD,Blair,789049.87,,40553.73,748496.14,14036.91,8585.44,17091.38,0.0,840.0,0.0,664763.46,0.0,83732.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108071504.0,Claysburg-Kimmel SD,Blair,488502.19,,33990.3,454511.89,18108.3,0.0,15882.0,0.0,0.0,0.0,417657.19,0.0,36854.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108073503.0,Hollidaysburg Area SD,Blair,3861083.84,,202073.84,3659010.0,96075.0,105998.84,0.0,0.0,0.0,0.0,3271882.41,0.0,387127.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108077503.0,Spring Cove SD,Blair,1372720.08,,123533.23,1249186.85,23082.6,39248.84,61201.79,0.0,0.0,0.0,1249186.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108078003.0,Tyrone Area SD,Blair,1301458.38,,,1301458.38,0.0,0.0,0.0,0.0,0.0,0.0,1301458.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108079004.0,Williamsburg Community SD,Blair,368596.82,,12771.8,355825.02,8353.27,0.0,4418.53,0.0,0.0,0.0,328301.98,0.0,27523.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
