AUN,School District,County,Tuition to Other SDs in the State,"Tuition to Brick & Mortar Charter
Schools:
Nonspecial","Tuition to Cyber Charter
Schools:
Nonspecial","Tuition to Brick & Mortar Charter
Schools:
Special","Tuition to Cyber Charter
Schools:
Special",Tuition to Nonpublic Schools,Tuition to CTCs,Tuition to Higher Ed and Technical Institutes,Tuition to Approved Private Schools,Tuition to PRRIs and Detention Centers,Tuition to Other LEAs
105253903.0,General McLane SD,Erie,93479.1,23285.28,597580.57,11426.9,533644.11,,2489902.97,,131298.61,18.24,120312.5
105254053.0,Girard SD,Erie,309675.52,25386.88,285293.28,0.0,110738.58,,1531868.51,9886.95,80004.6,,
105254353.0,Harbor Creek SD,Erie,194886.97,14471.96,378375.03,32466.84,251246.96,,2496863.96,,184674.6,13099.35,-250.0
105256553.0,Iroquois SD,Erie,137253.51,132416.54,367331.52,58500.78,201332.33,,281438.04,,88733.39,169986.39,
105257602.0,Millcreek Township SD,Erie,8032.11,1103332.72,1271416.02,244308.77,1116037.25,,7165960.12,,215267.75,737979.56,474804.5
105258303.0,North East SD,Erie,381325.75,21998.0,506518.99,0.0,173569.23,,1709449.54,,68719.01,6857.63,
105258503.0,Northwestern SD,Erie,54074.33,12018.48,598917.41,21641.26,313337.86,,1252978.49,,84329.13,52663.34,145405.5
105259103.0,Union City Area SD,Erie,19804.48,,271520.18,,103003.18,,914869.36,,15570.28,37530.52,
105259703.0,Wattsburg Area SD,Erie,153174.81,,429379.62,,352754.41,117197.01,352664.04,,64616.65,50223.8,
101260303.0,Albert Gallatin Area SD,Fayette,29404.43,,1259330.15,,1064470.13,64297.42,1548528.0,,3.37,176295.58,1262322.55
101260803.0,Brownsville Area SD,Fayette,96850.36,,620120.2,,834825.58,,672023.0,,252471.81,18162.34,1117431.53
101261302.0,Connellsville Area SD,Fayette,182183.49,,2717507.52,,0.0,1419058.82,2941194.9,,239136.75,,1006355.52
101262903.0,Frazier SD,Fayette,15263.76,,919736.93,,0.0,278266.5,325063.04,,71857.86,,133750.0
101264003.0,Laurel Highlands SD,Fayette,90641.42,,1111743.37,,935221.99,117938.72,1333382.78,4921.74,36038.99,5074.36,
101268003.0,Uniontown Area SD,Fayette,1228987.08,,1724092.24,,1193620.61,,1202633.77,,156632.54,,
106272003.0,Forest Area SD,Forest,52050.96,354943.7,262489.19,126998.75,158850.17,,342820.68,,,93320.38,
112281302.0,Chambersburg Area SD,Franklin,372621.0,,3421875.0,,2342906.0,1086445.0,2403439.0,289.0,236973.0,36415.0,18076.0
112282004.0,Fannett-Metal SD,Franklin,5580.0,,411587.6,,283793.55,,162362.68,,,69336.1,104911.73
112283003.0,Greencastle-Antrim SD,Franklin,71446.54,,411636.48,,119356.85,,904270.07,,,225826.03,
112286003.0,Tuscarora SD,Franklin,455172.0,,1153105.0,,409352.0,,659060.0,,,12999.0,
112289003.0,Waynesboro Area SD,Franklin,396086.39,,3001628.07,,5290.56,,937021.0,,,2731680.28,25115.8
111291304.0,Central Fulton SD,Fulton,15359.99,,628177.0,,444817.51,140206.87,318005.96,,,,
111292304.0,Forbes Road SD,Fulton,83597.36,,380431.71,,0.0,,111787.09,1182.0,,138878.49,
111297504.0,Southern Fulton SD,Fulton,149107.59,,382853.26,,268141.41,,248208.35,,,101024.9,
101301303.0,Carmichaels Area SD,Greene,129487.33,,372158.93,,243920.37,,582402.1,,78829.82,13864.38,38360.0
101301403.0,Central Greene SD,Greene,172061.4,,678002.31,,726118.46,184143.63,834199.05,,36045.95,97200.0,
101303503.0,Jefferson-Morgan SD,Greene,139650.42,,246799.05,,0.0,,383589.46,,,13373.69,
101306503.0,Southeastern Greene SD,Greene,172127.74,,205582.63,,161529.21,,303265.59,,,78396.6,
101308503.0,West Greene SD,Greene,3129.5,,266229.83,,64773.12,,385410.79,,,79616.31,
111312503.0,Huntingdon Area SD,Huntingdon,39674.82,1173425.73,819148.27,1357618.04,67575.52,,610587.96,,73603.88,31246.0,
111312804.0,Juniata Valley SD,Huntingdon,,85716.22,42321.34,91785.96,104951.69,,267158.04,,,603.0,
111316003.0,Mount Union Area SD,Huntingdon,202792.87,164721.92,772857.38,630046.0,689183.25,,550668.0,,,67493.36,16200.0
111317503.0,Southern Huntingdon County SD,Huntingdon,525719.42,12153.31,400392.91,9485.19,340838.02,,576735.0,,51258.37,142559.36,132562.9
128323303.0,Homer-Center SD,Indiana,197043.19,0.0,291637.32,263494.0,94874.21,,384658.18,,,9631.55,
128323703.0,Indiana Area SD,Indiana,200438.69,,961335.14,,501288.1,452642.61,967440.95,,149451.28,18938.75,
128325203.0,Marion Center Area SD,Indiana,152111.01,,412936.0,,321034.04,,612792.99,,92128.11,2402.69,345336.74
128326303.0,Penns Manor Area SD,Indiana,94188.57,,417624.16,,405071.91,,396696.96,,,,329391.98
128327303.0,Purchase Line SD,Indiana,220794.31,,275565.64,,262413.77,367510.74,296613.79,,,,
128321103.0,River Valley SD,Indiana,81914.0,,1151475.0,,498201.0,71419.0,650576.0,,,298347.0,
128328003.0,United SD,Indiana,341701.98,,710513.01,,484887.83,25469.0,323424.68,,315072.44,6537.86,
106330703.0,Brockway Area SD,Jefferson,566.09,,104254.88,,22044.0,,669567.75,,392614.94,,
106330803.0,Brookville Area SD,Jefferson,70926.55,,508924.47,,184170.14,,1113981.06,,,,
106338003.0,Punxsutawney Area SD,Jefferson,1905711.46,,1629542.45,,1240851.67,,1543639.11,,,,8757.08
111343603.0,Juniata County SD,Juniata,4291.54,4851.73,1914593.87,274200.49,1057862.66,,517738.5,,,831049.16,
119350303.0,Abington Heights SD,Lackawanna,92073.46,211317.12,1015664.24,78305.88,425184.02,628698.11,357136.25,2300.0,56627.44,77133.5,
119351303.0,Carbondale Area SD,Lackawanna,276356.73,609072.48,835660.23,739811.44,965013.65,,,,56627.44,211.67,387870.68
119352203.0,Dunmore SD,Lackawanna,181423.53,88261.28,428183.26,78998.88,380616.61,,360830.72,,,16637.27,637451.54
119354603.0,Lakeland SD,Lackawanna,16836.0,104185.29,684729.59,131358.69,878409.16,107745.67,371024.0,,99345.31,27728.77,4050.0
119355503.0,Mid Valley SD,Lackawanna,199531.06,81513.27,873183.08,100624.46,934008.02,,553032.36,3600.0,84941.16,4020.0,778420.1
119356503.0,North Pocono SD,Lackawanna,28971.99,42970.95,1284888.7,0.0,863664.05,669301.82,600517.0,92212.14,84920.58,,
119356603.0,Old Forge SD,Lackawanna,466952.61,,654055.28,,301886.37,,255469.79,-1131.68,,,
119357003.0,Riverside SD,Lackawanna,,27500.5,626484.09,21100.2,412170.89,,275689.92,15585.0,44000.72,9372.0,
119357402.0,Scranton SD,Lackawanna,91077.12,2023660.83,5759715.97,901710.3,3299109.31,1138328.27,1670770.02,8000.0,210402.55,41186.77,
119358403.0,Valley View SD,Lackawanna,175914.0,86064.0,1012683.0,27064.0,595512.0,,545027.0,,,542313.0,
113361303.0,Cocalico SD,Lancaster,546104.8,,922181.39,,619587.87,525667.7,1200501.91,,109350.0,299276.66,36166.25
113361503.0,Columbia Borough SD,Lancaster,113241.29,1951.21,789310.65,0.0,594619.39,,476191.35,,,6511.39,289075.23
113361703.0,Conestoga Valley SD,Lancaster,300359.81,0.0,901871.95,9745.0,306638.0,176982.5,1211280.78,,,19184.54,56873.24
113362203.0,Donegal SD,Lancaster,307463.98,,879282.35,,845814.75,,742970.81,,,17240.6,389223.5
113362303.0,Eastern Lancaster County SD,Lancaster,134759.82,5380.39,755106.98,4787.95,796530.5,,1142083.45,,,39961.16,132206.72
113362403.0,Elizabethtown Area SD,Lancaster,170572.6,,1368876.64,,756998.92,621237.54,1231698.19,350.0,60944.68,,66200.41
113362603.0,Ephrata Area SD,Lancaster,631135.23,,1351643.0,,560867.44,,892110.88,,51258.37,52548.82,
113363103.0,Hempfield SD,Lancaster,85941.62,,1149204.13,,1423961.81,,1363205.68,,1609800.73,90605.37,
113363603.0,Lampeter-Strasburg SD,Lancaster,941711.55,1586.95,685999.37,31621.77,302456.83,,574434.6,,25956.04,,31750.0
113364002.0,Lancaster SD,Lancaster,921029.0,1838657.0,2985429.0,1752703.0,1740184.0,,626093.0,49581.0,19106.0,30314.0,552255.0
113364403.0,Manheim Central SD,Lancaster,119546.0,,1558121.9,,778233.57,26979.71,1049896.34,,,146439.91,
113364503.0,Manheim Township SD,Lancaster,253312.06,12388.33,946646.88,22576.21,549478.14,,991466.6,,124107.85,86354.84,245715.38
113365203.0,Penn Manor SD,Lancaster,252587.44,42926.0,1120361.57,27512.0,776101.36,956755.21,1786801.36,,51258.37,8554.98,72044.0
113365303.0,Pequea Valley SD,Lancaster,1055724.83,44436.91,801711.85,0.0,0.0,,416342.0,,,405251.12,22482.0
113367003.0,Solanco SD,Lancaster,155176.8,113182.39,832430.34,31196.91,946548.22,,1287601.5,,-2.57,1692.98,358392.5
113369003.0,Warwick SD,Lancaster,320443.28,,1089018.26,,729724.27,,1020669.62,,23948.45,,
104372003.0,Ellwood City Area SD,Lawrence,220140.2,51661.27,827958.49,0.0,403411.84,86926.85,1051975.89,,162826.12,73737.8,750.0
104374003.0,Laurel SD,Lawrence,45646.34,45010.86,276241.93,0.0,48407.21,,333943.79,,21742.16,,
104375003.0,Mohawk Area SD,Lawrence,15392.12,32960.16,343144.29,46073.0,150365.92,164917.02,346192.93,225.0,153636.51,71737.8,137020.19
104375203.0,Neshannock Township SD,Lawrence,121391.6,77588.0,232754.58,24687.35,132200.0,113139.62,424208.76,,32208.08,128992.9,
104375302.0,New Castle Area SD,Lawrence,436450.82,123410.48,2021397.95,43900.85,256312.11,1014391.36,1866078.8,3320.0,217929.57,598013.24,
104376203.0,Shenango Area SD,Lawrence,410167.19,83191.19,267745.03,0.0,196386.91,,507790.91,,109952.07,5002.73,
104377003.0,Union Area SD,Lawrence,88553.0,166579.0,122590.0,116909.0,52234.0,169828.0,467106.0,,126545.0,,
104378003.0,Wilmington Area SD,Lawrence,142682.56,,519295.83,,352849.36,,231491.77,,27904.44,,
113380303.0,Annville-Cleona SD,Lebanon,22668.84,,587073.24,,444786.5,,515527.11,,400417.62,23736.54,
113381303.0,Cornwall-Lebanon SD,Lebanon,497490.38,,1046535.29,,985757.92,,1604129.89,,653287.36,45419.72,
113382303.0,Eastern Lebanon County SD,Lebanon,168747.49,,1214796.84,,471406.87,34150.0,728635.0,,,,
113384603.0,Lebanon SD,Lebanon,2100868.49,,1144088.49,,874151.28,,1170677.0,25643.0,,50461.45,
113385003.0,Northern Lebanon SD,Lebanon,166995.33,,1201027.91,,930219.35,665606.2,669882.0,,47085.33,346031.49,
113385303.0,Palmyra Area SD,Lebanon,144060.96,,1383300.71,,600000.0,445350.02,996464.78,,75753.27,8717.84,
121390302.0,Allentown City SD,Lehigh,392901.0,37258969.0,7341985.0,15456904.0,1958592.0,,6662407.0,1734363.0,74069.0,81891.0,
121391303.0,Catasauqua Area SD,Lehigh,52796.85,1532040.06,367195.74,760805.17,407642.45,,883542.58,162738.96,22697.74,7770.16,138878.67
121392303.0,East Penn SD,Lehigh,131160.97,2652750.69,1713909.54,839833.11,1492165.21,114208.0,2695923.22,898256.04,274974.17,128504.74,
121394503.0,Northern Lehigh SD,Lehigh,99014.87,389726.32,649861.91,16971.45,691186.13,,1227844.01,179438.96,406.13,12216.86,352787.0
121394603.0,Northwestern Lehigh SD,Lehigh,,878722.76,541230.42,386586.15,176796.86,,1356096.12,234732.96,,,
121395103.0,Parkland SD,Lehigh,106464.6,2321030.06,1935023.35,1257226.66,1333792.03,617753.0,4290189.38,1237777.04,,114.58,
121395603.0,Salisbury Township SD,Lehigh,92654.93,1497301.2,329941.89,461747.74,253910.14,345423.49,1066558.26,187169.96,,3742.1,
121395703.0,Southern Lehigh SD,Lehigh,30609.42,1159516.85,404806.1,469651.19,181250.8,,1241421.71,285248.96,25976.92,122771.33,172700.0
121397803.0,Whitehall-Coplay SD,Lehigh,36848.98,2134794.66,922610.67,719752.98,981515.36,394659.03,2266146.21,535158.96,23506.44,13563.09,101337.42
118401403.0,Crestwood SD,Luzerne,287564.35,98776.15,950657.01,128855.26,303063.4,,978329.0,,,,
118401603.0,Dallas SD,Luzerne,432136.0,23883.41,1113799.67,0.0,0.0,,444957.16,,41952.16,10.15,
118402603.0,Greater Nanticoke Area SD,Luzerne,1490404.8,1024688.65,1376585.11,0.0,0.0,,864218.12,,28313.72,28320.94,
118403003.0,Hanover Area SD,Luzerne,3623.31,,1282497.77,,1377395.37,,1210554.0,,1284900.89,5.02,
118403302.0,Hazleton Area SD,Luzerne,315674.14,16772.95,3197926.96,0.0,1467517.56,,,300.0,160413.59,2540578.3,
118403903.0,Lake-Lehman SD,Luzerne,,,532517.93,,320007.53,,403022.28,,56627.44,340648.08,
118406003.0,Northwest Area SD,Luzerne,96536.09,,855483.25,,199024.43,,480476.4,,,988245.29,79042.38
118406602.0,Pittston Area SD,Luzerne,1409446.53,196625.57,1748700.47,136346.01,589992.01,,1150891.56,,10381.7,13864.38,
118408852.0,Wilkes-Barre Area SD,Luzerne,1469379.32,3464578.89,3418767.67,2504886.71,3505420.39,,2774094.0,,101695.68,2259929.26,
118409203.0,Wyoming Area SD,Luzerne,790926.33,77445.62,703776.01,43451.31,770134.17,,735325.2,6600.0,28313.72,,
118409302.0,Wyoming Valley West SD,Luzerne,609098.32,187458.31,1488528.96,136965.54,1802255.57,2082805.5,3505341.12,,78057.83,10.14,-975.0
117412003.0,East Lycoming SD,Lycoming,149322.82,,665062.08,,159983.69,55200.0,441998.39,,,,3685.0
117414003.0,Jersey Shore Area SD,Lycoming,6063.72,887626.53,797964.86,465718.26,916665.41,,,,,,
117414203.0,Loyalsock Township SD,Lycoming,434.13,,424253.3,,227264.03,,287714.16,9700.01,,102609.14,
117415004.0,Montgomery Area SD,Lycoming,7687.76,,361191.9,,108236.69,,,,9006.52,518981.97,
117415103.0,Montoursville Area SD,Lycoming,228606.82,,538956.38,,418445.93,,259552.42,,,,5526.0
117415303.0,Muncy SD,Lycoming,32829.57,,497586.05,,251331.73,57264.0,314152.07,,28313.72,105158.79,
117416103.0,South Williamsport Area SD,Lycoming,67976.76,,417117.52,,330842.46,,223796.44,900.0,,15555.84,251910.74
117417202.0,Williamsport Area SD,Lycoming,785281.19,,3233338.25,,1892412.76,316800.0,,,109351.38,88011.47,
109420803.0,Bradford Area SD,McKean,261589.66,,754902.57,,452005.32,6382.21,,12936.0,,40348.62,542172.0
109422303.0,Kane Area SD,McKean,39179.73,,224725.78,,102593.89,40254.04,182034.7,,25601.7,94157.93,
109426003.0,Otto-Eldred SD,McKean,63118.49,,290389.78,,59477.43,,190183.33,,,,
109426303.0,Port Allegany SD,McKean,157413.52,,294830.17,,66999.73,,317412.68,,,,
109427503.0,Smethport Area SD,McKean,88246.47,,262996.51,,280346.37,,231399.56,,,,
104431304.0,Commodore Perry SD,Mercer,124798.66,,180029.31,,71326.0,,174009.2,,382005.0,,
104432503.0,Farrell Area SD,Mercer,1186.0,295475.0,432451.0,205967.0,860963.0,,109157.0,6624.0,,279520.0,
104432803.0,Greenville Area SD,Mercer,40164.52,145814.44,220797.56,306635.74,146786.66,32237.44,319646.12,,,4984.44,
104432903.0,Grove City Area SD,Mercer,45790.57,43063.32,305164.17,37505.29,309068.33,386179.67,597121.48,,99435.7,,63910.0
104433303.0,Hermitage SD,Mercer,275650.45,165846.66,409644.75,76137.84,148016.94,499960.2,601497.41,,61897.74,,56618.2
104433604.0,Jamestown Area SD,Mercer,2683.38,,427600.09,,180170.11,,226121.5,,,,
104433903.0,Lakeview SD,Mercer,3766.97,,592591.8,,463415.7,130513.79,578107.01,,34396.47,,
104435003.0,Mercer Area SD,Mercer,43607.95,80238.95,564904.09,209923.74,195670.4,,485026.56,,249023.38,10148.73,
104435303.0,Reynolds SD,Mercer,167041.9,161817.47,415617.24,227001.68,344044.56,,408026.41,,,,
104435603.0,Sharon City SD,Mercer,339340.1,388729.35,819193.26,1056968.26,1266938.05,648725.17,84402.67,,56006.65,19.82,
104435703.0,Sharpsville Area SD,Mercer,150932.39,109826.0,272102.74,32418.58,57443.66,,348723.42,,,,30950.58
104437503.0,West Middlesex Area SD,Mercer,81490.45,34316.5,363097.61,0.0,178628.97,,344682.17,,,,130132.58
111444602.0,Mifflin County SD,Mifflin,1211401.16,392442.7,1706889.31,374230.81,854031.91,,2069745.0,,,97971.31,
120452003.0,East Stroudsburg Area SD,Monroe,200311.41,937730.63,3830680.39,409882.14,3550460.45,275462.74,1707484.95,,2995.45,88016.33,16133.16
120455203.0,Pleasant Valley SD,Monroe,429489.82,337396.59,5285879.75,186024.48,2914383.64,,1684036.0,,23216.57,2529.37,
120455403.0,Pocono Mountain SD,Monroe,332904.62,1339032.38,7900544.24,307584.63,5020937.15,470444.89,3115787.0,,556776.3,36473.29,
120456003.0,Stroudsburg Area SD,Monroe,268753.71,593740.03,3420880.7,167972.01,2529559.25,,1586171.0,,5186.09,29162.8,
123460302.0,Abington SD,Montgomery,293526.84,198057.99,1045652.35,130750.91,652824.2,1082070.81,1662287.0,,275773.82,16775.9,200710.17
123460504.0,Bryn Athyn SD,Montgomery,29896.0,14805.0,,0.0,,,,,10274.47,,65346.0
123461302.0,Cheltenham SD,Montgomery,77830.72,271618.18,2560831.76,69431.64,722847.47,732472.83,1330139.0,7395.0,786528.31,,
123461602.0,Colonial SD,Montgomery,2074.71,78938.51,669788.87,0.0,653488.67,1930920.8,1636017.49,9625.0,2924212.11,,
123463603.0,Hatboro-Horsham SD,Montgomery,28313.26,17037.93,631051.02,0.0,386570.47,1506915.46,1329069.0,,383004.05,1000.0,187718.94
123463803.0,Jenkintown SD,Montgomery,450.0,,46074.41,,94160.38,,261488.0,,245650.47,,42680.25
123464502.0,Lower Merion SD,Montgomery,27264.52,22279.56,960056.07,57371.05,1214223.74,2254576.43,671452.0,,2004698.11,,43075.0
123464603.0,Lower Moreland Township SD,Montgomery,2927.55,107421.44,301591.0,0.0,0.0,1024998.12,384070.0,,21292.37,,
123465303.0,Methacton SD,Montgomery,5110.27,533144.95,763033.7,218039.41,350249.03,,1339274.0,,422424.91,347295.65,373538.1
123465602.0,Norristown Area SD,Montgomery,327939.57,4354193.46,2374858.54,3648629.22,1413583.77,,3273198.2,,1287541.03,82946.44,1099361.15
123465702.0,North Penn SD,Montgomery,204748.18,202379.14,2888071.79,77877.26,1797281.72,2626122.87,4538914.65,5850.0,942223.15,11443.17,
123466103.0,Perkiomen Valley SD,Montgomery,235379.96,304062.99,553299.18,139524.64,535636.66,,1858304.0,53342.0,384386.89,1133180.89,20550.98
123466303.0,Pottsgrove SD,Montgomery,67008.0,703252.0,919431.0,271408.0,1015910.0,,2159439.0,,171162.0,6830.0,506293.0
123466403.0,Pottstown SD,Montgomery,120094.4,536913.99,1633794.2,655811.81,1316124.77,1205295.89,,,417977.99,14395.98,24266.5
123467103.0,Souderton Area SD,Montgomery,453898.16,2133487.97,844150.37,1025724.46,505194.3,2190297.75,1758943.98,3000.0,326227.94,1744745.49,155820.0
123467203.0,Springfield Township SD,Montgomery,18887.14,19576.19,378882.15,0.0,218517.91,303861.44,683140.0,6000.0,112156.08,45009.92,236774.01
123467303.0,Spring-Ford Area SD,Montgomery,34668.72,1632773.28,920396.61,921620.28,841473.07,1051353.24,3565493.58,19750.0,1594953.93,577498.3,109774.0
123468303.0,Upper Dublin SD,Montgomery,27.67,,522348.75,,400406.86,534202.07,572560.0,134.41,2026.68,93562.62,
123468402.0,Upper Merion Area SD,Montgomery,166712.94,160300.96,1851170.09,42174.77,456015.19,,1239032.91,,1025564.93,27061.29,1611262.03
123468503.0,Upper Moreland Township SD,Montgomery,9748.0,,1111431.33,,597216.98,9444.99,1384927.0,2352.0,438708.82,,742877.63
123468603.0,Upper Perkiomen SD,Montgomery,6402.85,369655.78,1523056.79,128061.12,978463.04,480577.58,2654580.38,6700.0,486481.94,610.03,
123469303.0,Wissahickon SD,Montgomery,,,602658.1,,558535.4,596949.56,706430.0,36850.0,1135034.29,841203.11,
116471803.0,Danville Area SD,Montour,597156.64,,464277.59,,308604.38,,2076228.97,,56627.44,424.13,9571.21
120480803.0,Bangor Area SD,Northampton,71311.32,132622.45,1698780.82,100015.07,1486058.65,,1327405.51,448787.0,42722.93,20814.38,352.0
120481002.0,Bethlehem Area SD,Northampton,468929.62,19711850.93,4509566.08,6906723.84,3016394.18,891102.74,7367381.15,2480564.57,221708.66,11755.53,
120483302.0,Easton Area SD,Northampton,1225072.21,6150723.21,4478278.97,790858.33,656953.13,30385.75,2797925.52,1436204.92,23887.96,117349.68,
120484803.0,Nazareth Area SD,Northampton,83479.43,741082.19,1474459.46,248426.34,921640.6,110004.52,1699668.33,689720.04,23662.23,24194.24,
120484903.0,Northampton Area SD,Northampton,413152.42,1850074.7,1468854.4,537857.3,1317448.75,,2508583.41,863222.96,69716.67,11966.3,
120485603.0,Pen Argyl Area SD,Northampton,31108.07,142510.52,565919.12,85881.0,855663.51,,746724.5,265088.0,16970.72,177439.42,15273.0
120486003.0,Saucon Valley SD,Northampton,48870.88,1038992.23,786219.03,533802.26,562792.45,142579.68,750749.75,290823.96,65206.4,13531.64,
120488603.0,Wilson Area SD,Northampton,90134.55,728382.17,495138.08,138005.78,499778.65,,867619.46,334706.96,58662.19,423.34,
116493503.0,Line Mountain SD,Northumberland,46706.0,,573719.65,,556091.41,136542.0,78312.37,6385.0,,240.0,
116495003.0,Milton Area SD,Northumberland,11155.93,,565310.39,,191479.03,267664.0,21218.8,,,498.94,7352.19
116495103.0,Mount Carmel Area SD,Northumberland,610304.83,,1268252.44,,0.0,,363535.74,,51258.37,406.62,46731.52
116496503.0,Shamokin Area SD,Northumberland,130366.5,,1211168.85,,1093289.78,,869461.6,,26564.85,178945.72,205314.0
116496603.0,Shikellamy SD,Northumberland,257713.73,,1118973.44,,1012345.83,,1153652.34,,,384451.55,
116498003.0,Warrior Run SD,Northumberland,100465.48,,458499.47,,212826.74,,398812.55,3213.08,,,
115503004.0,Greenwood SD,Perry,102040.64,,322823.97,,258257.46,151165.0,180135.0,36311.0,,225.0,
115504003.0,Newport SD,Perry,110663.66,,774966.03,,632768.43,432412.8,302438.0,68193.0,,1072.0,
115506003.0,Susquenita SD,Perry,168895.97,206643.25,2625808.36,0.0,378640.09,,511194.0,,,469892.55,
115508003.0,West Perry SD,Perry,201497.46,,5143493.73,,0.0,817066.89,853761.0,128859.0,,290569.58,
126515001.0,Philadelphia City SD,Philadelphia,41520448.2,724293528.32,136845392.1,281332815.72,70726002.8,,24571856.0,,14224650.09,2891657.74,3760888.62
120522003.0,Delaware Valley SD,Pike,81359.42,1456139.07,,624989.49,,17044.9,,,135184.14,233.94,
119648303.0,Wallenpaupack Area SD,Pike,288031.83,53575.92,1230030.75,26412.92,769490.05,,,,15436.54,30990.07,
109530304.0,Austin Area SD,Potter,,,38758.0,,0.0,,67040.0,2875.0,,12709.0,
109531304.0,Coudersport Area SD,Potter,41888.38,,337945.67,,283759.62,,123770.12,,,4072.77,
109532804.0,Galeton Area SD,Potter,47333.63,,355974.99,,114660.0,,40594.0,,,4464.33,4935.0
109535504.0,Northern Potter SD,Potter,17101.29,,385995.46,,3767.52,,139872.53,,,,7930.0
109537504.0,Oswayo Valley SD,Potter,10323.03,,471966.98,,0.0,65813.5,179451.66,,,,3051.29
129540803.0,Blue Mountain SD,Schuylkill,106461.09,,1164687.58,,1054217.67,600662.55,896782.0,,23780.04,,
129544503.0,Mahanoy Area SD,Schuylkill,170318.62,92668.8,433592.38,141267.24,618900.54,,279187.0,,,2541.24,288985.0
129544703.0,Minersville Area SD,Schuylkill,439057.78,164070.88,490334.25,307736.39,631326.49,,380709.0,,,20935.22,
129545003.0,North Schuylkill SD,Schuylkill,326016.48,108468.05,1337205.69,0.0,0.0,,724382.34,,,543.49,
129546003.0,Pine Grove Area SD,Schuylkill,383898.94,3689.79,552051.77,0.0,29688.08,55044.91,566834.0,,,916.68,
129546103.0,Pottsville Area SD,Schuylkill,508377.94,408821.57,1162885.0,473008.61,1408975.54,,765964.89,,,13062.12,75395.8
129546803.0,Saint Clair Area SD,Schuylkill,1634735.06,129926.65,254745.88,47945.02,242129.22,66713.0,262267.0,,,,
129547303.0,Schuylkill Haven Area SD,Schuylkill,253848.12,79925.82,444143.34,7009.84,288356.68,,403533.73,,,121253.76,
129547203.0,Shenandoah Valley SD,Schuylkill,296969.81,148344.12,274135.46,193587.01,571434.18,,345270.67,,,5237.87,
129547603.0,Tamaqua Area SD,Schuylkill,126325.15,196280.0,770901.0,218268.57,683306.0,,723662.89,,20329.0,,
129547803.0,Tri-Valley SD,Schuylkill,34748.88,11877.01,302497.85,0.0,262470.41,,304568.0,,45548.31,,
129548803.0,Williams Valley SD,Schuylkill,505765.25,,1064532.38,,1406531.65,352810.24,310950.7,31440.0,,,
116555003.0,Midd-West SD,Snyder,,,,,,,,,,,
116557103.0,Selinsgrove Area SD,Snyder,34622.52,,1128170.8,,614742.95,,1123054.68,,,42809.11,118362.0
108561003.0,Berlin Brothersvalley SD,Somerset,21428.21,41065.53,93132.68,0.0,100533.28,,477413.56,,91417.26,42468.14,
108561803.0,Conemaugh Township Area SD,Somerset,19800.96,,273553.69,,127835.51,,389957.06,,,,
108565203.0,Meyersdale Area SD,Somerset,255708.37,,336543.13,,265952.02,,526606.97,,,,
108565503.0,North Star SD,Somerset,23103.54,,545242.7,,292927.64,,657116.29,,,171911.14,254416.45
108566303.0,Rockwood Area SD,Somerset,158119.55,,590379.96,,0.0,,477929.04,,,,33375.0
108567004.0,Salisbury-Elk Lick SD,Somerset,13833.22,,177741.18,,61250.12,,45356.09,,,,
108567204.0,Shade-Central City SD,Somerset,32021.1,,174318.79,,159069.37,6600.0,561982.19,,73714.29,,-33.0
108567404.0,Shanksville-Stonycreek SD,Somerset,29584.0,,61932.28,,0.0,,280583.08,3875.0,,15468.24,63100.0
108567703.0,Somerset Area SD,Somerset,77097.4,,620344.71,,348774.16,93520.0,1244558.76,,56152.73,7285.44,223810.27
108568404.0,Turkeyfoot Valley Area SD,Somerset,54803.29,,59503.47,,74809.08,,227852.11,,,,20480.0
108569103.0,Windber Area SD,Somerset,403983.59,,468500.83,,140556.09,,708012.4,,,,
117576303.0,Sullivan County SD,Sullivan,116201.08,,536077.73,,532995.31,,206359.54,,,2240.6,4116.0
119581003.0,Blue Ridge SD,Susquehanna,61374.29,,453017.1,,78964.19,,297448.18,,50605.22,35355.41,
119582503.0,Elk Lake SD,Susquehanna,13250.07,,1156049.42,,0.0,,1074666.32,-14960.0,,,200704.99
119583003.0,Forest City Regional SD,Susquehanna,149657.98,60902.04,447780.76,0.0,478427.93,,396197.2,15700.0,28313.72,,
119584503.0,Montrose Area SD,Susquehanna,4661.84,,1663655.89,,0.0,,428027.8,20400.0,,54016.56,
119584603.0,Mountain View SD,Susquehanna,47646.96,90519.12,530304.77,118252.74,716996.87,,510939.98,21500.0,28313.72,,
119586503.0,Susquehanna Community SD,Susquehanna,17105.44,,554178.62,,240419.87,,315411.99,25000.0,8022.22,194.16,2654.7
117596003.0,Northern Tioga SD,Tioga,79829.7,,700875.64,,523997.05,,,,6763.83,11944.78,307842.0
117597003.0,Southern Tioga SD,Tioga,96339.44,,675930.16,,530714.56,,,1000.0,,,14231.2
117598503.0,Wellsboro Area SD,Tioga,67291.92,,622569.84,,417380.7,,,,,-1762.05,18889.52
116604003.0,Lewisburg Area SD,Union,492418.23,,649910.36,,142846.62,,679932.78,,,,
116605003.0,Mifflinburg Area SD,Union,5800.57,,931590.95,,447996.99,,1354254.0,,355480.0,204975.21,
106611303.0,Cranberry Area SD,Venango,48652.96,199.41,409136.93,0.0,207902.01,,511991.07,,,69829.06,57500.01
