AUN,LEA Name,County,"Total Act 1, 511 and First Class SD Taxes (6130, 6140, 6150, 6160)","Act 1 Earned Income
6131","Total Act 511 Flat
6140","Total Act 511 Proportional
6150","Per Capita
6141","Occupation
Flat 6142","Local Services / Occupational Privilege
6143","Business Privilege Flat
6145","Mechanical Device Flat
6146","Other Flat Rate Assessments
6149","Act 511 Earned Income
6151","Occupation Millage
6152","Real Estate Transfer
6153","Amusement
6154","Business Privilege Proportional
6155","Mechanical Device Percentage
6156","Mercantile
6157","Other Proportional Assessments
6159","Total Non-Real Estate First Class SD Only
6160","1st Class Earned Income
6161","Liquor Sales
6162","Cigarette Tax
6163","Sales and
Use Tax
6164",General Business Taxes 6165,"Business Use & Occupancy
6166","Non-Business Income
6167","Real Estate Transfer
6168"
115224003.0,Lower Dauphin SD,Dauphin,8264303.12,,120592.31999999999,8143710.8,77348.4,,43243.92,,,,4916392.91,2430175.0,797142.89,,,,,,0.0,,,,,,,,
115226003.0,Middletown Area SD,Dauphin,7551973.63,,80946.67,7471026.96,,,80946.67,,,,6010793.96,,962235.82,,,,,497997.18,0.0,,,,,,,,
115226103.0,Millersburg Area SD,Dauphin,1464426.21,,16325.8,1448100.41,16325.8,,,,,,805133.17,509425.0,133542.24,,,,,,0.0,,,,,,,,
115228003.0,Steelton-Highspire SD,Dauphin,1280587.0,,384787.0,895800.0,180815.0,203972.0,,,,,755511.0,,140289.0,,,,,,0.0,,,,,,,,
115228303.0,Susquehanna Township SD,Dauphin,7632820.64,,162594.91,7470225.7299999995,59189.85,,103405.06,,,,4319606.01,2032905.1,1117714.62,,,,,,0.0,,,,,,,,
115229003.0,Upper Dauphin Area SD,Dauphin,2042372.84,,24576.3,2017796.54,24576.3,,,,,,1117543.8,725377.5,174875.24,,,,,,0.0,,,,,,,,
125231232.0,Chester-Upland SD,Delaware,976653.0,,0.0,976653.0,,,,,,,,,839129.0,,,,,137524.0,0.0,,,,,,,,
125231303.0,Chichester SD,Delaware,1569472.71,,0.0,1569472.71,,,,,,,,,1569472.71,,,,,,0.0,,,,,,,,
125234103.0,Garnet Valley SD,Delaware,1719030.0,,0.0,1719030.0,,,,,,,,,1719030.0,,,,,,0.0,,,,,,,,
125234502.0,Haverford Township SD,Delaware,2303470.75,,0.0,2303470.75,,,,,,,,,2303470.75,,,,,,0.0,,,,,,,,
125235103.0,Interboro SD,Delaware,1716515.82,,0.0,1716515.82,,,,,,,,,811771.76,,,,,904744.06,0.0,,,,,,,,
125235502.0,Marple Newtown SD,Delaware,2606714.18,,0.0,2606714.18,,,,,,,,,2606714.18,,,,,,0.0,,,,,,,,
125236903.0,Penn-Delco SD,Delaware,4969022.0,,0.0,4969022.0,,,,,,,3899581.0,,1069441.0,,,,,,0.0,,,,,,,,
125237603.0,Radnor Township SD,Delaware,2693363.58,,103252.18,2590111.4,,,103252.18,,,,,,2590111.4,,,,,,0.0,,,,,,,,
125237702.0,Ridley SD,Delaware,1250328.33,,0.0,1250328.33,,,,,,,,,1250328.33,,,,,,0.0,,,,,,,,
125237903.0,Rose Tree Media SD,Delaware,3183945.3200000003,,171597.41,3012347.91,,,171597.41,,,,,,3012347.91,,,,,,0.0,,,,,,,,
125238402.0,Southeast Delco SD,Delaware,1140640.0,,0.0,1140640.0,,,,,,,,,1140640.0,,,,,,0.0,,,,,,,,
125238502.0,Springfield SD,Delaware,2059311.69,,0.0,2059311.69,,,,,,,,,1089226.43,,,,970085.26,,0.0,,,,,,,,
125239452.0,Upper Darby SD,Delaware,4817306.99,,0.0,4817306.99,,,,,,,,,4817306.99,,,,,,0.0,,,,,,,,
125239603.0,Wallingford-Swarthmore SD,Delaware,1123257.6300000001,,55285.85,1067971.78,55285.85,,,,,,,,1067971.78,,,,,,0.0,,,,,,,,
125239652.0,William Penn SD,Delaware,960908.17,,0.0,960908.17,,,,,,,,,960908.17,,,,,,0.0,,,,,,,,
109243503.0,Johnsonburg Area SD,Elk,630993.17,,11893.8,619099.37,11893.8,,,,,,422791.43,155428.22,40879.72,,,,,,0.0,,,,,,,,
109246003.0,Ridgway Area SD,Elk,960191.4800000001,,14862.93,945328.55,,,14862.93,,,,684926.73,188138.57,72263.25,,,,,,0.0,,,,,,,,
109248003.0,Saint Marys Area SD,Elk,3831342.3,,85401.62,3745940.6799999997,32177.5,,53224.12,,,,2171986.09,1240309.29,333645.3,,,,,,0.0,,,,,,,,
105251453.0,Corry Area SD,Erie,1339956.49,,25655.65,1314300.84,25655.65,,,,,,1149818.24,,164482.6,,,,,,0.0,,,,,,,,
105252602.0,Erie City SD,Erie,9969152.0,,225869.0,9743283.0,,,225869.0,,,,7724995.0,,2018288.0,,,,,,0.0,,,,,,,,
105253303.0,Fairview SD,Erie,2378782.0,,25503.0,2353279.0,,,25503.0,,,,2048210.0,,305069.0,,,,,,0.0,,,,,,,,
105253553.0,Fort LeBoeuf SD,Erie,2552448.7,,86094.16,2466354.54,32327.61,,53766.55,,,,1870516.93,,595837.61,,,,,,0.0,,,,,,,,
105253903.0,General McLane SD,Erie,2313226.61,,31656.98,2281569.63,,,31656.98,,,,2042816.44,,238753.19,,,,,,0.0,,,,,,,,
105254053.0,Girard SD,Erie,1373613.16,,82278.20000000001,1291334.96,27954.6,40033.47,14290.13,,,,1163348.83,,127986.13,,,,,,0.0,,,,,,,,
105254353.0,Harbor Creek SD,Erie,2557539.48,,29356.45,2528183.03,,,29356.45,,,,2018964.18,,509218.85,,,,,,0.0,,,,,,,,
105256553.0,Iroquois SD,Erie,839097.05,,56231.6,782865.4500000001,38838.31,,17393.29,,,,695120.54,,87744.91,,,,,,0.0,,,,,,,,
105257602.0,Millcreek Township SD,Erie,10025905.610000001,,130328.55,9895577.06,,,126443.3,,3885.25,,8583527.66,,1312049.4,,,,,,0.0,,,,,,,,
105258303.0,North East SD,Erie,1379423.03,,0.0,1379423.03,,,,,,,1183781.48,,195641.55,,,,,,0.0,,,,,,,,
105258503.0,Northwestern SD,Erie,1022946.9299999999,,0.0,1022946.9299999999,,,,,,,912019.98,,110926.95,,,,,,0.0,,,,,,,,
105259103.0,Union City Area SD,Erie,655900.02,,14624.2,641275.8200000001,14624.2,,,,,,562814.28,,78461.54,,,,,,0.0,,,,,,,,
105259703.0,Wattsburg Area SD,Erie,1424079.9200000002,,38116.09,1385963.83,27080.19,,11035.9,,,,1235556.0,,150407.83,,,,,,0.0,,,,,,,,
101260303.0,Albert Gallatin Area SD,Fayette,2439080.52,,57033.979999999996,2382046.54,28748.1,,28285.88,,,,2138881.97,,243164.57,,,,,,0.0,,,,,,,,
101260803.0,Brownsville Area SD,Fayette,1208419.5,,32883.65,1175535.85,16335.0,,16548.65,,,,1089115.81,,86420.04,,,,,,0.0,,,,,,,,
101261302.0,Connellsville Area SD,Fayette,3555684.04,,0.0,3555684.04,,,,,,,3210508.98,,345175.06,,,,,,0.0,,,,,,,,
101262903.0,Frazier SD,Fayette,1025310.17,,21567.04,1003743.13,16227.1,,5339.94,,,,905236.3,,98506.83,,,,,,0.0,,,,,,,,
101264003.0,Laurel Highlands SD,Fayette,3740410.03,,106106.86,3634303.17,,,87114.72,,18992.14,,2518077.2,,414701.38,,,,701524.59,,0.0,,,,,,,,
101268003.0,Uniontown Area SD,Fayette,2578132.87,,102325.26999999999,2475807.6,38896.28,,63428.99,,,,1478234.73,,364158.29,127004.41,,,506410.17,,0.0,,,,,,,,
106272003.0,Forest Area SD,Forest,735782.8,,12308.76,723474.04,,,12308.76,,,,388612.92,,334861.12,,,,,,0.0,,,,,,,,
112281302.0,Chambersburg Area SD,Franklin,24074148.0,12328792.0,270686.0,11474670.0,,,270686.0,,,,8806279.0,,2668391.0,,,,,,0.0,,,,,,,,
112282004.0,Fannett-Metal SD,Franklin,561375.8200000001,,13832.12,547543.7000000001,13832.12,,,,,,452051.15,,95492.55,,,,,,0.0,,,,,,,,
112283003.0,Greencastle-Antrim SD,Franklin,4028774.1599999997,,42594.76,3986179.4,,,42594.76,,,,2980355.96,,1005823.44,,,,,,0.0,,,,,,,,
112286003.0,Tuscarora SD,Franklin,2764663.0,,0.0,2764663.0,,,,,,,2325175.0,,439488.0,,,,,,0.0,,,,,,,,
112289003.0,Waynesboro Area SD,Franklin,4939691.12,,255085.53,4684605.59,,213109.3,41976.23,,,,3844179.94,,840425.65,,,,,,0.0,,,,,,,,
111291304.0,Central Fulton SD,Fulton,824990.6,,24641.699999999997,800348.9,12250.9,12390.8,,,,,642259.61,,158089.29,,,,,,0.0,,,,,,,,
111292304.0,Forbes Road SD,Fulton,361483.0,,12303.0,349180.0,5959.0,6344.0,,,,,297018.0,,52162.0,,,,,,0.0,,,,,,,,
111297504.0,Southern Fulton SD,Fulton,704962.87,,9835.6,695127.27,9835.6,,,,,,487406.79,,207720.48,,,,,,0.0,,,,,,,,
101301303.0,Carmichaels Area SD,Greene,838476.05,,25156.74,813319.31,,,25156.74,,,,724723.51,,88595.8,,,,,,0.0,,,,,,,,
101301403.0,Central Greene SD,Greene,1716585.0,,0.0,1716585.0,,,,,,,1379745.7,,336839.3,,,,,,0.0,,,,,,,,
101303503.0,Jefferson-Morgan SD,Greene,682164.0900000001,,12530.36,669633.7300000001,9384.6,3145.76,,,,,595240.31,,74393.42,,,,,,0.0,,,,,,,,
101306503.0,Southeastern Greene SD,Greene,507913.74999999994,,5938.42,501975.32999999996,,,5938.42,,,,427917.74,,40690.29,33367.3,,,,,0.0,,,,,,,,
101308503.0,West Greene SD,Greene,694665.1900000001,,0.0,694665.1900000001,,,,,,,456220.96,,238444.23,,,,,,0.0,,,,,,,,
111312503.0,Huntingdon Area SD,Huntingdon,3492016.5300000003,1426459.53,163294.55,1902262.45,121235.05,,42059.5,,,,1418631.13,,483631.32,,,,,,0.0,,,,,,,,
111312804.0,Juniata Valley SD,Huntingdon,1263380.4100000001,650784.62,12845.05,599750.74,12845.05,,,,,,511330.73,,88420.01,,,,,,0.0,,,,,,,,
111316003.0,Mount Union Area SD,Huntingdon,978584.2100000001,,19588.3,958995.91,19588.3,,,,,,840208.61,,118787.3,,,,,,0.0,,,,,,,,
111317503.0,Southern Huntingdon County SD,Huntingdon,876229.03,,14485.6,861743.43,14485.6,,,,,,736912.77,,124830.66,,,,,,0.0,,,,,,,,
128323303.0,Homer-Center SD,Indiana,1210057.6099999999,,7286.46,1202771.15,,,7286.46,,,,1141950.15,,60821.0,,,,,,0.0,,,,,,,,
128323703.0,Indiana Area SD,Indiana,4718362.74,,0.0,4718362.74,,,,,,,4188472.85,,529889.89,,,,,,0.0,,,,,,,,
128325203.0,Marion Center Area SD,Indiana,1801742.6800000002,,0.0,1801742.6800000002,,,,,,,1691756.06,,109986.62,,,,,,0.0,,,,,,,,
128326303.0,Penns Manor Area SD,Indiana,939677.85,,14427.7,925250.15,14427.7,,,,,,870530.04,,54720.11,,,,,,0.0,,,,,,,,
128327303.0,Purchase Line SD,Indiana,917431.7000000001,,24243.06,893188.64,16564.9,,7678.16,,,,826036.25,,67152.39,,,,,,0.0,,,,,,,,
128321103.0,River Valley SD,Indiana,2600229.0,,52439.0,2547790.0,25972.0,,26467.0,,,,2389506.0,,158284.0,,,,,,0.0,,,,,,,,
128328003.0,United SD,Indiana,1402501.2500000002,,24691.870000000003,1377809.3800000001,19617.24,,5074.63,,,,1313793.28,,64016.1,,,,,,0.0,,,,,,,,
106330703.0,Brockway Area SD,Jefferson,1094927.29,,26974.5,1067952.79,16241.8,,10732.7,,,,790088.4,193275.6,84588.79,,,,,,0.0,,,,,,,,
106330803.0,Brookville Area SD,Jefferson,1683690.02,,31624.81,1652065.21,,,31624.81,,,,1142036.18,232163.79,277865.24,,,,,,0.0,,,,,,,,
106338003.0,Punxsutawney Area SD,Jefferson,2759980.83,,48158.2,2711822.63,48158.2,,,,,,1964617.56,441530.4,305674.67,,,,,,0.0,,,,,,,,
111343603.0,Juniata County SD,Juniata,3537167.3699999996,,220775.75,3316391.6199999996,73659.6,147116.15,,,,,2704540.86,,433218.07,178632.69,,,,,0.0,,,,,,,,
119350303.0,Abington Heights SD,Lackawanna,5713117.86,,51189.14,5661928.720000001,,,51189.14,,,,4887217.41,,774711.31,,,,,,0.0,,,,,,,,
119351303.0,Carbondale Area SD,Lackawanna,1221636.68,,5176.25,1216460.43,,5176.25,,,,,1011665.12,,204795.31,,,,,,0.0,,,,,,,,
119352203.0,Dunmore SD,Lackawanna,2354687.1599999997,,42973.98,2311713.1799999997,,42973.98,,,,,1925282.43,,386430.75,,,,,,0.0,,,,,,,,
119354603.0,Lakeland SD,Lackawanna,1867591.9900000002,,13362.8,1854229.1900000002,,,13362.8,,,,1644240.37,,209988.82,,,,,,0.0,,,,,,,,
119355503.0,Mid Valley SD,Lackawanna,2578376.35,,53143.64,2525232.71,,,53143.64,,,,1968861.37,,556371.34,,,,,,0.0,,,,,,,,
119356503.0,North Pocono SD,Lackawanna,4418871.13,,0.0,4418871.13,,,,,,,3191775.75,,1227095.38,,,,,,0.0,,,,,,,,
119356603.0,Old Forge SD,Lackawanna,1316938.77,,9514.83,1307423.94,,,9514.83,,,,1156239.02,,151184.92,,,,,,0.0,,,,,,,,
119357003.0,Riverside SD,Lackawanna,2202485.89,,48458.23,2154027.66,,,48458.23,,,,1580267.11,,472492.51,,,,,101268.04,0.0,,,,,,,,
119357402.0,Scranton SD,Lackawanna,20971745.779999997,,162594.83,20809150.95,,162594.83,,,,,12481639.29,,1370996.31,,6956515.35,,,,0.0,,,,,,,,
119358403.0,Valley View SD,Lackawanna,3837837.0,,42796.0,3795041.0,,42796.0,,,,,2535925.0,,1259116.0,,,,,,0.0,,,,,,,,
113361303.0,Cocalico SD,Lancaster,5168181.66,,0.0,5168181.66,,,,,,,4138001.5,,1030180.16,,,,,,0.0,,,,,,,,
113361503.0,Columbia Borough SD,Lancaster,1346721.2,,13531.58,1333189.6199999999,,,13531.58,,,,1084052.66,,249136.96,,,,,,0.0,,,,,,,,
113361703.0,Conestoga Valley SD,Lancaster,7787015.02,,262321.5,7524693.52,,,262321.5,,,,5956887.35,,1218939.17,348867.0,,,,,0.0,,,,,,,,
113362203.0,Donegal SD,Lancaster,4247657.62,,38311.08,4209346.54,,,38311.08,,,,3457526.22,,751820.32,,,,,,0.0,,,,,,,,
113362303.0,Eastern Lancaster County SD,Lancaster,5951488.74,,174090.92,5777397.82,,,174090.92,,,,4906596.28,,870801.54,,,,,,0.0,,,,,,,,
113362403.0,Elizabethtown Area SD,Lancaster,6067579.93,,0.0,6067579.93,,,,,,,4680199.0,,1387380.93,,,,,,0.0,,,,,,,,
113362603.0,Ephrata Area SD,Lancaster,6017023.49,,84220.24,5932803.25,84220.24,,,,,,4936965.32,,995837.93,,,,,,0.0,,,,,,,,
113363103.0,Hempfield SD,Lancaster,11063458.59,,0.0,11063458.59,,,,,,,8736180.13,,2327278.46,,,,,,0.0,,,,,,,,
113363603.0,Lampeter-Strasburg SD,Lancaster,4316595.68,,0.0,4316595.68,,,,,,,3734641.29,,581954.39,,,,,,0.0,,,,,,,,
113364002.0,Lancaster SD,Lancaster,11610685.0,,207066.0,11403619.0,,,207066.0,,,,8947781.0,,2455838.0,,,,,,0.0,,,,,,,,
113364403.0,Manheim Central SD,Lancaster,5383336.0,,0.0,5383336.0,,,,,,,4473824.0,,909512.0,,,,,,0.0,,,,,,,,
113364503.0,Manheim Township SD,Lancaster,11327200.8,,280983.47,11046217.33,,,280983.47,,,,9122325.1,,1923892.23,,,,,,0.0,,,,,,,,
113365203.0,Penn Manor SD,Lancaster,7378929.92,,0.0,7378929.92,,,,,,,6260727.69,,1118202.23,,,,,,0.0,,,,,,,,
113365303.0,Pequea Valley SD,Lancaster,3480854.12,,0.0,3480854.12,,,,,,,3037717.93,,443136.19,,,,,,0.0,,,,,,,,
113367003.0,Solanco SD,Lancaster,9769176.940000001,,0.0,9769176.940000001,,,,,,,8929515.96,,839660.98,,,,,,0.0,,,,,,,,
113369003.0,Warwick SD,Lancaster,7776182.04,,0.0,7776182.04,,,,,,,6853842.22,,922339.82,,,,,,0.0,,,,,,,,
104372003.0,Ellwood City Area SD,Lawrence,1837070.9000000001,,14726.07,1822344.83,,,14726.07,,,,1512429.93,,309914.9,,,,,,0.0,,,,,,,,
104374003.0,Laurel SD,Lawrence,1163861.55,,41519.3,1122342.25,41519.3,,,,,,1004471.84,,117870.41,,,,,,0.0,,,,,,,,
104375003.0,Mohawk Area SD,Lawrence,1327829.37,,23859.8,1303969.57,23859.8,,,,,,1177192.83,,126776.74,,,,,,0.0,,,,,,,,
104375203.0,Neshannock Township SD,Lawrence,1895653.65,,101736.65,1793917.0,60942.11,,40794.54,,,,1521741.22,,272175.78,,,,,,0.0,,,,,,,,
104375302.0,New Castle Area SD,Lawrence,1839461.49,,79824.26,1759637.23,79824.26,,,,,,1502940.98,,256696.25,,,,,,0.0,,,,,,,,
104376203.0,Shenango Area SD,Lawrence,1219935.6900000002,,49838.759999999995,1170096.9300000002,18413.8,,31424.96,,,,1001254.55,,168842.38,,,,,,0.0,,,,,,,,
104377003.0,Union Area SD,Lawrence,628118.0,,22400.0,605718.0,11021.0,,11379.0,,,,519598.0,,86120.0,,,,,,0.0,,,,,,,,
104378003.0,Wilmington Area SD,Lawrence,1378319.0,,59165.0,1319154.0,24828.0,,34337.0,,,,1141415.0,,177739.0,,,,,,0.0,,,,,,,,
113380303.0,Annville-Cleona SD,Lebanon,3128054.71,,0.0,3128054.71,,,,,,,2712517.34,,415537.37,,,,,,0.0,,,,,,,,
113381303.0,Cornwall-Lebanon SD,Lebanon,7731136.5600000005,,0.0,7731136.5600000005,,,,,,,5466273.03,,2264863.53,,,,,,0.0,,,,,,,,
113382303.0,Eastern Lebanon County SD,Lebanon,3533301.8400000003,,0.0,3533301.8400000003,,,,,,,2983612.99,,549688.85,,,,,,0.0,,,,,,,,
113384603.0,Lebanon SD,Lebanon,3070020.55,,85164.08,2984856.4699999997,20955.37,20831.96,43376.75,,,,2446476.19,,538380.28,,,,,,0.0,,,,,,,,
113385003.0,Northern Lebanon SD,Lebanon,3207712.61,,30817.19,3176895.42,30817.19,,,,,,2406357.65,,770537.77,,,,,,0.0,,,,,,,,
113385303.0,Palmyra Area SD,Lebanon,5172447.8,,62595.3,5109852.5,62595.3,,,,,,4245564.75,,864287.75,,,,,,0.0,,,,,,,,
121390302.0,Allentown City SD,Lehigh,14606467.0,,287856.0,14318611.0,106048.0,,181808.0,,,,11136494.0,,3182117.0,,,,,,0.0,,,,,,,,
121391303.0,Catasauqua Area SD,Lehigh,2511945.5,,62931.02,2449014.48,,,62931.02,,,,1353165.23,,707696.78,,,,,388152.47,0.0,,,,,,,,
121392303.0,East Penn SD,Lehigh,13383857.6,,0.0,13383857.6,,,,,,,10817409.41,,2566448.19,,,,,,0.0,,,,,,,,
121394503.0,Northern Lehigh SD,Lehigh,2077098.07,,46427.4,2030670.6700000002,31946.4,,14481.0,,,,1685397.87,,345272.8,,,,,,0.0,,,,,,,,
121394603.0,Northwestern Lehigh SD,Lehigh,3447204.2199999997,,52902.31,3394301.9099999997,,,52902.31,,,,2943197.61,,451104.3,,,,,,0.0,,,,,,,,
121395103.0,Parkland SD,Lehigh,19780321.319999997,,607536.9,19172784.419999998,,,607536.9,,,,14227489.62,,4945294.8,,,,,,0.0,,,,,,,,
121395603.0,Salisbury Township SD,Lehigh,4217990.32,,194401.73,4023588.59,76976.41,,117425.32,,,,2682245.37,,,,1341343.22,,,,0.0,,,,,,,,
121395703.0,Southern Lehigh SD,Lehigh,7433703.7,,54241.25,7379462.45,,,54241.25,,,,6232936.16,,1146526.29,,,,,,0.0,,,,,,,,
121397803.0,Whitehall-Coplay SD,Lehigh,6332687.21,,136696.91999999998,6195990.29,66543.16,,70153.76,,,,4182167.27,,994620.4,,1019202.62,,,,0.0,,,,,,,,
118401403.0,Crestwood SD,Luzerne,4418254.42,,33928.01,4384326.41,,,33928.01,,,,3742907.94,,641418.47,,,,,,0.0,,,,,,,,
118401603.0,Dallas SD,Luzerne,4149065.9499999997,,94243.8,4054822.15,50000.0,,44243.8,,,,3537971.8,,516850.35,,,,,,0.0,,,,,,,,
118402603.0,Greater Nanticoke Area SD,Luzerne,1908418.91,,12672.43,1895746.48,,,12672.43,,,,1675216.27,,220530.21,,,,,,0.0,,,,,,,,
118403003.0,Hanover Area SD,Luzerne,2089308.9000000001,,100115.33,1989193.57,39357.4,6648.3,54109.63,,,,1678756.59,,310436.98,,,,,,0.0,,,,,,,,
118403302.0,Hazleton Area SD,Luzerne,19150242.490000002,4469210.0,0.0,14681032.49,,,,,,,11673079.57,,3007952.92,,,,,,0.0,,,,,,,,
118403903.0,Lake-Lehman SD,Luzerne,2711388.71,,72933.77,2638454.94,39081.4,,32792.37,,1060.0,,2232190.77,,406264.17,,,,,,0.0,,,,,,,,
118406003.0,Northwest Area SD,Luzerne,1160672.98,,39563.899999999994,1121109.08,16249.8,23314.1,,,,,983453.45,,137655.63,,,,,,0.0,,,,,,,,
118406602.0,Pittston Area SD,Luzerne,4109312.9000000004,,87264.24,4022048.66,,,87264.24,,,,3467047.14,,555001.52,,,,,,0.0,,,,,,,,
118408852.0,Wilkes-Barre Area SD,Luzerne,10736371.2,,414472.02,10321899.18,175112.53,,239359.49,,,,5819724.72,,1803821.07,,1330528.5,,1367824.89,,0.0,,,,,,,,
118409203.0,Wyoming Area SD,Luzerne,2790457.46,,95026.47,2695430.9899999998,70305.56,,24720.91,,,,2324446.42,,370984.57,,,,,,0.0,,,,,,,,
118409302.0,Wyoming Valley West SD,Luzerne,6675005.050000001,,107546.19,6567458.86,47858.49,,59687.7,,,,4649921.73,,705618.34,,1211915.33,,3.46,,0.0,,,,,,,,
117412003.0,East Lycoming SD,Lycoming,3434257.02,,0.0,3434257.02,,,,,,,3252788.37,,181468.65,,,,,,0.0,,,,,,,,
117414003.0,Jersey Shore Area SD,Lycoming,4658536.64,,0.0,4658536.64,,,,,,,4305071.97,,353464.67,,,,,,0.0,,,,,,,,
117414203.0,Loyalsock Township SD,Lycoming,5091078.88,,31523.36,5059555.52,,,31523.36,,,,3779420.81,,860413.16,,419721.55,,,,0.0,,,,,,,,
117415004.0,Montgomery Area SD,Lycoming,1908052.4100000001,,5625.0,1902427.4100000001,,,,,5625.0,,1742179.05,,160248.36,,,,,,0.0,,,,,,,,
117415103.0,Montoursville Area SD,Lycoming,4343258.62,,0.0,4343258.62,,,,,,,4074691.26,,268567.36,,,,,,0.0,,,,,,,,
117415303.0,Muncy SD,Lycoming,2438909.51,,29224.51,2409685.0,,,29224.51,,,,2153366.13,,256318.87,,,,,,0.0,,,,,,,,
117416103.0,South Williamsport Area SD,Lycoming,2593174.13,,0.0,2593174.13,,,,,,,2426204.59,,166969.54,,,,,,0.0,,,,,,,,
117417202.0,Williamsport Area SD,Lycoming,11705633.27,,0.0,11705633.27,,,,,,,10943394.06,,762239.21,,,,,,0.0,,,,,,,,
109420803.0,Bradford Area SD,McKean,1987515.79,,0.0,1987515.79,,,,,,,1714736.06,,272779.73,,,,,,0.0,,,,,,,,
109422303.0,Kane Area SD,McKean,1082853.2200000002,270113.72,17828.37,794911.1300000001,17828.37,,,,,,703032.06,20981.4,70897.67,,,,,,0.0,,,,,,,,
109426003.0,Otto-Eldred SD,McKean,409191.02999999997,,0.0,409191.02999999997,,,,,,,352724.6,,56466.43,,,,,,0.0,,,,,,,,
109426303.0,Port Allegany SD,McKean,543696.23,,10775.3,532920.9299999999,10775.3,,,,,,476001.3,,56919.63,,,,,,0.0,,,,,,,,
109427503.0,Smethport Area SD,McKean,718656.86,,11662.0,706994.86,11662.0,,,,,,519176.2,,187818.66,,,,,,0.0,,,,,,,,
104431304.0,Commodore Perry SD,Mercer,415938.0,,28876.0,387062.0,19457.0,,9419.0,,,,387062.0,,,,,,,,0.0,,,,,,,,
104432503.0,Farrell Area SD,Mercer,321311.0,,18548.0,302763.0,2236.0,2759.0,13553.0,,,,302763.0,,,,,,,,0.0,,,,,,,,
104432803.0,Greenville Area SD,Mercer,1132854.0,,38747.7,1094106.3,15721.1,23026.6,,,,,907296.33,,186809.97,,,,,,0.0,,,,,,,,
104432903.0,Grove City Area SD,Mercer,2240533.82,,92580.9,2147952.92,41951.3,,50629.6,,,,1860358.35,,287594.57,,,,,,0.0,,,,,,,,
104433303.0,Hermitage SD,Mercer,2614728.21,,100286.13,2514442.08,43207.85,,57078.28,,,,1962156.76,,552285.32,,,,,,0.0,,,,,,,,
104433604.0,Jamestown Area SD,Mercer,430508.67,,0.0,430508.67,,,,,,,353786.31,,76722.36,,,,,,0.0,,,,,,,,
104433903.0,Lakeview SD,Mercer,1064813.65,,22628.03,1042185.62,20740.3,1887.73,,,,,885290.99,,156894.63,,,,,,0.0,,,,,,,,
104435003.0,Mercer Area SD,Mercer,1206155.48,,42420.65,1163734.83,22274.0,,20146.65,,,,1018490.75,,145244.08,,,,,,0.0,,,,,,,,
104435303.0,Reynolds SD,Mercer,1023227.95,,39258.59,983969.36,24653.3,,14605.29,,,,797677.21,,186292.15,,,,,,0.0,,,,,,,,
104435603.0,Sharon City SD,Mercer,1146387.44,,66737.14,1079650.3,41688.81,,25048.33,,,,896758.79,,182891.51,,,,,,0.0,,,,,,,,
104435703.0,Sharpsville Area SD,Mercer,1031755.4199999999,,50919.44,980835.98,19311.68,31607.76,,,,,879632.71,,101203.27,,,,,,0.0,,,,,,,,
104437503.0,West Middlesex Area SD,Mercer,776162.37,,19332.29,756830.08,3363.68,,15968.61,,,,756830.08,,,,,,,,0.0,,,,,,,,
111444602.0,Mifflin County SD,Mifflin,8602598.620000001,,182442.56,8420156.06,103448.73,,78993.83,,,,7666080.16,,754075.9,,,,,,0.0,,,,,,,,
120452003.0,East Stroudsburg Area SD,Monroe,6422218.29,,73098.64,6349119.65,,,73098.64,,,,4269467.61,,2079652.04,,,,,,0.0,,,,,,,,
120455203.0,Pleasant Valley SD,Monroe,4809523.41,,0.0,4809523.41,,,,,,,3747494.4,,1062029.01,,,,,,0.0,,,,,,,,
120455403.0,Pocono Mountain SD,Monroe,11644877.43,,0.0,11644877.43,,,,,,,6472462.47,,5172414.96,,,,,,0.0,,,,,,,,
120456003.0,Stroudsburg Area SD,Monroe,5459119.680000001,,79211.61,5379908.07,,,79211.61,,,,3947031.23,,1432876.84,,,,,,0.0,,,,,,,,
123460302.0,Abington SD,Montgomery,11668573.11,,0.0,11668573.11,,,,,,,8975099.67,,2693473.44,,,,,,0.0,,,,,,,,
123460504.0,Bryn Athyn SD,Montgomery,147388.08,,0.0,147388.08,,,,,,,147388.08,,,,,,,,0.0,,,,,,,,
123461302.0,Cheltenham SD,Montgomery,6967340.55,,57966.55,6909374.0,,,57966.55,,,,4268813.0,,1980307.07,,,,660253.93,,0.0,,,,,,,,
123461602.0,Colonial SD,Montgomery,15203853.0,,0.0,15203853.0,,,,,,,11400091.0,,3726653.0,77109.0,,,,,0.0,,,,,,,,
123463603.0,Hatboro-Horsham SD,Montgomery,9143343.41,,0.0,9143343.41,,,,,,,7003695.94,,2139647.47,,,,,,0.0,,,,,,,,
123463803.0,Jenkintown SD,Montgomery,1803486.1900000002,,27166.06,1776320.1300000001,,,27166.06,,,,1527983.83,,201804.34,,,,46531.96,,0.0,,,,,,,,
123464502.0,Lower Merion SD,Montgomery,7861608.180000001,,214717.49,7646890.69,,,214717.49,,,,,,7646890.69,,,,,,0.0,,,,,,,,
123464603.0,Lower Moreland Township SD,Montgomery,3238798.2,,0.0,3238798.2,,,,,,,2404671.87,,834126.33,,,,,,0.0,,,,,,,,
123465303.0,Methacton SD,Montgomery,10179058.72,,109568.09,10069490.63,,109568.09,,,,,8292787.93,,1765050.96,11651.74,,,,,0.0,,,,,,,,
