Year,School Name,Subject,Group,Grade,Number Scored,Percent Advanced,Percent Proficient,Percent Basic,Percent Below Basic
2018,GETTYSBURG AREA HS,Biology,Historically Underperforming,11,104,15.4,41.3,26,17.3
2018,GETTYSBURG AREA HS,Literature,All Students,11,222,9.9,68.9,17.1,4.1
2018,GETTYSBURG AREA HS,Literature,Historically Underperforming,11,104,4.8,57.7,30.8,6.7
2018,LITTLESTOWN SHS,Algebra I,All Students,11,137,44.5,39.4,11.7,4.4
2018,LITTLESTOWN SHS,Algebra I,Historically Underperforming,11,43,27.9,34.9,23.3,14
2018,LITTLESTOWN SHS,Biology,All Students,11,137,46,36.5,12.4,5.1
2018,LITTLESTOWN SHS,Biology,Historically Underperforming,11,42,28.6,35.7,21.4,14.3
2018,LITTLESTOWN SHS,Literature,All Students,11,136,16.2,64.7,14,5.1
2018,LITTLESTOWN SHS,Literature,Historically Underperforming,11,42,9.5,54.8,21.4,14.3
2018,BIGLERVILLE HS,Algebra I,All Students,11,131,18.3,43.5,32.8,5.3
2018,BIGLERVILLE HS,Algebra I,Historically Underperforming,11,57,8.8,35.1,45.6,10.5
2018,BIGLERVILLE HS,Biology,All Students,11,130,34.6,36.9,20.8,7.7
2018,BIGLERVILLE HS,Biology,Historically Underperforming,11,57,17.5,45.6,24.6,12.3
2018,BIGLERVILLE HS,Literature,All Students,11,131,3.8,71.8,14.5,9.9
2018,BIGLERVILLE HS,Literature,Historically Underperforming,11,57,0,63.2,19.3,17.5
2018,A W BEATTIE CAREER CENTER,Algebra I,All Students,11,12,0,8.3,58.3,33.3
2018,A W BEATTIE CAREER CENTER,Biology,All Students,11,11,0,9.1,45.5,45.5
2018,A W BEATTIE CAREER CENTER,Literature,All Students,11,13,0,38.5,46.2,15.4
2018,ACADEMY CHARTER SCHOOL,Algebra I,All Students,11,12,0,0,16.7,83.3
2018,ACADEMY CHARTER SCHOOL,Algebra I,Historically Underperforming,11,11,0,0,18.2,81.8
2018,ACADEMY CHARTER SCHOOL,Biology,All Students,11,12,0,0,0,100
2018,ACADEMY CHARTER SCHOOL,Biology,Historically Underperforming,11,11,0,0,0,100
2018,ACADEMY CHARTER SCHOOL,Literature,All Students,11,12,0,0,16.7,83.3
2018,ACADEMY CHARTER SCHOOL,Literature,Historically Underperforming,11,11,0,0,9.1,90.9
2018,SPRINGDALE JSHS,Algebra I,All Students,11,58,17.2,53.4,24.1,5.2
2018,SPRINGDALE JSHS,Algebra I,Historically Underperforming,11,27,7.4,59.3,22.2,11.1
2018,SPRINGDALE JSHS,Biology,All Students,11,56,25,48.2,16.1,10.7
2018,SPRINGDALE JSHS,Biology,Historically Underperforming,11,24,20.8,41.7,16.7,20.8
2018,SPRINGDALE JSHS,Literature,All Students,11,58,10.3,72.4,13.8,3.4
2018,SPRINGDALE JSHS,Literature,Historically Underperforming,11,26,7.7,65.4,19.2,7.7
2018,AVONWORTH SHS,Algebra I,All Students,11,127,30.7,46.5,16.5,6.3
2018,AVONWORTH SHS,Algebra I,Historically Underperforming,11,34,17.6,35.3,29.4,17.6
2018,AVONWORTH SHS,Biology,All Students,11,126,39.7,35.7,16.7,7.9
2018,AVONWORTH SHS,Biology,Historically Underperforming,11,34,14.7,35.3,29.4,20.6
2018,AVONWORTH SHS,Literature,All Students,11,120,18.3,66.7,13.3,1.7
2018,AVONWORTH SHS,Literature,Historically Underperforming,11,32,12.5,50,31.3,6.3
2018,BALDWIN SHS,Algebra I,All Students,11,312,28.8,46.2,20.5,4.5
2018,BALDWIN SHS,Algebra I,Historically Underperforming,11,108,13,36.1,39.8,11.1
2018,BALDWIN SHS,Biology,All Students,11,308,39.6,37.7,16.6,6.2
2018,BALDWIN SHS,Biology,Historically Underperforming,11,105,21,31.4,29.5,18.1
2018,BALDWIN SHS,Literature,All Students,11,312,12.2,69.9,14.7,3.2
2018,BALDWIN SHS,Literature,Historically Underperforming,11,108,5.6,57.4,27.8,9.3
2018,BETHEL PARK SHS,Algebra I,All Students,11,342,27.8,46.8,19,6.4
2018,BETHEL PARK SHS,Algebra I,Historically Underperforming,11,93,15.1,32.3,30.1,22.6
2018,BETHEL PARK SHS,Biology,All Students,11,342,32.7,46.2,13.5,7.6
2018,BETHEL PARK SHS,Biology,Historically Underperforming,11,93,14,37.6,23.7,24.7
2018,BETHEL PARK SHS,Literature,All Students,11,341,11.7,74.2,10.3,3.8
2018,BETHEL PARK SHS,Literature,Historically Underperforming,11,93,9.7,54.8,21.5,14
2018,BRENTWOOD SHS,Algebra I,All Students,11,74,12.2,58.1,23,6.8
2018,BRENTWOOD SHS,Algebra I,Historically Underperforming,11,35,5.7,45.7,34.3,14.3
2018,BRENTWOOD SHS,Biology,All Students,11,74,25.7,43.2,20.3,10.8
2018,BRENTWOOD SHS,Biology,Historically Underperforming,11,35,11.4,42.9,25.7,20
2018,BRENTWOOD SHS,Literature,All Students,11,74,6.8,70.3,21.6,1.4
2018,BRENTWOOD SHS,Literature,Historically Underperforming,11,35,0,60,37.1,2.9
2018,CARLYNTON JSHS,Algebra I,All Students,11,93,4.3,62.4,29,4.3
2018,CARLYNTON JSHS,Algebra I,Historically Underperforming,11,40,2.5,50,37.5,10
2018,CARLYNTON JSHS,Biology,All Students,11,93,24.7,55.9,17.2,2.2
2018,CARLYNTON JSHS,Biology,Historically Underperforming,11,40,10,60,25,5
2018,CARLYNTON JSHS,Literature,All Students,11,93,9.7,75.3,11.8,3.2
2018,CARLYNTON JSHS,Literature,Historically Underperforming,11,40,0,75,17.5,7.5
2018,CHARTIERS VALLEY HS,Algebra I,All Students,11,240,11.3,60,25,3.8
2018,CHARTIERS VALLEY HS,Algebra I,Historically Underperforming,11,84,4.8,54.8,29.8,10.7
2018,CHARTIERS VALLEY HS,Biology,All Students,11,240,35.8,42.5,14.6,7.1
2018,CHARTIERS VALLEY HS,Biology,Historically Underperforming,11,85,24.7,37.6,21.2,16.5
2018,CHARTIERS VALLEY HS,Literature,All Students,11,234,6.8,68.8,16.7,7.7
2018,CHARTIERS VALLEY HS,Literature,Historically Underperforming,11,80,3.8,61.3,22.5,12.5
2018,CITY CHS,Algebra I,All Students,11,137,8.8,33.6,40.1,17.5
2018,CITY CHS,Algebra I,Historically Underperforming,11,102,7.8,29.4,41.2,21.6
2018,CITY CHS,Biology,All Students,11,138,15.9,32.6,28.3,23.2
2018,CITY CHS,Biology,Historically Underperforming,11,102,12.7,30.4,31.4,25.5
2018,CITY CHS,Literature,All Students,11,139,5,66.2,23.7,5
2018,CITY CHS,Literature,Historically Underperforming,11,103,1.9,66,25.2,6.8
2018,CLAIRTON MS/HS,Algebra I,All Students,11,40,5,30,57.5,7.5
2018,CLAIRTON MS/HS,Algebra I,Historically Underperforming,11,33,3,27.3,60.6,9.1
2018,CLAIRTON MS/HS,Biology,All Students,11,40,7.5,32.5,37.5,22.5
2018,CLAIRTON MS/HS,Biology,Historically Underperforming,11,33,3,33.3,36.4,27.3
2018,CLAIRTON MS/HS,Literature,All Students,11,39,2.6,53.8,35.9,7.7
2018,CLAIRTON MS/HS,Literature,Historically Underperforming,11,32,0,56.3,34.4,9.4
2018,CORNELL HS,Algebra I,All Students,11,39,2.6,25.6,53.8,17.9
2018,CORNELL HS,Algebra I,Historically Underperforming,11,39,2.6,25.6,53.8,17.9
2018,CORNELL HS,Biology,All Students,11,39,12.8,25.6,38.5,23.1
2018,CORNELL HS,Biology,Historically Underperforming,11,39,12.8,25.6,38.5,23.1
2018,CORNELL HS,Literature,All Students,11,39,0,51.3,38.5,10.3
2018,CORNELL HS,Literature,Historically Underperforming,11,39,0,51.3,38.5,10.3
2018,DEER LAKES HS,Algebra I,All Students,11,127,14.2,48,29.9,7.9
2018,DEER LAKES HS,Algebra I,Historically Underperforming,11,44,9.1,22.7,50,18.2
2018,DEER LAKES HS,Biology,All Students,11,132,27.3,42.4,24.2,6.1
2018,DEER LAKES HS,Biology,Historically Underperforming,11,47,17,27.7,40.4,14.9
2018,DEER LAKES HS,Literature,All Students,11,131,16.8,55,19.1,9.2
2018,DEER LAKES HS,Literature,Historically Underperforming,11,47,8.5,44.7,29.8,17
2018,EAST ALLEGHENY JSHS,Algebra I,All Students,11,99,9.1,31.3,28.3,31.3
2018,EAST ALLEGHENY JSHS,Algebra I,Historically Underperforming,11,53,9.4,30.2,24.5,35.8
2018,EAST ALLEGHENY JSHS,Biology,All Students,11,102,12.7,35.3,25.5,26.5
2018,EAST ALLEGHENY JSHS,Biology,Historically Underperforming,11,56,8.9,35.7,23.2,32.1
2018,EAST ALLEGHENY JSHS,Literature,All Students,11,102,2,40.2,40.2,17.6
2018,EAST ALLEGHENY JSHS,Literature,Historically Underperforming,11,56,1.8,35.7,42.9,19.6
2018,ELIZABETH FORWARD SH,Algebra I,All Students,11,182,6,61,27.5,5.5
2018,ELIZABETH FORWARD SH,Algebra I,Historically Underperforming,11,63,1.6,38.1,46,14.3
2018,ELIZABETH FORWARD SH,Biology,All Students,11,177,20.9,48.6,18.1,12.4
2018,ELIZABETH FORWARD SH,Biology,Historically Underperforming,11,63,6.3,44.4,27,22.2
2018,ELIZABETH FORWARD SH,Literature,All Students,11,166,5.4,71.1,18.1,5.4
2018,ELIZABETH FORWARD SH,Literature,Historically Underperforming,11,54,1.9,53.7,31.5,13
2018,FORBES RD CAREER & TECH CTR,Algebra I,All Students,11,16,12.5,18.8,18.8,50
2018,FORBES RD CAREER & TECH CTR,Algebra I,Historically Underperforming,11,15,13.3,20,13.3,53.3
2018,FORBES RD CAREER & TECH CTR,Biology,All Students,11,13,15.4,7.7,30.8,46.2
2018,FORBES RD CAREER & TECH CTR,Biology,Historically Underperforming,11,12,16.7,8.3,33.3,41.7
2018,FORBES RD CAREER & TECH CTR,Literature,All Students,11,15,0,33.3,26.7,40
2018,FORBES RD CAREER & TECH CTR,Literature,Historically Underperforming,11,14,0,35.7,28.6,35.7
2018,FOX CHAPEL AREA SHS,Algebra I,All Students,11,317,47,43.8,7.3,1.9
2018,FOX CHAPEL AREA SHS,Algebra I,Historically Underperforming,11,73,24.7,46.6,21.9,6.8
2018,FOX CHAPEL AREA SHS,Biology,All Students,11,314,59.2,31.8,6.7,2.2
2018,FOX CHAPEL AREA SHS,Biology,Historically Underperforming,11,71,28.2,47.9,15.5,8.5
2018,FOX CHAPEL AREA SHS,Literature,All Students,11,317,24.6,68.8,5.7,0.9
2018,FOX CHAPEL AREA SHS,Literature,Historically Underperforming,11,73,5.5,69.9,20.5,4.1
2018,GATEWAY SHS,Algebra I,All Students,11,239,16.3,53.6,24.7,5.4
2018,GATEWAY SHS,Algebra I,Historically Underperforming,11,105,7.6,40,40,12.4
2018,GATEWAY SHS,Biology,All Students,11,240,28.3,44.6,17.9,9.2
2018,GATEWAY SHS,Biology,Historically Underperforming,11,106,14.2,36.8,32.1,17
2018,GATEWAY SHS,Literature,All Students,11,238,8.4,73.5,12.2,5.9
2018,GATEWAY SHS,Literature,Historically Underperforming,11,105,4.8,61,21.9,12.4
2018,HAMPTON HS,Algebra I,All Students,11,246,52.4,39.8,6.5,1.2
2018,HAMPTON HS,Algebra I,Historically Underperforming,11,41,22,43.9,29.3,4.9
2018,HAMPTON HS,Biology,All Students,11,247,62.8,27.9,8.5,0.8
2018,HAMPTON HS,Biology,Historically Underperforming,11,41,36.6,31.7,26.8,4.9
2018,HAMPTON HS,Literature,All Students,11,247,34.4,60.7,3.6,1.2
2018,HAMPTON HS,Literature,Historically Underperforming,11,41,17.1,63.4,14.6,4.9
2018,HIGHLANDS HS,Algebra I,All Students,11,163,3.7,46,39.3,11
2018,HIGHLANDS HS,Algebra I,Historically Underperforming,11,110,2.7,40.9,40,16.4
2018,HIGHLANDS HS,Biology,All Students,11,159,3.8,35.8,39,21.4
2018,HIGHLANDS HS,Biology,Historically Underperforming,11,106,2.8,30.2,40.6,26.4
2018,HIGHLANDS HS,Literature,All Students,11,163,0,55.2,35,9.8
2018,HIGHLANDS HS,Literature,Historically Underperforming,11,110,0,48.2,38.2,13.6
2018,HILL HOUSE PASSPORT ACADEMY CS,Algebra I,All Students,11,31,0,3.2,38.7,58.1
2018,HILL HOUSE PASSPORT ACADEMY CS,Algebra I,Historically Underperforming,11,20,0,5,35,60
2018,HILL HOUSE PASSPORT ACADEMY CS,Biology,All Students,11,28,0,3.6,14.3,82.1
2018,HILL HOUSE PASSPORT ACADEMY CS,Biology,Historically Underperforming,11,16,0,6.3,18.8,75
2018,HILL HOUSE PASSPORT ACADEMY CS,Literature,All Students,11,30,0,10,36.7,53.3
2018,HILL HOUSE PASSPORT ACADEMY CS,Literature,Historically Underperforming,11,19,0,5.3,42.1,52.6
2018,KEYSTONE OAKS HS,Algebra I,All Students,11,149,16.1,62.4,16.8,4.7
2018,KEYSTONE OAKS HS,Algebra I,Historically Underperforming,11,57,1.8,50.9,36.8,10.5
2018,KEYSTONE OAKS HS,Biology,All Students,11,150,18,45.3,22.7,14
2018,KEYSTONE OAKS HS,Biology,Historically Underperforming,11,58,8.6,31,29.3,31
2018,KEYSTONE OAKS HS,Literature,All Students,11,147,6.8,68,17,8.2
2018,KEYSTONE OAKS HS,Literature,Historically Underperforming,11,56,1.8,44.6,35.7,17.9
2018,MCKEESPORT AREA SHS,Algebra I,All Students,11,182,6.6,27.5,35.7,30.2
2018,MCKEESPORT AREA SHS,Algebra I,Historically Underperforming,11,107,2.8,18.7,40.2,38.3
2018,MCKEESPORT AREA SHS,Biology,All Students,11,182,11.5,21.4,26.9,40.1
2018,MCKEESPORT AREA SHS,Biology,Historically Underperforming,11,106,5.7,15.1,27.4,51.9
2018,MCKEESPORT AREA SHS,Literature,All Students,11,192,5.2,45.3,31.8,17.7
2018,MCKEESPORT AREA SHS,Literature,Historically Underperforming,11,114,0.9,32.5,39.5,27.2
2018,MONTOUR HS,Algebra I,All Students,11,213,38,43.2,16,2.8
2018,MONTOUR HS,Algebra I,Historically Underperforming,11,64,28.1,34.4,31.3,6.3
2018,MONTOUR HS,Biology,All Students,11,212,42.9,38.7,11.8,6.6
2018,MONTOUR HS,Biology,Historically Underperforming,11,63,23.8,41.3,22.2,12.7
2018,MONTOUR HS,Literature,All Students,11,211,17.1,67.8,13.3,1.9
2018,MONTOUR HS,Literature,Historically Underperforming,11,63,7.9,61.9,23.8,6.3
2018,MOON SHS,Algebra I,All Students,11,293,19.5,63.8,13.7,3.1
2018,MOON SHS,Algebra I,Historically Underperforming,11,73,5.5,46.6,37,11
2018,MOON SHS,Biology,All Students,11,292,39.7,42.5,11.6,6.2
2018,MOON SHS,Biology,Historically Underperforming,11,73,13.7,37,26,23.3
2018,MOON SHS,Literature,All Students,11,292,11.6,74.3,11.3,2.7
2018,MOON SHS,Literature,Historically Underperforming,11,72,4.2,51.4,33.3,11.1
2018,MT LEBANON SHS,Algebra I,All Students,11,443,32.5,59.6,6.5,1.4
2018,MT LEBANON SHS,Algebra I,Historically Underperforming,11,98,16.3,56.1,22.4,5.1
2018,MT LEBANON SHS,Biology,All Students,11,441,50.1,41.3,6.8,1.8
2018,MT LEBANON SHS,Biology,Historically Underperforming,11,98,38.8,38.8,14.3,8.2
2018,MT LEBANON SHS,Literature,All Students,11,441,21.1,73.9,3.9,1.1
2018,MT LEBANON SHS,Literature,Historically Underperforming,11,98,10.2,71.4,13.3,5.1
2018,NORTH ALLEGHENY HIGH SCHOOL,Algebra I,All Students,11,675,43.7,47.1,7.4,1.8
2018,NORTH ALLEGHENY HIGH SCHOOL,Algebra I,Historically Underperforming,11,94,19.1,41.5,26.6,12.8
2018,NORTH ALLEGHENY HIGH SCHOOL,Biology,All Students,11,670,53,34.3,10,2.7
2018,NORTH ALLEGHENY HIGH SCHOOL,Biology,Historically Underperforming,11,95,24.2,34.7,27.4,13.7
2018,NORTH ALLEGHENY HIGH SCHOOL,Literature,All Students,11,670,31.8,62.1,4.9,1.2
2018,NORTH ALLEGHENY HIGH SCHOOL,Literature,Historically Underperforming,11,93,11.8,55.9,23.7,8.6
2018,NORTH HILLS SHS,Algebra I,All Students,11,316,50.6,31.3,14.9,3.2
2018,NORTH HILLS SHS,Algebra I,Historically Underperforming,11,83,33.7,27.7,26.5,12
2018,NORTH HILLS SHS,Biology,All Students,11,321,42.4,37.4,15,5.3
2018,NORTH HILLS SHS,Biology,Historically Underperforming,11,87,19.5,35.6,28.7,16.1
2018,NORTH HILLS SHS,Literature,All Students,11,318,14.8,66.4,15.1,3.8
2018,NORTH HILLS SHS,Literature,Historically Underperforming,11,85,1.2,57.6,30.6,10.6
2018,NORTHGATE JSHS,Algebra I,All Students,11,71,5.6,50.7,36.6,7
2018,NORTHGATE JSHS,Algebra I,Historically Underperforming,11,39,2.6,46.2,41,10.3
2018,NORTHGATE JSHS,Biology,All Students,11,74,16.2,36.5,32.4,14.9
2018,NORTHGATE JSHS,Biology,Historically Underperforming,11,42,4.8,35.7,35.7,23.8
2018,NORTHGATE JSHS,Literature,All Students,11,74,12.2,60.8,24.3,2.7
2018,NORTHGATE JSHS,Literature,Historically Underperforming,11,41,4.9,53.7,36.6,4.9
2018,PA DISTANCE LEARNING CS,Algebra I,All Students,11,48,4.2,25,43.8,27.1
2018,PA DISTANCE LEARNING CS,Algebra I,Historically Underperforming,11,16,6.3,18.8,43.8,31.3
2018,PA DISTANCE LEARNING CS,Biology,All Students,11,47,0,36.2,25.5,38.3
2018,PA DISTANCE LEARNING CS,Biology,Historically Underperforming,11,15,0,33.3,20,46.7
2018,PA DISTANCE LEARNING CS,Literature,All Students,11,46,0,56.5,28.3,15.2
2018,PA DISTANCE LEARNING CS,Literature,Historically Underperforming,11,15,0,53.3,40,6.7
2018,PENN HILLS SHS,Algebra I,All Students,11,273,4,24.5,43.2,28.2
2018,PENN HILLS SHS,Algebra I,Historically Underperforming,11,164,1.8,19.5,43.3,35.4
2018,PENN HILLS SHS,Biology,All Students,11,279,14,21.9,26.5,37.6
2018,PENN HILLS SHS,Biology,Historically Underperforming,11,163,6.7,19.6,26.4,47.2
2018,PENN HILLS SHS,Literature,All Students,11,277,2.2,47.7,33.6,16.6
2018,PENN HILLS SHS,Literature,Historically Underperforming,11,162,0,42.6,35.8,21.6
2018,PINE-RICHLAND HS,Algebra I,All Students,11,400,40.5,47,11,1.5
2018,PINE-RICHLAND HS,Algebra I,Historically Underperforming,11,67,16.4,38.8,38.8,6
2018,PINE-RICHLAND HS,Biology,All Students,11,399,47.6,37.8,11.8,2.8
2018,PINE-RICHLAND HS,Biology,Historically Underperforming,11,66,21.2,31.8,34.8,12.1
2018,PINE-RICHLAND HS,Literature,All Students,11,402,10,82.8,6.7,0.5
2018,PINE-RICHLAND HS,Literature,Historically Underperforming,11,68,2.9,64.7,29.4,2.9
2018,ACADEMY AT WESTINGHOUSE,Algebra I,All Students,11,84,0,8.3,58.3,33.3
2018,ACADEMY AT WESTINGHOUSE,Algebra I,Historically Underperforming,11,72,0,5.6,59.7,34.7
2018,ACADEMY AT WESTINGHOUSE,Biology,All Students,11,80,0,12.5,25,62.5
2018,ACADEMY AT WESTINGHOUSE,Biology,Historically Underperforming,11,68,0,10.3,25,64.7
2018,ACADEMY AT WESTINGHOUSE,Literature,All Students,11,83,0,25.3,45.8,28.9
2018,ACADEMY AT WESTINGHOUSE,Literature,Historically Underperforming,11,71,0,23.9,46.5,29.6
2018,ALLDERDICE HS,Algebra I,All Students,11,340,20,45.6,28.5,5.9
2018,ALLDERDICE HS,Algebra I,Historically Underperforming,11,156,7.7,41,39.7,11.5
2018,ALLDERDICE HS,Biology,All Students,11,339,27.1,29.5,19.8,23.6
2018,ALLDERDICE HS,Biology,Historically Underperforming,11,156,9,26.3,22.4,42.3
2018,ALLDERDICE HS,Literature,All Students,11,340,8.8,67.4,17.1,6.8
2018,ALLDERDICE HS,Literature,Historically Underperforming,11,157,5.1,55.4,26.1,13.4
2018,BRASHEAR HS,Algebra I,All Students,11,249,4.8,27.3,49.8,18.1
2018,BRASHEAR HS,Algebra I,Historically Underperforming,11,193,3.1,22.3,53.4,21.2
2018,BRASHEAR HS,Biology,All Students,11,248,2,21,41.9,35.1
2018,BRASHEAR HS,Biology,Historically Underperforming,11,192,0.5,16.7,43.2,39.6
2018,BRASHEAR HS,Literature,All Students,11,255,0.4,45.5,33.7,20.4
2018,BRASHEAR HS,Literature,Historically Underperforming,11,198,0,39.4,36.9,23.7
2018,CARRICK HS,Algebra I,All Students,11,141,11.3,43.3,34.8,10.6
2018,CARRICK HS,Algebra I,Historically Underperforming,11,97,10.3,34,40.2,15.5
2018,CARRICK HS,Biology,All Students,11,140,11.4,31.4,33.6,23.6
2018,CARRICK HS,Biology,Historically Underperforming,11,96,8.3,26,36.5,29.2
2018,CARRICK HS,Literature,All Students,11,138,3.6,67.4,24.6,4.3
2018,CARRICK HS,Literature,Historically Underperforming,11,96,1,66.7,26,6.3
2018,PERRY TRADITIONAL ACAD HS,Algebra I,All Students,11,77,0,15.6,55.8,28.6
2018,PERRY TRADITIONAL ACAD HS,Algebra I,Historically Underperforming,11,64,0,15.6,53.1,31.3
2018,PERRY TRADITIONAL ACAD HS,Biology,All Students,11,78,0,12.8,33.3,53.8
2018,PERRY TRADITIONAL ACAD HS,Biology,Historically Underperforming,11,65,0,10.8,33.8,55.4
2018,PERRY TRADITIONAL ACAD HS,Literature,All Students,11,79,0,41.8,34.2,24.1
2018,PERRY TRADITIONAL ACAD HS,Literature,Historically Underperforming,11,66,0,39.4,34.8,25.8
2018,PITTSBURGH CAPA 6-12,Algebra I,All Students,11,125,32,51.2,16,0.8
2018,PITTSBURGH CAPA 6-12,Algebra I,Historically Underperforming,11,34,17.6,55.9,23.5,2.9
2018,PITTSBURGH CAPA 6-12,Biology,All Students,11,125,36.8,41.6,16.8,4.8
2018,PITTSBURGH CAPA 6-12,Biology,Historically Underperforming,11,34,14.7,61.8,11.8,11.8
2018,PITTSBURGH CAPA 6-12,Literature,All Students,11,123,22,69.9,8.1,0
2018,PITTSBURGH CAPA 6-12,Literature,Historically Underperforming,11,32,6.3,71.9,21.9,0
2018,PITTSBURGH MILLIONES 6-12,Algebra I,All Students,11,67,0,26.9,44.8,28.4
2018,PITTSBURGH MILLIONES 6-12,Algebra I,Historically Underperforming,11,62,0,25.8,46.8,27.4
2018,PITTSBURGH MILLIONES 6-12,Biology,All Students,11,61,0,8.2,26.2,65.6
2018,PITTSBURGH MILLIONES 6-12,Biology,Historically Underperforming,11,58,0,6.9,25.9,67.2
2018,PITTSBURGH MILLIONES 6-12,Literature,All Students,11,69,0,31.9,33.3,34.8
2018,PITTSBURGH MILLIONES 6-12,Literature,Historically Underperforming,11,64,0,29.7,35.9,34.4
2018,PITTSBURGH OBAMA 6-12,Algebra I,All Students,11,116,9.5,54.3,34.5,1.7
2018,PITTSBURGH OBAMA 6-12,Algebra I,Historically Underperforming,11,60,3.3,50,43.3,3.3
2018,PITTSBURGH OBAMA 6-12,Biology,All Students,11,116,12.1,36.2,41.4,10.3
2018,PITTSBURGH OBAMA 6-12,Biology,Historically Underperforming,11,60,3.3,30,55,11.7
2018,PITTSBURGH OBAMA 6-12,Literature,All Students,11,116,6,74.1,17.2,2.6
2018,PITTSBURGH OBAMA 6-12,Literature,Historically Underperforming,11,60,6.7,66.7,23.3,3.3
2018,PITTSBURGH OLIVER,Biology,All Students,11,11,0,0,9.1,90.9
2018,PITTSBURGH OLIVER,Biology,Historically Underperforming,11,11,0,0,9.1,90.9
2018,PITTSBURGH ONLINE ACADEMY,Algebra I,All Students,11,24,4.2,33.3,45.8,16.7
2018,PITTSBURGH ONLINE ACADEMY,Algebra I,Historically Underperforming,11,13,0,23.1,46.2,30.8
2018,PITTSBURGH ONLINE ACADEMY,Biology,All Students,11,24,4.2,29.2,37.5,29.2
2018,PITTSBURGH ONLINE ACADEMY,Biology,Historically Underperforming,11,13,0,30.8,46.2,23.1
2018,PITTSBURGH ONLINE ACADEMY,Literature,All Students,11,22,4.5,54.5,36.4,4.5
2018,PITTSBURGH ONLINE ACADEMY,Literature,Historically Underperforming,11,11,0,54.5,36.4,9.1
2018,PITTSBURGH SCIENCE & TECH ACAD,Algebra I,All Students,11,78,28.2,66.7,5.1,0
2018,PITTSBURGH SCIENCE & TECH ACAD,Algebra I,Historically Underperforming,11,39,20.5,71.8,7.7,0
2018,PITTSBURGH SCIENCE & TECH ACAD,Biology,All Students,11,78,41,55.1,3.8,0
2018,PITTSBURGH SCIENCE & TECH ACAD,Biology,Historically Underperforming,11,39,30.8,64.1,5.1,0
2018,PITTSBURGH SCIENCE & TECH ACAD,Literature,All Students,11,78,6.4,88.5,5.1,0
2018,PITTSBURGH SCIENCE & TECH ACAD,Literature,Historically Underperforming,11,39,7.7,87.2,5.1,0
2018,PLUM SHS,Algebra I,All Students,11,283,17,60.4,20.5,2.1
2018,PLUM SHS,Algebra I,Historically Underperforming,11,88,14.8,53.4,26.1,5.7
2018,PLUM SHS,Biology,All Students,11,282,30.5,44.7,20.9,3.9
2018,PLUM SHS,Biology,Historically Underperforming,11,88,26.1,40.9,28.4,4.5
2018,PLUM SHS,Literature,All Students,11,284,7.4,75.7,13.7,3.2
2018,PLUM SHS,Literature,Historically Underperforming,11,89,7.9,65.2,20.2,6.7
2018,PROPEL CS - BRADDOCK HILLS,Algebra I,All Students,11,52,5.8,42.3,40.4,11.5
2018,PROPEL CS - BRADDOCK HILLS,Algebra I,Historically Underperforming,11,36,2.8,30.6,52.8,13.9
2018,PROPEL CS - BRADDOCK HILLS,Biology,All Students,11,49,14.3,26.5,32.7,26.5
2018,PROPEL CS - BRADDOCK HILLS,Biology,Historically Underperforming,11,34,5.9,20.6,38.2,35.3
2018,PROPEL CS - BRADDOCK HILLS,Literature,All Students,11,53,1.9,71.7,18.9,7.5
