Year,School Name,Subject,Group,Grade,Number Scored,Percent Advanced,Percent Proficient,Percent Basic,Percent Below Basic
2022,LITTLESTOWN SHS,Biology,All Students,11,12,0,25,8.3,66.7
2022,LITTLESTOWN SHS,Literature,All Students,11,145,11,64.1,22.1,2.8
2022,LITTLESTOWN SHS,Literature,Economically Disadvantaged,11,39,5.1,61.5,30.8,2.6
2022,LITTLESTOWN SHS,Literature,IEP,11,16,0,12.5,62.5,25
2022,BIGLERVILLE HS,Algebra I,All Students,11,42,73.8,19,2.4,4.8
2022,BIGLERVILLE HS,Algebra I,Economically Disadvantaged,11,12,66.7,8.3,8.3,16.7
2022,BIGLERVILLE HS,Biology,All Students,11,103,18.4,35,31.1,15.5
2022,BIGLERVILLE HS,Biology,Economically Disadvantaged,11,46,10.9,26.1,43.5,19.6
2022,BIGLERVILLE HS,Biology,IEP,11,13,7.7,15.4,30.8,46.2
2022,BIGLERVILLE HS,Literature,All Students,11,101,8.9,55.4,23.8,11.9
2022,BIGLERVILLE HS,Literature,Economically Disadvantaged,11,45,2.2,48.9,28.9,20
2022,BIGLERVILLE HS,Literature,IEP,11,13,7.7,15.4,23.1,53.8
2022,SPRINGDALE JSHS,Algebra I,All Students,11,24,25,54.2,20.8,0
2022,SPRINGDALE JSHS,Biology,All Students,11,27,3.7,22.2,51.9,22.2
2022,SPRINGDALE JSHS,Literature,All Students,11,48,12.5,56.3,22.9,8.3
2022,SPRINGDALE JSHS,Literature,Economically Disadvantaged,11,11,9.1,54.5,27.3,9.1
2022,AVONWORTH HS,Algebra I,All Students,11,61,59,29.5,9.8,1.6
2022,AVONWORTH HS,Biology,All Students,11,47,4.3,21.3,53.2,21.3
2022,AVONWORTH HS,Biology,IEP,11,18,0,11.1,55.6,33.3
2022,AVONWORTH HS,Literature,All Students,11,84,4.8,59.5,27.4,8.3
2022,AVONWORTH HS,Literature,IEP,11,17,0,11.8,64.7,23.5
2022,BALDWIN SHS,Algebra I,All Students,11,95,26.3,15.8,31.6,26.3
2022,BALDWIN SHS,Algebra I,Economically Disadvantaged,11,31,12.9,9.7,48.4,29
2022,BALDWIN SHS,Algebra I,IEP,11,23,0,0,56.5,43.5
2022,BALDWIN SHS,Biology,All Students,11,41,0,17.1,36.6,46.3
2022,BALDWIN SHS,Biology,Economically Disadvantaged,11,19,0,26.3,31.6,42.1
2022,BALDWIN SHS,Biology,IEP,11,15,0,13.3,33.3,53.3
2022,BALDWIN SHS,Literature,All Students,11,333,7.8,67,18.9,6.3
2022,BALDWIN SHS,Literature,Economically Disadvantaged,11,106,4.7,62.3,20.8,12.3
2022,BALDWIN SHS,Literature,ELL,11,11,0,18.2,63.6,18.2
2022,BALDWIN SHS,Literature,IEP,11,33,0,30.3,39.4,30.3
2022,BETHEL PARK HS,Algebra I,All Students,11,195,54.4,36.4,5.6,3.6
2022,BETHEL PARK HS,Algebra I,Economically Disadvantaged,11,20,50,30,10,10
2022,BETHEL PARK HS,Algebra I,IEP,11,16,31.3,12.5,18.8,37.5
2022,BETHEL PARK HS,Biology,All Students,11,201,16.9,45.8,30.3,7
2022,BETHEL PARK HS,Biology,Economically Disadvantaged,11,36,13.9,41.7,33.3,11.1
2022,BETHEL PARK HS,Biology,IEP,11,33,0,36.4,36.4,27.3
2022,BETHEL PARK HS,Literature,All Students,11,321,18.4,70.4,10,1.2
2022,BETHEL PARK HS,Literature,Economically Disadvantaged,11,47,12.8,61.7,19.1,6.4
2022,BETHEL PARK HS,Literature,IEP,11,38,5.3,44.7,42.1,7.9
2022,BRENTWOOD SHS,Algebra I,All Students,11,40,32.5,37.5,25,5
2022,BRENTWOOD SHS,Algebra I,Economically Disadvantaged,11,15,33.3,26.7,26.7,13.3
2022,BRENTWOOD SHS,Biology,All Students,11,32,0,21.9,56.3,21.9
2022,BRENTWOOD SHS,Biology,Economically Disadvantaged,11,20,0,15,55,30
2022,BRENTWOOD SHS,Literature,All Students,11,100,7,62,23,8
2022,BRENTWOOD SHS,Literature,Economically Disadvantaged,11,48,6.3,52.1,29.2,12.5
2022,BRENTWOOD SHS,Literature,IEP,11,11,0,27.3,36.4,36.4
2022,CARLYNTON JSHS,Algebra I,All Students,11,35,25.7,42.9,20,11.4
2022,CARLYNTON JSHS,Algebra I,Economically Disadvantaged,11,13,15.4,53.8,15.4,15.4
2022,CARLYNTON JSHS,Literature,All Students,11,77,11.7,57.1,23.4,7.8
2022,CARLYNTON JSHS,Literature,Economically Disadvantaged,11,40,7.5,50,32.5,10
2022,CARLYNTON JSHS,Literature,IEP,11,12,0,8.3,58.3,33.3
2022,CHARTIERS VALLEY HS,Algebra I,All Students,11,114,25.4,52.6,12.3,9.6
2022,CHARTIERS VALLEY HS,Algebra I,Economically Disadvantaged,11,26,15.4,46.2,7.7,30.8
2022,CHARTIERS VALLEY HS,Literature,All Students,11,222,9,54.5,29.3,7.2
2022,CHARTIERS VALLEY HS,Literature,Economically Disadvantaged,11,65,1.5,46.2,35.4,16.9
2022,CHARTIERS VALLEY HS,Literature,IEP,11,25,0,16,40,44
2022,CITY CHS,Algebra I,All Students,11,117,5.1,20.5,46.2,28.2
2022,CITY CHS,Algebra I,Economically Disadvantaged,11,63,3.2,19,41.3,36.5
2022,CITY CHS,Algebra I,IEP,11,25,0,0,44,56
2022,CITY CHS,Biology,All Students,11,116,9.5,28.4,27.6,34.5
2022,CITY CHS,Biology,Economically Disadvantaged,11,62,8.1,27.4,25.8,38.7
2022,CITY CHS,Biology,IEP,11,24,0,12.5,33.3,54.2
2022,CITY CHS,Literature,All Students,11,123,3.3,53.7,35,8.1
2022,CITY CHS,Literature,Economically Disadvantaged,11,67,3,47.8,37.3,11.9
2022,CITY CHS,Literature,IEP,11,25,0,12,60,28
2022,CLAIRTON MS/HS,Literature,All Students,11,54,0,24.1,48.1,27.8
2022,CLAIRTON MS/HS,Literature,Economically Disadvantaged,11,52,0,23.1,48.1,28.8
2022,CLAIRTON MS/HS,Literature,IEP,11,16,0,12.5,31.3,56.3
2022,CORNELL HS,Algebra I,All Students,11,21,9.5,28.6,47.6,14.3
2022,CORNELL HS,Biology,All Students,11,20,0,20,60,20
2022,CORNELL HS,Biology,Economically Disadvantaged,11,12,0,16.7,66.7,16.7
2022,CORNELL HS,Literature,All Students,11,30,3.3,40,30,26.7
2022,CORNELL HS,Literature,Economically Disadvantaged,11,18,0,44.4,33.3,22.2
2022,DEER LAKES HS,Algebra I,All Students,11,76,42.1,26.3,23.7,7.9
2022,DEER LAKES HS,Algebra I,Economically Disadvantaged,11,18,11.1,22.2,61.1,5.6
2022,DEER LAKES HS,Algebra I,IEP,11,12,16.7,8.3,50,25
2022,DEER LAKES HS,Literature,All Students,11,126,15.9,69.8,13.5,0.8
2022,DEER LAKES HS,Literature,Economically Disadvantaged,11,33,3,75.8,21.2,0
2022,DEER LAKES HS,Literature,IEP,11,15,6.7,66.7,20,6.7
2022,EAST ALLEGHENY JSHS,Algebra I,All Students,11,73,8.2,11,35.6,45.2
2022,EAST ALLEGHENY JSHS,Algebra I,Economically Disadvantaged,11,36,8.3,8.3,27.8,55.6
2022,EAST ALLEGHENY JSHS,Algebra I,IEP,11,12,0,0,25,75
2022,EAST ALLEGHENY JSHS,Biology,All Students,11,62,1.6,9.7,35.5,53.2
2022,EAST ALLEGHENY JSHS,Biology,Economically Disadvantaged,11,38,2.6,13.2,28.9,55.3
2022,EAST ALLEGHENY JSHS,Biology,IEP,11,13,0,0,7.7,92.3
2022,EAST ALLEGHENY JSHS,Literature,All Students,11,92,7.6,37,32.6,22.8
2022,EAST ALLEGHENY JSHS,Literature,Economically Disadvantaged,11,44,4.5,27.3,36.4,31.8
2022,EAST ALLEGHENY JSHS,Literature,IEP,11,15,6.7,13.3,13.3,66.7
2022,ELIZABETH FORWARD SHS,Algebra I,All Students,11,88,26.1,61.4,11.4,1.1
2022,ELIZABETH FORWARD SHS,Algebra I,Economically Disadvantaged,11,17,11.8,58.8,23.5,5.9
2022,ELIZABETH FORWARD SHS,Literature,All Students,11,171,5.8,71.9,17.5,4.7
2022,ELIZABETH FORWARD SHS,Literature,Economically Disadvantaged,11,53,5.7,52.8,35.8,5.7
2022,ELIZABETH FORWARD SHS,Literature,IEP,11,23,0,30.4,47.8,21.7
2022,FOX CHAPEL AREA HS,Algebra I,All Students,11,177,83.1,13,3.4,0.6
2022,FOX CHAPEL AREA HS,Algebra I,Economically Disadvantaged,11,19,78.9,15.8,5.3,0
2022,FOX CHAPEL AREA HS,Biology,All Students,11,83,12,43.4,30.1,14.5
2022,FOX CHAPEL AREA HS,Biology,Economically Disadvantaged,11,33,9.1,48.5,30.3,12.1
2022,FOX CHAPEL AREA HS,Biology,IEP,11,33,6.1,27.3,45.5,21.2
2022,FOX CHAPEL AREA HS,Literature,All Students,11,301,28.2,61.5,7.6,2.7
2022,FOX CHAPEL AREA HS,Literature,Economically Disadvantaged,11,62,8.1,69.4,14.5,8.1
2022,FOX CHAPEL AREA HS,Literature,IEP,11,43,4.7,51.2,25.6,18.6
2022,GATEWAY SHS,Algebra I,All Students,11,115,28.7,19.1,17.4,34.8
2022,GATEWAY SHS,Algebra I,Economically Disadvantaged,11,44,13.6,9.1,31.8,45.5
2022,GATEWAY SHS,Algebra I,IEP,11,32,3.1,0,28.1,68.8
2022,GATEWAY SHS,Biology,All Students,11,142,3.5,27.5,39.4,29.6
2022,GATEWAY SHS,Biology,Economically Disadvantaged,11,61,3.3,26.2,39.3,31.1
2022,GATEWAY SHS,Biology,IEP,11,36,2.8,16.7,30.6,50
2022,GATEWAY SHS,Literature,All Students,11,145,2.8,38.6,43.4,15.2
2022,GATEWAY SHS,Literature,Economically Disadvantaged,11,63,0,33.3,52.4,14.3
2022,GATEWAY SHS,Literature,IEP,11,37,0,16.2,51.4,32.4
2022,HAMPTON HS,Algebra I,All Students,11,151,63.6,29.8,6,0.7
2022,HAMPTON HS,Algebra I,Economically Disadvantaged,11,13,61.5,23.1,15.4,0
2022,HAMPTON HS,Biology,All Students,11,43,2.3,32.6,39.5,25.6
2022,HAMPTON HS,Biology,IEP,11,17,0,17.6,41.2,41.2
2022,HAMPTON HS,Literature,All Students,11,196,27.6,56.6,13.8,2
2022,HAMPTON HS,Literature,Economically Disadvantaged,11,19,36.8,26.3,26.3,10.5
2022,HAMPTON HS,Literature,IEP,11,20,0,35,50,15
2022,HIGHLANDS SHS,Algebra I,All Students,11,64,17.2,32.8,25,25
2022,HIGHLANDS SHS,Algebra I,Economically Disadvantaged,11,26,11.5,11.5,38.5,38.5
2022,HIGHLANDS SHS,Algebra I,IEP,11,11,0,0,36.4,63.6
2022,HIGHLANDS SHS,Biology,All Students,11,105,7.6,20,48.6,23.8
2022,HIGHLANDS SHS,Biology,Economically Disadvantaged,11,48,4.2,10.4,45.8,39.6
2022,HIGHLANDS SHS,Biology,IEP,11,22,0,9.1,59.1,31.8
2022,HIGHLANDS SHS,Literature,All Students,11,130,3.1,57.7,32.3,6.9
2022,HIGHLANDS SHS,Literature,Economically Disadvantaged,11,50,2,46,44,8
2022,HIGHLANDS SHS,Literature,IEP,11,22,0,31.8,36.4,31.8
2022,KEYSTONE OAKS HS,Algebra I,All Students,11,36,72.2,5.6,11.1,11.1
2022,KEYSTONE OAKS HS,Literature,All Students,11,127,11,64.6,22,2.4
2022,KEYSTONE OAKS HS,Literature,Economically Disadvantaged,11,43,4.7,58.1,32.6,4.7
2022,KEYSTONE OAKS HS,Literature,IEP,11,17,0,41.2,47.1,11.8
2022,MCKEESPORT AREA SHS,Algebra I,All Students,11,61,13.1,26.2,31.1,29.5
2022,MCKEESPORT AREA SHS,Algebra I,Economically Disadvantaged,11,59,13.6,27.1,32.2,27.1
2022,MCKEESPORT AREA SHS,Algebra I,IEP,11,14,0,7.1,0,92.9
2022,MCKEESPORT AREA SHS,Biology,All Students,11,150,4.7,20.7,33.3,41.3
2022,MCKEESPORT AREA SHS,Biology,Economically Disadvantaged,11,148,4.7,20.9,33.8,40.5
2022,MCKEESPORT AREA SHS,Biology,IEP,11,42,2.4,4.8,21.4,71.4
2022,MCKEESPORT AREA SHS,Literature,All Students,11,161,3.7,29.8,39.1,27.3
2022,MCKEESPORT AREA SHS,Literature,Economically Disadvantaged,11,159,3.8,30.2,39,27
2022,MCKEESPORT AREA SHS,Literature,IEP,11,49,0,10.2,34.7,55.1
2022,MONTOUR HS,Algebra I,All Students,11,187,41.2,29.9,18.7,10.2
2022,MONTOUR HS,Algebra I,Economically Disadvantaged,11,44,20.5,22.7,36.4,20.5
2022,MONTOUR HS,Algebra I,IEP,11,26,11.5,26.9,26.9,34.6
2022,MONTOUR HS,Biology,All Students,11,70,32.9,35.7,14.3,17.1
2022,MONTOUR HS,Biology,Economically Disadvantaged,11,20,20,15,30,35
2022,MONTOUR HS,Biology,IEP,11,13,0,15.4,23.1,61.5
2022,MONTOUR HS,Literature,All Students,11,224,17.9,57.1,17.4,7.6
2022,MONTOUR HS,Literature,Economically Disadvantaged,11,60,10,53.3,21.7,15
2022,MONTOUR HS,Literature,IEP,11,36,2.8,27.8,38.9,30.6
2022,MOON SHS,Algebra I,All Students,11,200,39.5,47,8.5,5
2022,MOON SHS,Algebra I,Economically Disadvantaged,11,26,15.4,57.7,19.2,7.7
2022,MOON SHS,Biology,All Students,11,155,5.8,36.8,43.2,14.2
2022,MOON SHS,Biology,Economically Disadvantaged,11,32,3.1,37.5,40.6,18.8
2022,MOON SHS,Biology,IEP,11,28,7.1,14.3,35.7,42.9
2022,MOON SHS,Literature,All Students,11,252,20.2,61.5,11.5,6.7
2022,MOON SHS,Literature,Economically Disadvantaged,11,36,8.3,61.1,16.7,13.9
2022,MOON SHS,Literature,IEP,11,31,3.2,29,29,38.7
2022,MT LEBANON SHS,Algebra I,All Students,11,406,59.4,34.7,4.4,1.5
2022,MT LEBANON SHS,Algebra I,Economically Disadvantaged,11,47,55.3,31.9,8.5,4.3
2022,MT LEBANON SHS,Algebra I,IEP,11,34,32.4,20.6,29.4,17.6
2022,MT LEBANON SHS,Biology,All Students,11,477,36.9,45.9,12.6,4.6
2022,MT LEBANON SHS,Biology,Economically Disadvantaged,11,61,24.6,45.9,19.7,9.8
2022,MT LEBANON SHS,Biology,IEP,11,56,8.9,35.7,32.1,23.2
2022,MT LEBANON SHS,Literature,All Students,11,485,23.5,68.5,7.6,0.4
2022,MT LEBANON SHS,Literature,Economically Disadvantaged,11,61,14.8,67.2,18,0
2022,MT LEBANON SHS,Literature,IEP,11,58,1.7,60.3,36.2,1.7
2022,NORTH ALLEGHENY HS,Algebra I,All Students,11,546,50.2,38.8,11,0
2022,NORTH ALLEGHENY HS,Algebra I,Economically Disadvantaged,11,33,36.4,48.5,15.2,0
2022,NORTH ALLEGHENY HS,Algebra I,IEP,11,58,36.2,39.7,24.1,0
2022,NORTH ALLEGHENY HS,Biology,All Students,11,14,35.7,35.7,14.3,14.3
2022,NORTH ALLEGHENY HS,Literature,All Students,11,631,27.4,64.5,6.8,1.3
2022,NORTH ALLEGHENY HS,Literature,Economically Disadvantaged,11,57,15.8,64.9,17.5,1.8
2022,NORTH ALLEGHENY HS,Literature,IEP,11,93,15.1,57,19.4,8.6
2022,NORTH HILLS SHS,Algebra I,All Students,11,143,47.6,37.1,4.9,10.5
2022,NORTH HILLS SHS,Algebra I,Economically Disadvantaged,11,24,37.5,29.2,12.5,20.8
2022,NORTH HILLS SHS,Biology,All Students,11,46,54.3,26.1,4.3,15.2
2022,NORTH HILLS SHS,Biology,Economically Disadvantaged,11,11,18.2,27.3,9.1,45.5
2022,NORTH HILLS SHS,Literature,All Students,11,276,13,61.2,20.7,5.1
2022,NORTH HILLS SHS,Literature,Economically Disadvantaged,11,51,5.9,64.7,23.5,5.9
2022,NORTH HILLS SHS,Literature,IEP,11,32,3.1,31.3,43.8,21.9
2022,NORTHGATE MSHS,Algebra I,All Students,11,30,13.3,53.3,26.7,6.7
2022,NORTHGATE MSHS,Algebra I,Economically Disadvantaged,11,30,13.3,53.3,26.7,6.7
2022,NORTHGATE MSHS,Biology,All Students,11,56,7.1,51.8,25,16.1
2022,NORTHGATE MSHS,Biology,Economically Disadvantaged,11,56,7.1,51.8,25,16.1
2022,NORTHGATE MSHS,Literature,All Students,11,60,18.3,56.7,16.7,8.3
2022,NORTHGATE MSHS,Literature,Economically Disadvantaged,11,60,18.3,56.7,16.7,8.3
2022,PENN HILLS SHS,Algebra I,All Students,11,89,2.2,50.6,36,11.2
2022,PENN HILLS SHS,Algebra I,Economically Disadvantaged,11,55,1.8,49.1,36.4,12.7
2022,PENN HILLS SHS,Biology,All Students,11,76,1.3,7.9,26.3,64.5
2022,PENN HILLS SHS,Biology,Economically Disadvantaged,11,60,1.7,6.7,26.7,65
2022,PENN HILLS SHS,Biology,IEP,11,19,0,5.3,10.5,84.2
2022,PENN HILLS SHS,Literature,All Students,11,139,1.4,39.6,30.9,28.1
2022,PENN HILLS SHS,Literature,Economically Disadvantaged,11,92,2.2,30.4,33.7,33.7
2022,PENN HILLS SHS,Literature,IEP,11,16,0,12.5,31.3,56.3
2022,PENNSYLVANIA DISTANCE LEARNING CS,Algebra I,All Students,11,45,8.9,15.6,26.7,48.9
2022,PENNSYLVANIA DISTANCE LEARNING CS,Algebra I,Economically Disadvantaged,11,22,13.6,13.6,36.4,36.4
2022,PENNSYLVANIA DISTANCE LEARNING CS,Algebra I,IEP,11,12,0,8.3,16.7,75
2022,PENNSYLVANIA DISTANCE LEARNING CS,Biology,All Students,11,39,5.1,5.1,51.3,38.5
2022,PENNSYLVANIA DISTANCE LEARNING CS,Biology,Economically Disadvantaged,11,19,5.3,5.3,52.6,36.8
2022,PENNSYLVANIA DISTANCE LEARNING CS,Literature,All Students,11,60,1.7,43.3,30,25
2022,PENNSYLVANIA DISTANCE LEARNING CS,Literature,Economically Disadvantaged,11,28,0,67.9,17.9,14.3
2022,PENNSYLVANIA DISTANCE LEARNING CS,Literature,IEP,11,16,0,25,31.3,43.8
2022,PINE-RICHLAND HS,Algebra I,All Students,11,287,65.5,29.6,4.2,0.7
2022,PINE-RICHLAND HS,Algebra I,Economically Disadvantaged,11,15,53.3,13.3,26.7,6.7
2022,PINE-RICHLAND HS,Algebra I,IEP,11,27,18.5,40.7,37,3.7
2022,PINE-RICHLAND HS,Biology,All Students,11,49,4.1,42.9,44.9,8.2
2022,PINE-RICHLAND HS,Biology,IEP,11,33,0,48.5,42.4,9.1
2022,PINE-RICHLAND HS,Literature,All Students,11,19,10.5,57.9,26.3,5.3
2022,PINE-RICHLAND HS,Literature,IEP,11,11,0,45.5,45.5,9.1
2022,ACADEMY AT WESTINGHOUSE,Algebra I,All Students,11,24,0,0,20.8,79.2
2022,ACADEMY AT WESTINGHOUSE,Algebra I,Economically Disadvantaged,11,21,0,0,19,81
2022,ACADEMY AT WESTINGHOUSE,Algebra I,IEP,11,11,0,0,0,100
2022,ACADEMY AT WESTINGHOUSE,Biology,All Students,11,42,0,4.8,19,76.2
2022,ACADEMY AT WESTINGHOUSE,Biology,Economically Disadvantaged,11,37,0,2.7,16.2,81.1
2022,ACADEMY AT WESTINGHOUSE,Biology,IEP,11,12,0,0,16.7,83.3
2022,ACADEMY AT WESTINGHOUSE,Literature,All Students,11,66,0,15.2,40.9,43.9
2022,ACADEMY AT WESTINGHOUSE,Literature,Economically Disadvantaged,11,57,0,14,40.4,45.6
2022,ACADEMY AT WESTINGHOUSE,Literature,IEP,11,15,0,0,33.3,66.7
2022,PITTSBURGH ALLDERDICE HS,Algebra I,All Students,11,214,29,41.6,19.6,9.8
2022,PITTSBURGH ALLDERDICE HS,Algebra I,Economically Disadvantaged,11,56,12.5,26.8,33.9,26.8
2022,PITTSBURGH ALLDERDICE HS,Algebra I,IEP,11,20,5,0,40,55
2022,PITTSBURGH ALLDERDICE HS,Biology,All Students,11,36,0,16.7,30.6,52.8
2022,PITTSBURGH ALLDERDICE HS,Biology,Economically Disadvantaged,11,19,0,5.3,36.8,57.9
2022,PITTSBURGH ALLDERDICE HS,Biology,IEP,11,11,0,0,9.1,90.9
2022,PITTSBURGH ALLDERDICE HS,Literature,All Students,11,270,15.9,58.9,19.3,5.9
2022,PITTSBURGH ALLDERDICE HS,Literature,Economically Disadvantaged,11,82,8.5,46.3,32.9,12.2
2022,PITTSBURGH ALLDERDICE HS,Literature,IEP,11,24,0,29.2,37.5,33.3
2022,PITTSBURGH BRASHEAR HS,Algebra I,All Students,11,43,9.3,27.9,20.9,41.9
2022,PITTSBURGH BRASHEAR HS,Algebra I,Economically Disadvantaged,11,26,0,23.1,26.9,50
2022,PITTSBURGH BRASHEAR HS,Algebra I,IEP,11,12,0,0,0,100
2022,PITTSBURGH BRASHEAR HS,Biology,All Students,11,32,0,3.1,6.3,90.6
2022,PITTSBURGH BRASHEAR HS,Biology,Economically Disadvantaged,11,23,0,0,4.3,95.7
2022,PITTSBURGH BRASHEAR HS,Biology,ELL,11,11,0,0,0,100
2022,PITTSBURGH BRASHEAR HS,Biology,IEP,11,15,0,0,13.3,86.7
2022,PITTSBURGH BRASHEAR HS,Literature,All Students,11,217,0,26.3,37.8,35.9
2022,PITTSBURGH BRASHEAR HS,Literature,Economically Disadvantaged,11,164,0,25,37.2,37.8
2022,PITTSBURGH BRASHEAR HS,Literature,ELL,11,40,0,7.5,40,52.5
2022,PITTSBURGH BRASHEAR HS,Literature,IEP,11,42,0,9.5,28.6,61.9
2022,PITTSBURGH CAPA 6-12,Algebra I,All Students,11,68,38.2,52.9,8.8,0
2022,PITTSBURGH CAPA 6-12,Algebra I,Economically Disadvantaged,11,13,30.8,53.8,15.4,0
2022,PITTSBURGH CAPA 6-12,Literature,All Students,11,122,25.4,63.1,9.8,1.6
2022,PITTSBURGH CAPA 6-12,Literature,Economically Disadvantaged,11,40,22.5,60,15,2.5
2022,PITTSBURGH CARRICK HS,Algebra I,All Students,11,48,14.6,22.9,22.9,39.6
2022,PITTSBURGH CARRICK HS,Algebra I,Economically Disadvantaged,11,30,6.7,23.3,23.3,46.7
2022,PITTSBURGH CARRICK HS,Algebra I,IEP,11,17,0,0,23.5,76.5
2022,PITTSBURGH CARRICK HS,Biology,All Students,11,35,0,8.6,42.9,48.6
2022,PITTSBURGH CARRICK HS,Biology,Economically Disadvantaged,11,21,0,4.8,47.6,47.6
2022,PITTSBURGH CARRICK HS,Biology,IEP,11,20,0,0,45,55
2022,PITTSBURGH CARRICK HS,Literature,All Students,11,76,3.9,50,34.2,11.8
2022,PITTSBURGH CARRICK HS,Literature,Economically Disadvantaged,11,49,0,53.1,38.8,8.2
2022,PITTSBURGH CARRICK HS,Literature,IEP,11,20,0,20,50,30
2022,PITTSBURGH MILLIONES 6-12,Literature,All Students,11,31,0,12.9,48.4,38.7
2022,PITTSBURGH MILLIONES 6-12,Literature,Economically Disadvantaged,11,28,0,10.7,50,39.3
2022,PITTSBURGH OBAMA 6-12,Algebra I,All Students,11,26,15.4,57.7,26.9,0
2022,PITTSBURGH OBAMA 6-12,Literature,All Students,11,99,6.1,56.6,30.3,7.1
2022,PITTSBURGH OBAMA 6-12,Literature,Economically Disadvantaged,11,57,1.8,47.4,42.1,8.8
2022,PITTSBURGH OBAMA 6-12,Literature,IEP,11,12,0,16.7,66.7,16.7
2022,PITTSBURGH PERRY HS,Biology,All Students,11,51,0,0,37.3,62.7
2022,PITTSBURGH PERRY HS,Biology,Economically Disadvantaged,11,41,0,0,36.6,63.4
2022,PITTSBURGH PERRY HS,Biology,IEP,11,15,0,0,20,80
2022,PITTSBURGH PERRY HS,Literature,All Students,11,59,0,25.4,44.1,30.5
2022,PITTSBURGH PERRY HS,Literature,Economically Disadvantaged,11,48,0,27.1,45.8,27.1
2022,PITTSBURGH PERRY HS,Literature,IEP,11,15,0,0,53.3,46.7
2022,PITTSBURGH SCIENCE AND TECHNOLOGY ACADEMY 6-12,Algebra I,All Students,11,66,25.8,62.1,12.1,0
2022,PITTSBURGH SCIENCE AND TECHNOLOGY ACADEMY 6-12,Algebra I,Economically Disadvantaged,11,29,27.6,65.5,6.9,0
2022,PITTSBURGH SCIENCE AND TECHNOLOGY ACADEMY 6-12,Literature,All Students,11,92,12,62,20.7,5.4
2022,PITTSBURGH SCIENCE AND TECHNOLOGY ACADEMY 6-12,Literature,Economically Disadvantaged,11,45,11.1,68.9,13.3,6.7
2022,PLUM SHS,Algebra I,All Students,11,119,52.1,26.9,10.1,10.9
2022,PLUM SHS,Algebra I,Economically Disadvantaged,11,11,18.2,27.3,9.1,45.5
2022,PLUM SHS,Algebra I,IEP,11,14,0,0,28.6,71.4
2022,PLUM SHS,Literature,All Students,11,183,9.3,51.4,29,10.4
2022,PLUM SHS,Literature,Economically Disadvantaged,11,25,0,40,36,24
2022,PLUM SHS,Literature,IEP,11,19,0,10.5,36.8,52.6
